,Name ,player_positions,overall,potential,age,value_eur,wage_eur,club_contract_valid_until,pace,passing,dribbling,defending,attacking_crossing,attacking_short_passing,skill_dribbling,skill_curve,skill_long_passing,movement_acceleration,movement_sprint_speed,defending_marking_awareness,defending_sliding_tackle,defending_standing_tackle,power_stamina,height_cm
16120,O. Al Owdah,"RB, LB",59,65,22,350000.0,2000.0,2022.0,76,50,57,53,55,54,57,30,48,75,76,52,54,55,66,176
9508,E. Karic,"LB, LM",66,71,24,1200000.0,4000.0,2024.0,76,57,60,60,61,63,59,47,48,73,79,58,61,62,84,184
8283,C. Rocchia,LB,67,71,23,1400000.0,2000.0,2023.0,76,57,62,62,61,63,57,55,54,74,77,60,67,64,74,172
13176,V. Radonja,"RB, LB",63,77,19,1100000.0,500.0,2024.0,76,53,55,60,60,59,55,30,57,75,77,62,63,63,68,182
11316,C. Kerr,"RB, LB",64,67,25,725000.0,2000.0,2023.0,76,52,61,59,60,56,60,31,48,77,76,61,61,61,75,175
8280,U. Cardona,"LM, LB",67,76,22,2300000.0,4000.0,2021.0,76,63,68,54,66,66,70,64,59,77,76,55,57,57,72,177
7862,D. Torres,LB,67,67,28,925000.0,2000.0,2021.0,76,64,66,61,73,69,61,60,68,80,73,70,57,57,74,175
3618,Joan Sastre,"RB, LB",72,78,24,3500000.0,14000.0,2023.0,77,56,67,69,69,67,68,40,37,75,79,68,71,72,71,174
15261,M. Rao Dessai,"LB, LM",60,60,29,220000.0,600.0,2022.0,77,56,59,51,60,58,55,57,49,78,77,56,51,54,85,171
8633,M. Čabraja,"LB, LWB",67,71,24,1400000.0,500.0,2026.0,77,59,64,60,78,60,64,61,56,78,77,59,62,64,79,182
10385,Y. Matsushita,"CDM, CM, LB",65,67,27,775000.0,2000.0,2022.0,77,66,63,62,68,67,62,59,65,76,77,63,62,64,59,174
107,D. Alaba,"CB, LB",84,84,29,35500000.0,195000.0,2026.0,77,81,80,83,80,85,77,77,80,78,77,86,82,83,75,180
181,L. Hernández,"LB, CB",83,86,25,44500000.0,85000.0,2024.0,77,68,71,84,78,74,65,59,63,77,77,85,86,85,76,184
1824,Estevão Candeira,"RB, LB",75,75,25,5500000.0,29000.0,2024.0,77,70,69,70,76,71,68,64,69,76,77,68,71,72,86,176
16249,D. Kabamba,LB,59,65,21,350000.0,750.0,2025.0,77,43,57,53,60,42,63,26,38,74,79,47,56,60,70,177
1849,Javi Galán,"LB, LWB",75,77,26,6500000.0,20000.0,2026.0,77,72,74,69,77,78,76,69,69,77,77,62,74,73,77,172
2869,Paulson Junqueira,LB,73,73,25,3100000.0,20000.0,2024.0,77,61,69,69,68,65,66,65,66,84,72,68,71,73,75,177
1678,L. Vangioni,LB,75,75,34,2100000.0,1000.0,2021.0,77,69,70,71,74,70,71,71,69,80,75,70,74,74,74,181
1714,D. Sinkgraven,"LB, CM",75,77,25,6500000.0,36000.0,2023.0,77,73,79,72,75,72,79,74,75,79,75,72,69,72,74,179
8316,Li Shuai,"LB, LWB",67,70,26,1200000.0,5000.0,2023.0,77,58,65,61,57,63,63,49,53,77,77,59,65,66,78,180
2717,E. Mas,LB,73,73,32,2100000.0,7000.0,2021.0,77,66,69,70,66,69,66,64,64,76,77,67,68,70,80,180
1915,Álex Centelles,LB,75,85,21,12000000.0,8000.0,2022.0,77,68,71,69,73,71,70,70,69,76,78,69,68,72,85,185
8123,S. Seddon,"LB, LWB",67,73,23,1500000.0,3000.0,2024.0,77,65,66,59,72,64,65,69,65,78,76,59,60,61,78,179
8005,P. Hercher,"RB, LB",67,70,25,1200000.0,2000.0,2022.0,77,61,66,58,66,67,66,60,62,73,81,54,63,63,78,182
2400,Aihen Muñoz,LB,74,81,23,8000000.0,20000.0,2022.0,77,69,71,72,72,72,72,66,75,78,76,73,70,74,69,175
2336,J. Tanganga,"RB, CB, LB",74,84,22,9000000.0,49000.0,2025.0,77,62,69,74,65,69,70,55,54,74,79,72,72,76,68,180
2374,D. Martínez,"CB, LB",74,81,23,8000000.0,12000.0,2023.0,77,66,65,73,58,71,63,68,71,75,78,73,73,74,75,182
1944,D. Hancko,"CB, LB",75,85,23,11500000.0,850.0,2024.0,77,68,69,75,68,71,68,60,72,76,78,75,75,75,79,188
16982,T. Small,LB,58,77,16,475000.0,500.0,2024.0,77,41,56,53,54,38,56,41,33,78,77,50,57,59,61,175
2593,M. Haïdara,"LWB, CB, LB",73,73,28,2800000.0,22000.0,2022.0,77,62,70,68,68,67,69,52,57,75,79,68,70,71,82,179
2118,B. Rahman,"LB, LWB",74,75,26,4500000.0,66000.0,2022.0,77,66,73,70,74,70,73,70,67,75,78,68,71,71,68,180
17115,J. Baccay,LB,57,72,20,375000.0,650.0,2021.0,77,51,56,48,53,55,54,45,51,78,76,42,48,55,65,180
941,D. Foulquier,"RB, RM, LB",77,77,28,9500000.0,32000.0,2025.0,77,70,73,73,74,75,76,58,69,76,78,73,74,75,81,183
10190,S. Filip,"LB, LM, CM",65,66,27,750000.0,2000.0,2023.0,77,59,64,59,58,64,62,45,60,77,77,53,62,62,71,179
18200,A. Nyhagen,LB,54,62,22,230000.0,650.0,2021.0,77,35,53,50,47,31,53,31,29,78,76,45,53,56,52,181
674,C. Ansaldi,"LWB, LB, LM",78,78,34,5000000.0,41000.0,2022.0,77,76,77,72,78,79,75,80,76,77,77,69,79,79,76,181
10307,S. Macías,LB,65,68,25,875000.0,600.0,2026.0,77,59,64,59,63,63,63,52,60,78,77,60,61,59,76,168
3365,C. Højer,LB,72,74,26,2700000.0,750.0,2024.0,77,72,69,65,74,71,68,80,69,78,77,69,63,66,86,184
781,L. Olaza,"LB, LWB, CB",78,79,26,15000000.0,13000.0,2025.0,77,74,74,74,78,77,72,76,64,78,77,69,79,80,78,175
8518,B. Carabalí,"RM, LB, RB",67,71,23,1500000.0,500.0,2024.0,77,62,66,60,66,67,67,39,64,80,75,62,57,61,73,168
829,Reinildo,LB,78,79,27,15000000.0,34000.0,2022.0,77,65,73,76,71,72,73,67,57,74,79,74,77,79,82,180
8432,J. Orellana,LB,67,74,23,1900000.0,500.0,2021.0,77,57,60,63,69,55,56,59,52,76,77,59,66,69,78,179
1528,M. Rybus,LB,75,75,31,4100000.0,38000.0,2022.0,77,72,72,71,75,75,72,77,65,78,76,74,68,73,76,173
2906,Toni Lato,"LB, LM, CB",73,79,23,4500000.0,20000.0,2023.0,77,71,71,68,79,72,70,75,75,78,76,68,71,70,67,171
2901,J. Lewis,"LB, LWB",73,80,23,6000000.0,24000.0,2025.0,77,64,74,70,67,71,75,61,64,76,77,70,69,74,79,178
17840,Lalruatthara,"LB, RB, CB",55,58,26,150000.0,500.0,2023.0,77,40,53,51,49,39,51,33,39,74,80,52,50,51,59,180
3704,N. Cozza,"CB, LB",72,80,22,4900000.0,14000.0,2023.0,77,61,66,73,59,69,64,60,63,78,76,73,71,74,69,178
6966,F. Ronstadt,"RB, LB",68,72,23,1600000.0,5000.0,2024.0,77,58,65,62,69,59,64,73,56,73,80,61,67,65,69,179
6197,B. Bye,"RB, LB",69,72,25,1700000.0,4000.0,2021.0,77,59,64,65,64,62,64,57,57,74,79,64,65,69,81,183
10915,N. Iyobosa Edokpolor,"LWB, CB, LB",65,70,24,1000000.0,3000.0,2023.0,77,57,62,59,63,63,62,50,60,78,76,58,60,63,65,178
4565,L. Thomas,"LWB, LB",71,81,20,3900000.0,32000.0,2024.0,77,63,67,67,68,66,67,51,66,78,76,69,64,67,77,177
11776,J. Auer,"LB, LWB, LM",64,78,20,1300000.0,5000.0,2024.0,77,58,59,58,64,61,55,53,58,78,77,58,61,64,64,182
11763,L. Klassen,"LB, LM",64,71,21,1100000.0,2000.0,2024.0,77,57,64,54,65,63,60,43,55,76,77,55,62,57,79,174
7184,B. Risa,LB,68,76,23,2600000.0,2000.0,2023.0,77,60,64,62,64,62,65,62,60,75,78,62,62,64,85,188
4480,N. Bancu,LB,71,71,28,1700000.0,10000.0,2024.0,77,67,72,65,71,68,69,73,66,76,77,67,65,69,90,178
10984,T. Akimoto,"LB, LM, RM",65,71,23,1100000.0,3000.0,2022.0,77,62,65,58,62,67,64,62,57,82,73,59,56,58,81,170
11362,A. Torralvo,"LB, LM, LW",64,65,27,625000.0,500.0,2026.0,77,57,62,56,65,63,59,26,54,78,76,55,62,59,73,170
13921,N. Mickelson,"LB, RB",62,73,21,850000.0,2000.0,2025.0,77,46,60,57,54,49,60,48,38,75,79,54,57,59,74,185
5433,Y. Hamache,LB,70,80,21,3400000.0,6000.0,2023.0,77,67,71,64,72,65,72,76,62,78,77,62,68,67,70,177
13992,R. Neciu,LB,62,72,22,850000.0,2000.0,2024.0,77,51,58,58,59,60,58,43,34,80,74,59,58,62,62,173
5590,L. Trujillo,"LB, LM",69,69,30,1200000.0,500.0,2021.0,77,62,61,65,70,68,56,48,69,76,77,66,68,65,65,175
7305,M. Karbownik,"LB, RB",68,78,20,2500000.0,500.0,2024.0,77,63,68,62,68,66,69,62,58,78,76,60,61,64,70,175
5992,A. Soto,"LB, CB",69,69,27,1300000.0,8000.0,2022.0,77,62,70,63,68,66,70,81,46,76,78,63,65,67,82,177
12360,D. Abramowicz,LB,63,63,30,425000.0,1000.0,2022.0,77,58,46,58,60,60,36,56,55,77,77,60,55,60,76,186
5772,D. Mosquera,"LB, LM",69,69,29,1200000.0,2000.0,2021.0,77,59,60,64,66,63,57,27,56,73,81,64,66,64,78,182
4296,Wagner Orsinho,LB,71,71,21,2000000.0,10000.0,2024.0,77,68,64,68,73,73,61,62,71,78,76,70,67,72,67,176
12344,Forniés,"LB, CB",63,63,30,425000.0,2000.0,2023.0,77,50,55,58,57,50,48,37,52,76,78,59,59,58,73,177
14623,A. Ba Masoud,"LB, LM",61,66,25,450000.0,3000.0,2023.0,77,52,58,54,56,55,58,53,51,78,76,54,58,56,64,175
11607,Lee Sang Ki,"RB, LB",64,68,25,750000.0,2000.0,2022.0,77,60,64,54,62,63,64,41,53,80,74,50,61,61,86,179
6650,A. Bell,LB,68,69,27,1300000.0,6000.0,2023.0,77,57,64,63,64,62,65,33,55,77,77,65,62,63,76,180
14613,S. Härtel,"LB, LWB, LM",61,70,22,700000.0,1000.0,2022.0,77,54,61,54,61,58,60,46,44,82,73,54,54,58,58,177
4128,N. Pasquini,"LB, LWB",71,71,30,1600000.0,10000.0,2021.0,77,72,63,66,74,70,59,82,69,78,76,67,65,67,88,172
5641,A. Behich,"LB, LM",69,69,30,1200000.0,7000.0,2022.0,77,64,70,65,69,68,70,72,66,80,74,64,66,69,72,170
14739,M. Römling,"LB, LWB",61,71,20,675000.0,3000.0,2022.0,77,49,62,54,57,54,63,59,43,80,74,52,53,57,70,186
11488,J. Brophy,"LM, LB",64,64,26,650000.0,2000.0,2023.0,77,58,64,55,61,60,63,52,57,79,76,57,57,58,89,180
12670,A. Al Shammari,"LB, CDM, LM",63,65,25,550000.0,4000.0,2023.0,77,57,64,53,63,60,62,48,56,75,79,56,54,56,85,177
6700,Jeong Woon,"CB, LB",68,68,32,775000.0,3000.0,2022.0,77,65,65,69,68,65,64,65,58,80,74,67,69,72,74,180
12313,C. Montaño,LB,63,63,29,425000.0,2000.0,2023.0,77,58,65,57,60,60,63,62,56,78,76,57,58,60,67,180
12708,C. Oduor,"LWB, LB",63,74,22,1000000.0,7000.0,2023.0,77,56,64,57,58,62,65,40,59,79,76,55,55,62,59,176
6564,M. Potzmann,"LM, LB, RB",68,68,27,1300000.0,11000.0,2023.0,77,63,68,64,69,67,67,54,58,79,76,62,65,66,70,180
13132,M. Bartolewski,LB,63,69,23,700000.0,2000.0,2023.0,77,50,59,58,58,57,59,44,42,78,77,60,58,58,66,187
13756,F. Sucsuz,"LM, LB, RM",62,65,25,525000.0,850.0,2022.0,77,60,63,55,63,64,61,68,59,82,73,53,57,59,68,172
4960,Y. Koné,LB,70,73,25,1900000.0,25000.0,2022.0,77,63,71,67,71,67,71,65,53,76,77,65,69,68,64,174
6936,S. van Wermeskerken,"RB, LB",68,69,27,1300000.0,4000.0,2023.0,77,63,68,62,63,67,68,64,66,79,75,66,64,63,76,178
11910,M. Ștefănescu,"LB, LM, LW",64,71,22,1100000.0,3000.0,2023.0,77,58,63,56,63,63,62,48,56,76,78,54,54,58,78,173
6278,R. Radunović,LB,69,69,29,1200000.0,8000.0,2025.0,77,62,60,65,67,64,56,50,62,75,78,66,62,66,81,183
7092,Deng Hanwen,"RB, LB",68,70,26,1400000.0,9000.0,2021.0,77,61,66,63,62,65,63,58,58,82,73,62,65,63,74,180
5248,J. Collins,LB,70,70,26,1600000.0,9000.0,2022.0,77,58,73,68,67,67,73,56,49,85,70,70,67,70,59,183
4889,D. Andrade,LB,70,70,30,1400000.0,1000.0,2026.0,77,57,70,64,64,68,68,30,67,76,77,64,62,65,83,168
7407,L. Netz,"LB, LM",68,85,18,2900000.0,3000.0,2026.0,77,56,64,64,68,60,65,46,51,75,79,58,68,72,63,180
5192,M. Wagué,"RB, RWB, LB",70,79,22,3400000.0,44000.0,2023.0,77,61,71,67,66,64,73,56,61,76,78,64,70,71,69,177
14974,David Argüelles,LB,61,76,19,750000.0,900.0,2022.0,77,44,58,57,51,45,57,42,38,78,77,55,62,60,62,175
6863,J. Strauß,"RM, RB, LB",68,69,25,1400000.0,4000.0,2022.0,77,63,68,56,67,67,65,42,64,76,77,60,56,55,76,177
6964,Lucas Ahijado,"RB, LB",68,71,26,1500000.0,4000.0,2023.0,77,63,69,63,67,63,68,56,62,77,77,64,62,65,77,173
7021,Matos,"LB, LWB, LM",68,71,26,1500000.0,3000.0,2022.0,77,57,65,60,68,58,59,60,57,75,79,55,64,63,89,166
11034,M. de Wit,LB,65,73,23,1500000.0,2000.0,2023.0,77,59,64,57,63,63,68,33,58,78,76,51,61,63,70,181
13313,A. Parras,LB,63,70,23,925000.0,500.0,2026.0,77,51,56,58,55,56,53,45,46,78,77,60,63,60,74,182
6959,C. Gutiérrez,"LB, LM, LWB",68,72,24,1600000.0,3000.0,2021.0,77,63,64,63,66,65,64,59,64,73,81,63,62,64,74,181
13150,M. Kizza,"LWB, LB, LM",63,70,21,925000.0,1000.0,2021.0,77,60,58,57,64,61,59,68,54,74,79,59,53,60,70,185
10458,C. Operi,LB,65,70,24,1000000.0,5000.0,2023.0,77,58,62,59,63,61,62,56,55,73,80,58,61,60,77,183
6920,D. Gómez,"RB, LB, LM",68,68,33,625000.0,950.0,2026.0,77,57,63,62,64,64,58,37,62,78,76,64,65,63,75,173
2874,Jonas Damasto,LB,73,73,25,3100000.0,11000.0,2024.0,78,59,62,70,72,68,61,64,53,79,77,78,73,68,88,177
7228,P. Mako,"LB, LM, LW",68,69,27,1300000.0,500.0,2022.0,78,51,68,68,55,49,66,44,46,82,75,69,70,72,72,163
16042,C. Kane,LB,59,63,22,300000.0,500.0,2021.0,78,49,58,53,55,51,57,47,41,77,78,57,49,53,67,173
4331,R. Matarrita,"LB, LM, LWB",71,72,26,2000000.0,5000.0,2021.0,78,65,69,67,65,67,70,60,63,78,78,66,68,72,76,175
11140,A. White,LB,64,64,29,525000.0,3000.0,2023.0,78,58,61,61,60,60,61,49,56,79,78,60,61,62,58,175
5152,A. Reca,"LM, LB",70,71,26,1900000.0,23000.0,2022.0,78,64,69,62,69,66,73,51,60,79,78,60,62,64,67,187
2088,Toño García,"LB, LM",74,74,31,3100000.0,10000.0,2023.0,78,73,76,67,78,75,76,82,68,78,78,66,71,70,75,179
18015,K. Palacz,LB,55,73,17,300000.0,500.0,2024.0,78,42,52,49,49,44,53,42,36,82,75,48,51,55,62,180
4957,Y. Moreno,"LB, LM, LW",70,73,26,1900000.0,9000.0,2022.0,78,64,71,65,71,70,72,63,63,77,78,70,65,67,70,182
858,Carlos Neva,LB,78,83,25,19000000.0,23000.0,2025.0,78,63,74,75,80,71,74,54,52,79,78,75,76,78,80,174
7747,D. Buballa,"CB, LB",67,67,31,700000.0,2000.0,2023.0,78,60,64,66,64,63,64,55,55,72,82,66,63,68,72,187
7749,B. Smith,"LWB, LB, LM",67,68,27,1100000.0,3000.0,2021.0,78,60,65,62,63,63,63,62,60,76,79,64,61,62,71,177
5022,Akieme,LB,70,79,23,3400000.0,5000.0,2026.0,78,55,68,66,65,64,67,33,48,78,78,66,69,67,76,175
3145,B. Angulo,"LB, LWB",72,72,31,1700000.0,14000.0,2021.0,78,62,68,69,71,63,67,62,59,80,77,71,70,71,76,174
7725,L. Zuta,LB,67,67,28,925000.0,2000.0,2024.0,78,62,64,63,66,63,63,60,58,76,79,64,64,65,58,180
5919,J. Jones,"LB, LM",69,69,29,1200000.0,4000.0,2022.0,78,67,71,62,67,70,71,70,64,78,78,62,63,64,75,180
2079,J. Bryan,"LB, LWB",74,75,27,4400000.0,41000.0,2023.0,78,69,69,69,75,68,66,70,67,79,77,65,71,71,83,173
7293,C. Gasper,LB,68,72,25,1600000.0,3000.0,2022.0,78,54,63,63,58,63,62,34,58,77,79,65,65,67,76,183
9149,A. Al Obaid,LB,66,66,28,775000.0,10000.0,2021.0,78,65,66,57,71,66,65,72,60,81,75,53,62,57,78,171
4416,Y. Maruhashi,"LB, LM",71,71,30,1600000.0,6000.0,2022.0,78,68,68,66,69,68,65,67,64,73,82,69,64,66,79,178
1029,Pedraza,"LB, LM, LWB",77,82,25,14500000.0,27000.0,2025.0,78,70,75,73,75,72,76,74,68,78,78,72,74,76,83,184
9237,J. Augustinsson,"LB, CB",66,71,25,1200000.0,2000.0,2024.0,78,62,63,59,66,65,61,64,62,76,79,56,65,65,78,185
5805,M. Dal Hende,"LWB, LM, LB",69,69,30,1200000.0,7000.0,2023.0,78,61,64,64,63,64,61,62,62,73,82,63,62,66,81,181
10740,M. Briceag,"LB, LWB",65,65,29,625000.0,2000.0,2022.0,78,53,55,61,62,59,51,38,51,82,75,61,62,63,66,174
5823,Kim Min Woo,"CM, LM, LB",69,69,31,1100000.0,4000.0,2023.0,78,67,72,59,63,69,70,68,64,80,77,49,62,64,84,174
3023,A. Vallci,"RB, CB, LB",73,76,25,3700000.0,19000.0,2024.0,78,60,56,71,62,64,58,63,55,77,79,66,73,73,89,191
9605,N. Dyhr,"LB, LWB",66,73,20,1600000.0,5000.0,2024.0,78,60,65,60,64,65,63,55,60,76,80,58,60,63,74,177
5443,B. Zaynutdinov,"LM, LB",70,76,23,2500000.0,19000.0,2025.0,78,67,68,60,68,68,69,64,61,79,77,59,64,59,74,185
5448,M. Polidar,"LB, LM",70,76,21,2400000.0,500.0,2023.0,78,64,70,64,70,67,70,57,61,78,78,63,65,67,71,179
10948,Benítez,"RB, LB",65,78,21,1700000.0,2000.0,2022.0,78,52,65,60,68,52,64,42,44,77,79,60,64,63,62,169
16568,M. Al Zubaidi,"LB, LWB",58,65,23,400000.0,5000.0,2022.0,78,49,57,50,57,49,54,47,47,76,79,51,53,52,61,171
16287,B. Traorè,"LB, ST",59,65,23,325000.0,2000.0,2022.0,78,56,60,50,58,58,59,42,47,81,76,47,49,50,66,185
1425,Miranda,"LB, LWB",76,84,21,16000000.0,15000.0,2024.0,78,68,74,71,77,75,76,60,61,78,78,67,74,75,71,185
16610,L. Gordon,"LB, LM, LWB",58,68,20,425000.0,5000.0,2022.0,78,48,56,51,58,49,54,42,42,77,79,49,54,55,66,170
1443,V. Mykolenko,LB,76,83,22,14500000.0,850.0,2025.0,78,62,61,73,76,72,54,32,55,77,78,76,76,73,78,180
8252,S. Reyes,"LM, LWB, LB",67,74,23,2000000.0,13000.0,2024.0,78,63,69,62,71,65,65,68,61,79,77,63,61,63,74,174
8284,A. Pereira,"LB, LWB",67,76,21,2200000.0,2000.0,2025.0,78,57,66,60,65,59,65,60,51,79,78,57,62,63,75,181
2401,A. Espino,LB,74,74,29,3700000.0,24000.0,2023.0,78,63,69,70,70,67,72,69,56,80,76,67,74,75,87,172
2622,E. Alioski,"LB, LM",73,73,29,2700000.0,28000.0,2023.0,78,69,70,66,72,72,69,63,64,79,77,64,65,68,92,172
1707,R. Skov,"RM, LWB, LB",75,78,25,7500000.0,29000.0,2024.0,78,76,73,64,85,73,73,87,70,76,79,65,65,69,77,185
2568,A. Bamba,"RB, RWB, LB",73,73,31,2200000.0,17000.0,2023.0,78,65,65,70,68,69,60,58,66,81,75,68,74,72,77,182
13060,S. Portocarrero,"LB, LM, LW",63,68,24,675000.0,500.0,2025.0,78,56,65,58,62,62,67,44,44,80,76,59,57,60,61,170
17856,I. Powell,"LWB, LB",55,65,19,250000.0,500.0,2022.0,78,45,50,47,49,46,45,31,45,78,78,46,47,49,70,173
7219,I. Erquiaga,LB,68,77,23,2600000.0,5000.0,2021.0,78,60,68,64,67,66,68,38,66,77,78,64,63,66,70,176
4932,E. Velasco,LB,70,70,29,1400000.0,2000.0,2023.0,78,58,65,64,65,63,65,45,53,77,78,60,67,65,90,179
1368,Silas Almeim,"LB, LM",76,76,29,6500000.0,14000.0,2024.0,78,70,68,73,77,75,66,61,72,71,84,73,77,73,72,177
7899,Ding Haifeng,"LB, LWB, LM",67,67,29,900000.0,5000.0,2022.0,78,64,68,61,65,65,68,65,55,82,75,61,59,62,70,182
2313,J. Lotomba,"RB, LB",74,79,22,6000000.0,21000.0,2025.0,78,65,71,71,69,74,71,58,60,79,78,72,73,73,74,177
9552,A. Gutman,"LB, LWB",66,72,24,1300000.0,2000.0,2021.0,78,56,58,63,58,63,61,53,57,79,77,59,67,69,70,183
17253,L. Florică,LB,57,70,18,375000.0,500.0,2023.0,78,45,49,52,50,50,45,36,45,75,80,50,56,58,69,181
4918,J. Gyamerah,"RB, CB, LB",70,72,26,1800000.0,8000.0,2022.0,78,60,69,67,62,68,67,61,59,79,77,68,66,70,68,184
5564,M. Gaus,"LB, LM, CDM",69,69,31,1000000.0,9000.0,2022.0,78,66,65,60,69,69,62,56,61,79,78,57,64,62,88,183
6202,J. Mora,"LB, LWB, LM",69,69,28,1300000.0,4000.0,2021.0,78,57,66,66,64,60,65,50,49,77,78,71,68,69,75,171
3802,M. Bard,LB,72,82,20,4900000.0,14000.0,2026.0,78,63,73,67,72,68,73,65,55,74,82,66,69,72,71,173
10665,A. Schott,"RB, LB",65,77,21,1700000.0,3000.0,2022.0,78,52,62,60,58,58,62,34,52,81,76,60,59,60,70,175
12116,L. Esquivel,"LWB, LB",64,73,19,1200000.0,2000.0,2022.0,78,52,59,58,60,60,58,43,47,77,78,54,63,62,77,175
7565,C. Klem,LB,67,67,30,875000.0,3000.0,2023.0,78,62,65,61,65,62,60,63,60,80,76,64,61,63,83,172
15062,F. Al Azmi,LB,61,62,26,350000.0,3000.0,2024.0,78,52,58,56,53,54,57,43,51,80,77,57,56,55,67,175
11799,Y. Koike,LB,64,69,24,825000.0,2000.0,2022.0,78,65,69,59,68,65,69,69,63,81,76,61,65,63,33,170
6311,P. Cornud,"LB, LM",69,75,24,2100000.0,4000.0,2023.0,78,65,64,62,68,67,63,65,64,78,78,58,64,65,83,177
7629,Fran García,LB,67,67,28,925000.0,3000.0,2022.0,78,56,64,61,64,59,60,59,51,77,79,63,63,57,81,170
3622,J. Horn,"LB, LWB, CB",72,76,24,3100000.0,15000.0,2022.0,78,59,67,68,71,69,67,53,48,77,78,64,69,73,67,186
316,Nacho Fernández,"CB, RB, LB",81,81,31,17500000.0,140000.0,2023.0,78,66,69,81,70,78,64,55,61,71,84,80,81,83,81,180
3418,P. Mwene,"RB, LB",72,72,27,2300000.0,12000.0,2024.0,78,61,71,66,72,68,69,53,53,83,73,68,71,69,75,172
6165,G. Risso Patrón,"LB, LM",69,74,25,1900000.0,6000.0,2022.0,78,56,64,65,64,62,61,35,58,80,76,70,68,65,73,173
11738,L. Vallier,"LB, LM",64,74,22,1300000.0,1000.0,2023.0,78,57,64,59,63,61,65,52,52,79,77,57,58,65,70,178
6340,F. Paredes,"RB, CB, LB",69,76,22,2700000.0,6000.0,2023.0,78,62,69,66,58,68,67,44,68,78,78,64,66,65,71,175
4124,D. Banguero,LB,71,71,31,1400000.0,2000.0,2023.0,78,62,63,66,66,66,63,40,62,79,77,65,68,66,86,185
9117,Q. Lecoeuche,"LB, LM",66,67,27,900000.0,2000.0,2023.0,78,59,64,61,63,62,61,42,56,79,77,60,62,63,76,172
5940,J. Rassoul,"CB, LB, RB",69,74,25,1800000.0,8000.0,2024.0,78,57,66,66,51,64,68,51,67,73,82,65,70,67,72,187
3562,Heitor Gesse,LB,72,72,25,2400000.0,21000.0,2024.0,78,66,64,69,72,71,61,67,58,74,81,78,69,62,73,178
7452,S. El Karouani,LB,68,77,20,2500000.0,3000.0,2023.0,78,60,65,62,66,64,64,53,56,77,78,61,63,64,75,178
9113,I. Chatzitheodoridis,"LB, LWB, LM",66,72,23,1300000.0,500.0,2023.0,78,60,63,61,67,61,62,62,62,79,78,64,62,61,70,171
11824,L. Davis,"LB, CB",64,77,21,1400000.0,10000.0,2022.0,78,52,59,59,58,64,58,32,54,79,78,58,59,62,64,180
16655,M. Soosairaj,"LB, LM",58,61,26,250000.0,600.0,2024.0,79,55,58,48,58,55,54,64,51,76,81,49,48,47,72,174
2794,M. Wittek,"LWB, LB",73,76,25,3700000.0,13000.0,2024.0,79,66,72,65,78,67,72,80,59,79,79,64,72,66,84,173
13890,M. Grabowski,"LWB, LB",62,70,21,850000.0,1000.0,2023.0,79,51,60,58,59,55,60,47,42,76,81,55,59,64,58,177
9457,J. Lindsey,"RB, LB",66,78,21,2000000.0,2000.0,2021.0,79,57,62,61,62,60,60,46,57,76,81,60,62,64,70,178
9352,J. Familia-Castillo,LB,66,76,21,1800000.0,5000.0,2022.0,79,62,67,57,71,66,69,63,56,78,80,54,58,61,75,175
13844,J. Scally,"RB, LB",62,81,18,975000.0,1000.0,2023.0,79,56,63,54,60,58,65,58,55,79,79,55,54,57,73,184
16143,N. Kumar,"RB, LB",59,65,23,325000.0,500.0,2024.0,79,44,53,52,51,47,49,47,35,78,80,48,54,55,73,169
11335,R. Mendieta,"LM, RM, LB",64,64,33,375000.0,500.0,2021.0,79,62,58,53,59,69,56,38,63,78,79,56,48,49,70,184
8400,R. Hirose,"RB, LB",67,70,25,1200000.0,3000.0,2022.0,79,59,63,62,62,65,62,37,64,77,81,64,62,65,77,176
12858,D. Thompson,"LB, LWB",63,76,20,1100000.0,6000.0,2022.0,79,52,57,58,56,55,53,40,52,78,79,53,60,63,69,183
14760,D. Wilmering,"LWB, LB",61,71,20,675000.0,1000.0,2023.0,79,51,57,54,55,57,55,45,53,79,79,53,56,59,77,178
17256,N. Abbey,"CB, LB",57,76,17,375000.0,500.0,2022.0,79,45,52,55,43,52,49,36,54,78,79,53,59,58,51,187
3576,Flávio Rebeilo,LB,72,72,29,2100000.0,18000.0,2024.0,79,61,71,68,70,66,71,43,57,74,83,68,69,72,80,175
1717,Wendell,"LB, CB",75,75,27,5500000.0,12000.0,2025.0,79,70,78,70,70,73,80,66,65,81,77,67,78,72,74,176
12108,C. Lannert,"RB, LB",64,70,23,875000.0,550.0,2022.0,79,50,58,58,58,60,55,29,52,78,79,61,58,62,80,180
380,Cucurella,"LM, LB",81,87,22,41500000.0,63000.0,2026.0,79,78,80,73,81,81,80,78,79,78,80,71,77,78,88,172
5320,C. Okoroji,LB,70,76,24,2400000.0,4000.0,2024.0,79,62,69,64,72,68,67,64,60,79,79,65,66,67,69,178
1690,E. Sobol,"LB, LM",75,77,26,6500000.0,21000.0,2024.0,79,68,70,71,67,69,70,72,65,78,80,68,70,72,86,186
370,Welington Dano,"LB, LM",81,81,21,27500000.0,31000.0,2024.0,79,76,79,75,82,78,77,83,71,78,80,70,81,77,89,178
4832,J. Brenet,"LB, RB, RWB",70,70,27,1500000.0,16000.0,2022.0,79,61,69,67,67,68,71,30,61,82,77,65,69,70,64,181
