,Name ,player_positions,overall,potential,age,value_eur,wage_eur,club_contract_valid_until,pace,passing,dribbling,defending,attacking_crossing,attacking_short_passing,skill_dribbling,skill_curve,skill_long_passing,movement_acceleration,movement_sprint_speed,defending_marking_awareness,defending_sliding_tackle,defending_standing_tackle,power_stamina,height_cm
2132,Gilberto,"RB, RM",74,74,28,3800000.0,12000.0,2025.0,78,68,70,71,73,71,69,42,64,80,76,68,72,74,77,181
5073,Heltinho Melo,"CAM, RB",70,70,25,1800000.0,9000.0,2024.0,78,71,74,48,76,68,75,73,64,80,77,30,49,58,67,174
8484,João Ferreira,RB,67,78,20,2100000.0,3000.0,2022.0,78,53,63,59,61,63,62,53,41,77,78,50,67,69,65,184
811,Everticinho,"RB, RM, CM",78,78,21,15000000.0,13000.0,2024.0,78,71,76,74,76,76,76,76,59,84,73,78,77,75,88,176
6974,Kaio Aldair,"RB, RM",68,68,29,1100000.0,6000.0,2024.0,78,62,66,63,68,67,62,60,57,74,81,63,58,64,63,175
10169,B. Sørmo,"RB, RM",65,71,24,1100000.0,3000.0,2026.0,78,56,62,60,56,62,64,45,56,74,81,56,63,64,74,187
18363,D. Coogan,"RB, CM",54,68,19,240000.0,1000.0,2022.0,78,48,53,47,49,51,51,44,42,80,77,48,47,49,58,175
1982,M. Layún,"RB, CM, RM",74,74,33,2200000.0,34000.0,2024.0,78,69,75,69,64,70,76,68,69,77,78,70,69,70,84,183
18198,M. Dilmurat,"RB, RM",54,62,23,230000.0,2000.0,2021.0,78,51,55,43,58,53,50,48,44,76,80,40,45,46,66,169
8468,Q. Timber,"CM, RB",67,79,20,2400000.0,4000.0,2024.0,78,64,73,58,56,72,72,58,68,76,79,56,58,60,74,179
10762,F. Achim,"RB, RM",65,65,29,625000.0,2000.0,2023.0,78,61,63,58,65,63,61,54,58,76,79,57,58,60,72,178
7785,Igor Julião,RB,67,68,26,1100000.0,2000.0,2023.0,78,59,70,61,65,61,69,61,56,81,75,63,63,66,72,175
1964,Mingueza,"CB, RB",75,83,22,12000000.0,76000.0,2023.0,78,66,60,75,68,76,48,42,69,74,82,74,72,76,80,184
10738,R. Grădinaru,"RM, LM, RB",65,66,25,850000.0,3000.0,2025.0,78,61,64,54,63,63,63,63,57,75,80,52,52,57,71,180
961,V. Lazaro,"RM, RB",77,80,25,14000000.0,76000.0,2022.0,78,75,78,69,78,76,80,77,72,82,74,72,69,70,68,180
6674,K. Altınay,"RB, CDM, CB",68,68,29,1100000.0,7000.0,2023.0,78,60,67,63,63,62,65,60,57,77,78,65,62,64,72,186
3023,A. Vallci,"RB, CB, LB",73,76,25,3700000.0,19000.0,2024.0,78,60,56,71,62,64,58,63,55,77,79,66,73,73,89,191
11529,Kim Byeom Yong,"RM, CDM, RB",64,64,30,575000.0,1000.0,2022.0,78,61,64,45,71,61,66,72,52,79,78,45,41,42,71,181
10948,Benítez,"RB, LB",65,78,21,1700000.0,2000.0,2022.0,78,52,65,60,68,52,64,42,44,77,79,60,64,63,62,169
16624,T. Johnson,RB,58,70,20,475000.0,1000.0,2022.0,78,43,53,51,53,49,50,28,34,81,76,51,52,54,66,180
7074,P. Neumann,"RB, CB",68,73,23,1700000.0,8000.0,2022.0,78,54,61,66,55,62,62,45,56,72,83,65,66,68,73,192
13747,S. Al Khayri,RB,62,64,26,450000.0,5000.0,2023.0,78,46,55,55,55,51,54,26,41,77,78,53,59,56,79,173
9387,D. McNamara,"RWB, RB",66,73,22,1600000.0,4000.0,2024.0,78,55,62,61,60,59,59,49,50,79,78,61,62,64,70,174
6849,L. Zander,RB,68,71,25,1500000.0,7000.0,2023.0,78,58,61,64,69,65,57,41,55,80,77,64,65,69,68,186
11015,K. Schur,"LM, RB, LW",65,65,30,700000.0,2000.0,2023.0,78,59,63,48,62,60,61,48,54,79,77,42,48,51,77,179
17557,T. Rushesha,"RB, RWB",56,74,18,350000.0,1000.0,2023.0,78,42,52,51,53,43,51,42,38,77,79,49,51,56,62,163
1711,S. Widmer,RB,75,75,28,5000000.0,22000.0,2024.0,78,69,73,71,73,71,73,65,71,77,79,72,69,72,88,183
7986,R. Civelek,"RB, RM",67,70,25,1200000.0,5000.0,2023.0,78,63,70,61,63,66,70,69,59,81,76,69,62,63,65,171
13049,C. Drameh,"RB, RWB",63,80,19,1200000.0,7000.0,2024.0,78,52,62,56,62,56,63,34,52,79,78,53,57,62,65,184
2568,A. Bamba,"RB, RWB, LB",73,73,31,2200000.0,17000.0,2023.0,78,65,65,70,68,69,60,58,66,81,75,68,74,72,77,182
1414,D. Muñoz,"RB, CB, CDM",76,80,25,9500000.0,15000.0,2024.0,78,67,71,75,66,76,70,35,71,74,82,73,74,78,81,180
17875,D. Grosu,"RB, CM",55,69,19,275000.0,850.0,2023.0,78,48,53,48,47,57,49,27,48,80,77,43,50,51,54,173
11471,E. Wichne,"RWB, RB",64,71,24,1100000.0,1000.0,2023.0,78,60,60,58,60,63,55,53,65,80,76,63,56,58,73,174
11252,J. Donacien,"RB, CB",64,65,27,625000.0,3000.0,2022.0,78,49,55,62,55,56,52,24,44,77,78,61,62,63,67,183
8023,J. Emmanuel,RB,67,73,23,1500000.0,4000.0,2022.0,78,60,66,62,65,62,66,53,61,76,80,60,63,64,75,180
11108,Iriome,"RM, RW, RB",64,64,34,275000.0,2000.0,2022.0,78,54,65,47,57,56,64,41,50,74,81,64,36,35,82,185
1232,K. Lala,"RB, RWB",76,76,29,6500000.0,1000.0,2023.0,78,74,72,72,78,74,73,75,74,78,78,74,72,72,82,178
8101,Jang Ho Ik,"CB, RB",67,68,27,1000000.0,2000.0,2023.0,78,56,64,67,56,63,58,38,58,79,78,73,64,67,82,173
10853,O. Añez,RB,65,65,30,625000.0,500.0,2021.0,78,56,65,59,53,64,61,57,41,78,78,60,57,58,76,172
9592,Larrazabal,"RM, RB, RWB",66,74,23,1900000.0,3000.0,2022.0,78,61,66,48,70,63,64,68,55,80,77,44,47,53,77,180
2313,J. Lotomba,"RB, LB",74,79,22,6000000.0,21000.0,2025.0,78,65,71,71,69,74,71,58,60,79,78,72,73,73,74,177
11277,P. Ofosu-Ayeh,"RB, RWB",64,64,29,525000.0,1000.0,2021.0,78,55,65,61,53,62,65,59,51,76,79,64,63,62,62,181
2758,Iza Carcelén,"RB, RM",73,73,28,2800000.0,22000.0,2023.0,78,67,71,68,76,69,74,71,59,79,78,72,68,69,91,174
12935,R. Romeo,RB,63,63,31,350000.0,2000.0,2022.0,78,59,61,56,61,60,61,57,56,77,78,56,58,57,72,175
9330,J. Nerwinski,RB,66,66,26,850000.0,2000.0,2022.0,78,56,58,64,59,59,60,56,57,76,80,65,62,64,75,183
4918,J. Gyamerah,"RB, CB, LB",70,72,26,1800000.0,8000.0,2022.0,78,60,69,67,62,68,67,61,59,79,77,68,66,70,68,184
1307,Y. Sabaly,"RB, RM",76,76,28,7000000.0,22000.0,2026.0,78,63,71,73,74,73,71,59,60,77,78,75,73,75,77,173
11427,B. Barry,"RB, RM, CAM",64,69,25,800000.0,1000.0,2022.0,78,60,69,56,61,64,69,60,54,76,79,57,56,59,71,182
9350,Lee You Hyeon,"RB, RM",66,72,24,1300000.0,3000.0,2022.0,78,59,65,60,61,60,66,53,58,72,82,59,61,64,83,179
7187,N. Atkinson,"RB, RW",68,76,22,2600000.0,4000.0,2022.0,78,61,69,61,60,64,67,65,60,78,78,64,60,66,91,181
3971,J. Sánchez,RB,71,71,31,1400000.0,25000.0,2022.0,78,62,72,67,71,69,71,60,65,77,79,68,73,69,68,168
8541,N. Morgantini,RB,67,68,26,1100000.0,6000.0,2022.0,78,59,66,60,63,63,66,47,57,76,79,56,64,64,76,175
10257,N. Kreuzer,"RB, RM, LM",65,65,28,650000.0,1000.0,2023.0,78,62,66,59,63,63,65,70,52,80,77,61,61,62,76,178
7422,B. Soppy,"RB, CB",68,81,19,2700000.0,3000.0,2026.0,78,60,65,63,65,66,65,58,59,76,79,56,67,68,69,181
10665,A. Schott,"RB, LB",65,77,21,1700000.0,3000.0,2022.0,78,52,62,60,58,58,62,34,52,81,76,60,59,60,70,175
12377,R. Hall-Johnson,"RWB, RB",63,65,26,550000.0,500.0,2023.0,78,53,61,59,58,56,58,43,54,78,78,58,58,60,72,173
15377,K. Kouassivi-Benissan,"RB, RW",60,70,22,525000.0,500.0,2022.0,78,55,62,53,58,57,64,51,54,77,79,54,53,55,65,185
3744,Y. Sugawara,RB,72,80,21,5000000.0,6000.0,2025.0,78,65,70,64,70,69,68,58,63,79,77,60,66,68,86,179
14823,D. Fage,"RWB, RB",61,67,22,500000.0,2000.0,2022.0,78,55,60,54,54,57,59,50,55,75,80,54,54,55,74,178
8886,Rim Chang Woo,"RB, CB",66,66,29,750000.0,3000.0,2022.0,78,52,59,61,57,62,59,23,50,79,77,60,59,65,84,183
6292,O. Ceylan,"RWB, RB",69,69,30,1200000.0,7000.0,2023.0,78,63,66,63,64,71,67,64,67,79,77,57,68,70,68,174
4065,P. Ankersen,RB,71,71,30,1600000.0,12000.0,2024.0,78,65,69,65,66,66,67,65,64,80,77,68,65,67,85,179
607,T. Castagne,"RB, RM",79,82,25,21500000.0,84000.0,2025.0,78,71,76,75,79,75,77,58,70,77,78,77,72,75,84,180
3621,Álvaro Tejero,RB,72,77,24,3300000.0,7000.0,2024.0,78,66,71,65,71,66,69,66,64,76,80,64,68,66,90,172
316,Nacho Fernández,"CB, RB, LB",81,81,31,17500000.0,140000.0,2023.0,78,66,69,81,70,78,64,55,61,71,84,80,81,83,81,180
3638,M. Yamane,RB,72,72,27,2300000.0,9000.0,2022.0,78,64,65,68,64,72,67,48,64,72,83,67,69,71,82,178
466,S. Lainer,RB,80,80,28,19000000.0,34000.0,2024.0,78,70,75,74,78,76,76,65,70,79,78,75,74,77,92,175
3651,Ricky Guerreda,RB,72,72,29,2100000.0,17000.0,2024.0,78,63,67,69,65,68,61,60,61,79,77,73,72,71,72,170
3418,P. Mwene,"RB, LB",72,72,27,2300000.0,12000.0,2024.0,78,61,71,66,72,68,69,53,53,83,73,68,71,69,75,172
14695,M. Hauptmann,"RM, RB",61,71,21,725000.0,500.0,2022.0,78,55,64,41,49,61,60,55,55,79,77,38,42,48,55,177
6065,A. Androutsos,"RB, RWB, CM",69,76,24,2700000.0,550.0,2023.0,78,69,69,63,69,71,70,70,68,79,78,66,67,66,72,182
6340,F. Paredes,"RB, CB, LB",69,76,22,2700000.0,6000.0,2023.0,78,62,69,66,58,68,67,44,68,78,78,64,66,65,71,175
15262,P. Das,"RM, RB",60,60,27,250000.0,650.0,2023.0,78,54,60,52,59,56,57,50,45,75,80,48,55,54,75,172
7713,J. Bartkowski,RB,67,67,29,900000.0,3000.0,2023.0,78,58,60,61,63,62,55,29,58,76,79,60,62,62,80,181
12405,R. McLaughlin,"RB, RWB",63,66,26,575000.0,2000.0,2022.0,78,57,62,58,61,57,61,58,55,81,76,58,59,59,70,174
15108,A. Ranacher,"RM, RB",61,67,22,525000.0,2000.0,2025.0,78,56,58,53,62,63,55,58,57,75,80,55,60,53,85,175
10373,K. Shimizu,"LM, RB",65,65,32,575000.0,3000.0,2022.0,78,61,65,47,64,64,64,60,53,75,81,50,52,49,76,169
5940,J. Rassoul,"CB, LB, RB",69,74,25,1800000.0,8000.0,2024.0,78,57,66,66,51,64,68,51,67,73,82,65,70,67,72,187
15089,H. Bah-Traoré,"RB, RM",61,65,24,425000.0,750.0,2025.0,78,44,57,58,44,51,52,43,43,76,80,60,61,59,67,175
3507,A. Oğuz,"RB, RWB",72,72,28,2100000.0,13000.0,2022.0,78,68,71,67,64,69,71,71,69,75,80,64,69,71,74,176
12035,Tiago Almeida,"RB, RM",64,79,19,1300000.0,950.0,2023.0,78,46,67,59,55,53,70,41,34,79,78,51,63,67,67,177
11823,E. Holm,RB,64,72,21,1300000.0,3000.0,2022.0,78,54,59,58,57,63,59,50,51,75,80,58,55,60,75,191
7192,Igor Silva,"RB, RWB",68,73,24,1700000.0,6000.0,2026.0,79,61,71,63,67,61,72,64,62,80,78,66,62,64,76,173
9457,J. Lindsey,"RB, LB",66,78,21,2000000.0,2000.0,2021.0,79,57,62,61,62,60,60,46,57,76,81,60,62,64,70,178
14125,H. Rorig,RB,62,70,21,850000.0,650.0,2023.0,79,55,61,55,64,58,61,50,44,78,79,50,60,62,56,182
3409,D. Fisher,RB,72,73,27,2500000.0,19000.0,2023.0,79,52,65,69,63,57,65,31,50,78,79,68,72,73,80,175
5597,Ivo Pinto,RB,69,69,31,1000000.0,500.0,2022.0,79,63,67,65,66,66,67,59,61,81,78,65,67,68,71,182
13844,J. Scally,"RB, LB",62,81,18,975000.0,1000.0,2023.0,79,56,63,54,60,58,65,58,55,79,79,55,54,57,73,184
16143,N. Kumar,"RB, LB",59,65,23,325000.0,500.0,2024.0,79,44,53,52,51,47,49,47,35,78,80,48,54,55,73,169
8400,R. Hirose,"RB, LB",67,70,25,1200000.0,3000.0,2022.0,79,59,63,62,62,65,62,37,64,77,81,64,62,65,77,176
12851,R. Taillan,RB,63,63,29,425000.0,1000.0,2022.0,79,51,57,59,64,54,57,30,50,83,75,62,59,59,69,184
6519,E. Orrantia,"RB, RM",68,68,30,1000000.0,8000.0,2021.0,79,61,67,60,67,64,65,56,59,78,79,61,61,62,79,176
6284,J. Mellot,RB,69,70,27,1500000.0,5000.0,2023.0,79,56,65,64,62,64,64,53,58,78,79,64,63,64,91,178
3872,J. Martínez,RB,71,71,34,700000.0,32000.0,2022.0,79,69,71,64,69,72,73,71,67,77,80,65,68,68,84,177
12108,C. Lannert,"RB, LB",64,70,23,875000.0,550.0,2022.0,79,50,58,58,58,60,55,29,52,78,79,61,58,62,80,180
2664,Edgar Ié,"CB, RB",73,74,27,3100000.0,19000.0,2022.0,79,60,67,74,65,68,66,49,62,78,79,70,74,77,77,182
17627,L. Hoole,RB,56,66,19,300000.0,1000.0,2022.0,79,44,49,49,50,48,46,25,45,81,78,48,52,55,67,180
5333,A. Herrera,"RB, RWB",70,78,22,3400000.0,7000.0,2023.0,79,57,69,65,65,65,71,42,50,77,80,61,67,69,74,180
4832,J. Brenet,"LB, RB, RWB",70,70,27,1500000.0,16000.0,2022.0,79,61,69,67,67,68,71,30,61,82,77,65,69,70,64,181
13982,N. Huggins,"LB, RB, CM",62,75,20,925000.0,2000.0,2025.0,79,55,62,53,59,61,59,39,51,78,79,55,50,56,72,174
1564,A. Nyom,"RM, LB, RB",75,75,33,3500000.0,25000.0,2022.0,79,73,69,74,78,75,74,71,73,77,81,72,74,76,79,189
13000,T. Monyane,"RB, RWB, RM",63,74,21,1000000.0,500.0,2022.0,79,58,62,57,58,59,62,59,57,81,78,57,56,58,65,175
6396,Carles Soria,RB,69,75,24,2100000.0,3000.0,2022.0,79,52,61,65,64,58,55,55,50,79,79,64,65,70,72,170
8968,A. Coly,"CB, RB",66,67,28,800000.0,1000.0,2023.0,79,50,62,62,54,52,62,52,46,75,82,62,61,62,82,186
4854,M. Romeo,"RWB, RB",70,73,25,1900000.0,8000.0,2022.0,79,61,67,67,64,63,67,55,61,77,80,68,67,69,80,178
1396,Diogo Dalot,"RB, LB",76,82,22,11500000.0,68000.0,2023.0,79,70,77,72,78,74,78,74,62,78,80,70,70,74,74,184
5503,B. Kopplin,"LB, RB",69,69,32,975000.0,7000.0,2024.0,79,60,66,63,64,62,66,62,57,77,80,64,63,63,82,184
3796,E. Dasa,"RWB, RB",72,72,28,2100000.0,12000.0,2022.0,79,65,69,66,68,68,69,67,62,78,79,64,65,70,86,170
431,Š. Vrsaljko,"RB, RM",80,80,29,18500000.0,56000.0,2022.0,79,73,74,78,81,76,74,70,70,77,81,78,77,80,85,181
7918,B. Vătăjelu,"LB, RB",67,67,28,925000.0,5000.0,2023.0,79,65,71,62,67,64,68,68,67,77,81,64,63,62,66,171
4686,E. Salomonsson,RB,70,70,32,1100000.0,3000.0,2022.0,79,65,66,63,68,61,66,70,69,72,85,66,62,63,93,182
7620,Wang Gang,"RB, RM",67,67,32,700000.0,7000.0,2022.0,79,57,63,63,57,58,66,61,57,78,80,66,58,63,84,188
1039,Enzo Chissano,"LB, RB, CB",77,77,29,9500000.0,36000.0,2024.0,79,71,70,74,76,73,69,76,68,76,82,76,72,74,75,165
7771,M. Konczkowski,RB,67,67,27,975000.0,3000.0,2022.0,79,65,66,60,67,66,65,71,62,73,83,59,60,63,79,181
4244,P. Stojanović,"RB, RM",71,75,25,2400000.0,550.0,2022.0,79,68,70,63,75,68,72,63,73,82,77,57,71,68,78,178
5758,Cifu,"RB, RWB, RM",69,69,30,1200000.0,4000.0,2022.0,79,58,67,64,65,62,65,59,55,78,80,68,65,60,79,174
6021,R. Ogawa,"LB, RB",69,74,24,2000000.0,5000.0,2022.0,79,62,64,62,69,66,62,61,64,82,77,59,62,63,86,183
8134,F. Ananou,"RB, CB, RM",67,73,23,1500000.0,5000.0,2022.0,79,47,59,65,59,57,56,27,40,79,79,66,62,66,73,183
15937,M. Benita,"RW, RB",60,76,17,625000.0,500.0,2023.0,79,53,64,56,60,55,68,50,49,83,76,55,52,65,54,178
2969,O. Karavaev,"RM, RB",73,73,29,3000000.0,900.0,2023.0,79,70,71,58,76,70,68,72,68,78,79,59,63,59,82,175
715,J. Svensson,RB,78,78,28,12500000.0,21000.0,2024.0,79,72,75,73,76,75,73,73,67,76,82,73,73,75,92,170
7784,M. Desler,"RB, RWB",67,70,26,1200000.0,3000.0,2026.0,79,58,66,61,52,65,66,55,60,80,78,59,62,63,83,184
1045,Victildinho,"RB, RM",77,77,25,10500000.0,33000.0,2024.0,79,71,73,75,72,73,71,61,71,76,81,80,73,74,78,178
3034,Tomás Tavares,RB,73,82,20,6500000.0,7000.0,2022.0,79,61,74,70,70,66,75,67,52,78,79,69,69,74,72,187
15775,Wesley,"RB, RM",60,74,21,575000.0,3000.0,2022.0,79,55,63,53,53,61,64,65,58,82,77,51,56,54,54,170
9676,K. Chodyna,RB,66,76,22,1800000.0,2000.0,2023.0,79,55,61,59,59,57,57,50,56,84,74,55,61,61,83,176
9697,F. Doucouré,RB,66,77,20,1800000.0,5000.0,2023.0,79,56,65,61,59,61,61,54,52,78,79,57,66,64,65,172
5904,M. Thychosen,"RB, CB",69,73,24,1900000.0,5000.0,2023.0,79,61,68,64,62,67,65,60,58,80,79,65,63,65,82,178
4159,J. Murillo,"CB, RB",71,74,27,2100000.0,5000.0,2022.0,79,53,61,70,52,59,59,59,56,81,77,70,68,70,81,183
9145,T. Deng,"CB, RB",66,70,24,1100000.0,3000.0,2022.0,79,50,55,66,42,63,48,26,60,77,80,66,60,67,68,182
10701,N. Fadiga,RB,65,76,21,1500000.0,2000.0,2023.0,79,57,66,59,63,60,66,44,54,76,82,59,59,61,66,187
11891,M. Gottschling,"RB, LB",64,65,27,625000.0,1000.0,2022.0,79,57,63,56,61,60,65,62,57,85,74,56,57,57,84,183
14556,D. Jakubik,RB,61,61,31,240000.0,850.0,2022.0,79,51,47,59,55,55,42,35,56,80,78,58,61,62,61,183
15741,D. Chirino,RB,60,77,19,600000.0,850.0,2022.0,79,52,61,57,47,62,59,26,59,79,79,57,55,58,43,185
44,T. Alexander-Arnold,RB,87,92,22,114000000.0,150000.0,2025.0,79,88,80,80,92,86,78,87,90,77,80,80,79,83,88,180
11878,R. Carstensen,RB,64,76,20,1300000.0,2000.0,2024.0,79,58,64,55,62,60,62,60,58,77,80,52,56,59,76,183
3048,R. Rojas,"CB, RB",73,77,25,3800000.0,12000.0,2023.0,79,60,63,73,62,66,59,33,60,78,80,74,71,73,75,176
2900,K. Amian,"CB, RB",73,77,23,3900000.0,12000.0,2026.0,79,63,68,73,66,71,65,69,60,77,80,73,73,73,84,180
2275,Benjamin Meseira,RB,74,74,25,4200000.0,12000.0,2024.0,79,61,69,69,74,65,67,61,54,77,81,73,69,70,85,180
610,R. Aguilar,RB,79,79,28,16000000.0,53000.0,2024.0,79,72,76,74,78,77,76,62,71,81,78,74,77,77,92,172
3767,Óscar Gil,"RB, RWB",72,81,23,5000000.0,11000.0,2024.0,79,63,68,66,68,67,66,66,65,81,78,67,67,67,83,173
613,Z. Çelik,RB,79,82,24,22000000.0,32000.0,2023.0,79,71,72,75,75,76,71,72,68,77,80,75,75,77,87,180
12738,J. Brandon,"RB, LB, RWB",63,72,23,1000000.0,1000.0,2022.0,79,58,64,57,62,63,64,50,59,78,80,50,60,62,59,176
14282,T. Livramento,"RB, RWB",62,80,18,975000.0,2000.0,2026.0,79,56,58,56,62,58,58,51,53,81,78,53,57,58,66,173
18062,C. Gedsted,"RB, RWB",55,69,19,275000.0,1000.0,2026.0,79,41,55,47,50,43,54,28,34,82,76,45,50,52,60,174
7807,S. O'Donnell,"RB, RWB",67,67,29,900000.0,3000.0,2023.0,79,58,62,61,63,61,61,56,60,77,80,61,61,62,91,183
6033,S. Kurumaya,"LB, CB, RB",69,69,29,1200000.0,6000.0,2022.0,79,64,62,63,66,68,60,67,67,80,79,64,63,62,82,178
4925,V. García,RB,70,71,27,1700000.0,6000.0,2022.0,79,59,70,64,69,61,68,59,60,78,79,63,67,66,77,178
3757,J. González,"RB, CB",72,72,29,2100000.0,10000.0,2021.0,79,58,57,70,61,65,53,49,55,78,79,69,70,69,81,177
5196,Juanjo Nieto,RB,70,73,26,1900000.0,6000.0,2023.0,79,64,68,63,63,66,67,59,65,81,78,60,66,63,81,175
7218,F. Karačić,RB,68,73,25,2850451.813201148,9017.989362811555,2031.0,79,62,65,60,67,66,65,48,64,78,79,51,63,63,83,185
14729,N. Sommer,"RB, RM",61,67,23,475000.0,700.0,2022.0,79,56,62,54,59,62,61,50,55,74,83,54,55,55,64,179
7106,A. Sampsted,RB,68,76,23,2600000.0,2000.0,2022.0,80,56,63,62,62,60,62,54,49,82,78,62,62,65,84,180
11163,T. Çamdal,"RB, LB",64,64,30,500000.0,4000.0,2022.0,80,59,67,60,54,61,70,59,61,81,79,61,60,59,70,176
9695,A. Dedić,"RB, LB",66,83,18,2100000.0,2000.0,2022.0,80,64,67,59,66,66,67,58,61,82,78,58,60,63,74,180
13826,A. Majrashi,RB,62,76,21,950000.0,4000.0,2024.0,80,48,62,54,60,52,60,27,50,77,83,50,51,53,69,173
9692,Fabiano Souza,"RB, RM",66,79,21,2000000.0,3000.0,2024.0,80,46,60,61,55,56,56,44,41,82,79,58,60,65,69,170
8210,F. Beijmo,RB,67,74,23,1900000.0,2000.0,2023.0,80,53,60,62,62,59,58,58,55,73,85,61,61,64,85,186
1777,C. Roberts,"RWB, RB",75,78,25,7000000.0,28000.0,2025.0,80,65,67,68,73,71,67,45,58,79,80,68,68,72,91,175
1927,B. Williams,"RB, LB",75,80,20,8000000.0,54000.0,2022.0,80,65,73,70,69,71,73,61,61,77,82,68,75,73,73,182
270,D. Dumfries,RB,82,84,25,35000000.0,100000.0,2025.0,80,66,72,78,73,74,71,50,65,76,84,75,77,79,94,188
17269,S. Hawsawi,"RB, LB",57,64,23,300000.0,4000.0,2023.0,80,41,54,49,49,44,55,41,33,78,82,48,51,52,75,169
5292,Fran Gámez,"RB, LB",70,70,29,1400000.0,6000.0,2023.0,80,59,66,65,64,65,67,62,57,79,81,64,66,68,77,174
87,Carvajal,RB,85,85,29,47500000.0,210000.0,2025.0,80,78,80,81,82,83,78,76,74,79,80,82,84,82,89,173
3766,T. Wiesner,"RB, RM",72,77,23,3300000.0,650.0,2023.0,80,66,73,66,73,70,73,52,61,80,80,66,66,69,75,176
15287,L. Davies,"RM, RB",60,65,21,375000.0,1000.0,2022.0,80,55,56,53,64,53,56,52,49,82,78,52,52,55,69,180
6274,J. Araujo,"RB, RM, RWB",69,80,19,2900000.0,2000.0,2025.0,80,60,69,64,66,67,68,37,62,79,80,62,65,70,75,175
2174,S. Klaiber,RB,74,74,26,4200000.0,13000.0,2023.0,80,70,66,70,71,74,64,69,62,77,82,72,69,71,86,184
5112,C. Brittain,"RWB, RB",70,76,23,2400000.0,18000.0,2023.0,80,60,69,65,67,65,70,51,56,78,81,65,62,69,73,181
7935,T. Bingöl,"RM, LM, RB",67,67,28,1000000.0,6000.0,2022.0,80,63,67,32,68,68,71,59,60,78,82,33,30,32,64,180
14188,Trabanco,"RM, RB",62,75,20,950000.0,1000.0,2022.0,80,57,62,35,57,60,62,49,56,79,80,34,35,36,71,177
10631,D. Spence,"RB, RWB, RM",65,79,20,1600000.0,5000.0,2022.0,80,50,64,60,59,59,67,49,32,79,80,60,57,64,64,184
7214,O. Mbaizo,RB,68,73,23,1700000.0,3000.0,2021.0,80,57,67,62,66,65,69,51,57,82,79,60,64,66,73,178
5640,M. Odubajo,"RWB, RB, LWB",69,69,27,1300000.0,8000.0,2022.0,80,62,67,67,60,64,67,47,62,78,81,67,65,70,63,177
586,Rubén Peña,"RB, RM, LB",79,79,29,15500000.0,35000.0,2024.0,80,72,78,75,79,78,77,59,66,77,82,72,79,78,76,170
4440,K. Rüegg,"RWB, RB, RM",71,80,22,4000000.0,13000.0,2025.0,80,64,71,65,69,68,71,58,68,82,78,65,67,67,77,173
5526,Antoñito,"RB, RM, RWB",69,69,33,725000.0,4000.0,2022.0,80,61,70,61,68,63,67,63,49,82,79,62,62,60,81,175
6182,M. Dräger,RB,69,74,25,1900000.0,19000.0,2024.0,80,60,67,64,66,64,66,52,56,84,77,64,64,65,69,178
6049,B. Bese,"RB, RM",69,69,27,1300000.0,7000.0,2022.0,80,56,64,62,64,65,64,32,54,70,89,60,61,66,87,188
10110,G. Rólantsson,"RB, RW, LW",65,65,28,650000.0,2000.0,2022.0,80,60,64,59,64,65,63,57,64,78,82,58,59,58,64,187
3297,Hervías,"RM, LM, RB",72,72,28,2400000.0,9000.0,2022.0,80,68,74,62,71,69,76,80,65,80,80,70,57,53,76,174
3326,A. González,RB,72,72,28,2100000.0,7000.0,2022.0,80,64,71,66,71,67,72,63,59,78,82,69,62,64,88,177
9270,N. Alho,"RB, RM",66,66,28,2850451.813201148,9017.989362811555,2031.0,80,62,66,58,66,63,65,63,60,81,80,58,59,58,80,172
9227,K. Miyahara,"RB, CB",66,69,25,1000000.0,2000.0,2022.0,80,56,60,58,56,67,56,32,65,70,88,55,60,62,87,172
7774,M. Willsch,"RB, RM, RWB",67,67,30,875000.0,1000.0,2023.0,80,57,61,58,67,63,57,49,49,79,81,59,58,60,90,180
13932,Euclides Cabral,"RB, LB",62,71,22,850000.0,2000.0,2022.0,80,50,61,58,45,58,62,39,42,82,78,56,59,61,64,178
1563,Júnior Caiçara,RB,75,75,32,3900000.0,30000.0,2024.0,80,72,75,70,73,73,76,70,72,83,77,72,71,73,85,172
6245,J. Shackleton,"CM, RB",69,79,21,3100000.0,23000.0,2024.0,80,67,73,62,66,74,71,48,70,81,79,65,59,64,85,168
2641,A. Yiadom,"RB, RWB, CB",73,73,29,2700000.0,22000.0,2022.0,80,62,71,68,63,65,71,62,55,79,81,67,73,72,80,180
379,R. James,"RWB, RB",81,86,21,37000000.0,76000.0,2025.0,80,77,77,76,86,79,77,82,71,78,81,77,74,80,79,178
5407,A. Méndez,"RB, LB",70,73,25,1900000.0,650.0,2021.0,80,50,59,65,56,63,60,47,47,82,78,63,74,70,81,176
18895,O. van Hattum,"RW, ST, RB",51,63,19,140000.0,550.0,2022.0,80,38,51,38,46,36,50,29,25,76,84,35,39,36,49,183
1635,S. Ristovski,"RB, RWB, RM",75,75,29,4900000.0,900.0,2025.0,80,67,70,71,73,70,69,67,68,80,80,73,70,71,81,180
13062,B. Hernández,RB,63,69,22,725000.0,500.0,2025.0,80,47,58,59,60,59,57,33,27,78,81,57,59,61,62,175
11358,Gwon Wan Gyu,"CB, RB",64,64,29,500000.0,2000.0,2021.0,80,55,60,64,63,54,56,37,61,82,79,62,62,68,66,183
