,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,defending,attacking_crossing,attacking_volleys,attacking_short_passing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
8089,J. Amano,"CM, CDM, CAM",67,67,1000000.0,5000.0,29,2022.0,68,68,69,52,64,54,69,68,68,69,68,75,63,86,66,63,42,175
12173,Gori,"CM, CAM",64,84,1600000.0,2000.0,19,2024.0,68,63,67,57,50,55,67,65,66,65,60,55,63,66,60,65,65,172
7048,Q. Laçi,"CDM, CM, CAM",68,74,1700000.0,3000.0,25,2023.0,64,67,69,64,67,61,71,65,68,67,67,65,62,90,63,69,56,180
2554,Borja García,"CAM, CM, LM",73,73,2900000.0,11000.0,30,2023.0,74,72,72,58,69,59,76,74,72,73,67,54,70,65,72,69,62,175
483,Gerson,CM,80,84,30000000.0,41000.0,24,2026.0,77,79,80,78,73,56,86,79,77,84,79,60,84,77,74,78,67,184
3487,S. Ernst,"CAM, CM",72,74,2900000.0,20000.0,26,2024.0,70,69,75,56,61,46,77,71,73,77,53,55,72,90,69,69,54,179
13823,A. Traoré,"RM, CM",62,78,1000000.0,4000.0,20,2024.0,59,57,63,52,48,38,64,53,65,59,52,44,54,68,60,58,47,188
468,L. Torreira,"CDM, CM",80,84,26500000.0,77000.0,25,2022.0,74,74,79,79,71,65,78,73,77,79,70,72,77,84,68,78,48,166
11158,T. Jänicke,"CM, RM",64,64,450000.0,2000.0,32,2022.0,66,65,67,55,66,64,68,61,65,66,68,51,70,76,58,66,57,178
3686,M. Siopis,"CDM, CM",72,75,2700000.0,17000.0,27,2024.0,59,62,64,73,61,28,66,63,60,63,41,58,67,91,48,66,59,171
4808,A. Poko,"CDM, CM, CAM",70,71,1500000.0,8000.0,28,2022.0,62,61,70,68,58,44,66,62,72,68,41,50,71,85,67,58,53,173
5006,V. Koziello,CM,70,75,2300000.0,7000.0,25,2024.0,73,70,73,59,69,63,72,69,70,69,71,54,75,78,66,73,60,168
17347,B. Old,"CAM, CM",57,72,375000.0,500.0,18,2024.0,53,53,66,41,47,41,55,53,67,60,54,53,51,53,44,55,51,175
16594,D. Stynes,"LM, CAM, CM",58,66,450000.0,950.0,22,2023.0,51,53,60,37,54,38,55,45,60,60,63,61,54,55,57,56,48,184
10589,F. Purece,"CAM, CM",65,65,700000.0,3000.0,29,2022.0,67,63,65,38,58,58,64,60,66,64,58,67,61,67,62,58,58,182
4467,M. Ashimeru,"CM, CAM, CDM",71,78,3700000.0,12000.0,23,2025.0,68,69,75,61,66,55,74,71,74,76,57,48,70,71,67,68,54,182
10008,O. Norburn,"CM, CDM",65,65,725000.0,4000.0,28,2024.0,64,64,66,62,62,51,66,67,65,66,61,56,61,82,60,69,69,185
9785,Tomás Silva,"CM, CAM",66,75,1900000.0,1000.0,21,2024.0,67,68,67,53,63,53,74,70,66,71,60,45,62,73,63,60,64,172
16404,S. Berger,"RW, CM",59,74,525000.0,850.0,18,2022.0,57,56,63,47,48,44,63,55,61,61,54,40,52,57,58,62,42,175
13543,K. Rendón,"CM, RM",62,62,400000.0,500.0,28,2026.0,62,64,63,53,63,58,67,59,65,63,70,72,58,71,63,60,64,182
12203,R. Onyedika,"CDM, CM, CB",64,80,1500000.0,4000.0,20,2025.0,50,55,62,60,42,51,65,60,60,65,56,36,57,70,49,54,44,184
13210,T. Suzuki,"CDM, CAM, CM",63,68,675000.0,900.0,24,2022.0,55,60,65,58,58,49,64,65,63,65,54,53,60,85,58,56,51,168
6148,D. Frattesi,"CM, CDM",69,81,3400000.0,11000.0,21,2025.0,68,68,72,61,62,66,74,68,72,72,66,60,70,75,68,69,63,184
6293,F. Makaringe,"CAM, CM",69,69,1400000.0,500.0,28,2023.0,68,69,69,46,61,46,76,67,74,71,64,66,58,71,69,52,55,181
1955,H. Boudaoui,"CM, CDM",75,82,11500000.0,21000.0,21,2023.0,74,71,79,72,62,51,77,68,79,79,73,58,74,85,72,77,54,175
10962,T. Monare,"CM, CDM, RM",65,65,575000.0,500.0,31,2022.0,65,65,68,67,63,58,63,75,73,60,68,62,61,62,58,65,66,178
9935,S. Galindo,"CAM, CM",65,65,700000.0,500.0,29,2021.0,62,68,64,47,64,50,72,68,63,71,74,75,61,69,59,46,56,190
372,R. Malinovskyi,"CF, CM",81,81,26500000.0,68000.0,28,2023.0,84,83,81,64,79,70,85,81,83,85,85,86,77,81,77,75,83,181
374,Lucas Paquetá,"CM, CAM",81,86,38500000.0,65000.0,23,2025.0,82,79,83,69,71,71,82,79,85,84,80,73,82,84,80,84,75,180
13471,J. Reeves,CM,62,62,400000.0,2000.0,28,2022.0,64,62,67,53,58,47,65,62,64,66,48,60,56,78,44,64,49,173
193,M. Mount,"CAM, CM, RW",83,89,58500000.0,120000.0,22,2024.0,83,84,83,55,82,75,86,83,82,85,81,83,84,86,81,84,60,178
9904,D. Davis,"CM, CDM, RB",65,65,675000.0,3000.0,30,2022.0,64,65,66,65,67,54,66,65,64,66,59,58,64,75,62,63,47,177
8828,F. Haugen,CM,66,66,825000.0,2000.0,29,2021.0,65,66,68,58,66,63,66,66,66,68,68,65,67,70,64,65,61,182
185,Merino,CM,83,87,50000000.0,47000.0,25,2025.0,83,81,82,82,77,58,84,82,83,84,80,69,84,84,78,80,58,189
2016,Fidel,"LM, CM, LWB",74,74,3500000.0,18000.0,31,2022.0,72,73,72,47,77,58,72,71,72,71,70,73,71,73,74,68,77,180
7042,J. Leiva,"CM, CDM, CAM",68,69,1400000.0,5000.0,27,2023.0,72,69,70,49,60,46,74,70,69,74,66,51,60,75,68,60,55,181
13335,B. Leyes,"CM, CDM",63,73,1000000.0,1000.0,19,2024.0,57,57,65,54,43,38,68,64,64,66,39,38,62,77,58,43,47,173
11240,Francisco Júnior,"CDM, CM",64,64,500000.0,2000.0,29,2022.0,58,56,65,58,46,58,61,58,61,63,54,43,61,81,57,65,52,172
7981,Lee Yeong Jae,"CM, LM",67,68,1200000.0,2000.0,26,2022.0,72,64,68,55,49,39,68,68,68,68,58,62,65,76,62,60,48,176
429,J. Draxler,"CAM, LW, CM",80,81,24500000.0,83000.0,27,2024.0,81,80,82,58,79,77,81,77,83,84,77,76,78,68,78,82,65,187
11869,J. Castro,CM,64,64,575000.0,4000.0,29,2022.0,60,61,68,60,51,34,71,65,65,71,41,36,58,70,64,57,45,165
4710,K. Musona,"CAM, ST, CM",70,70,1300000.0,12000.0,31,2023.0,64,68,73,38,65,68,69,67,72,74,72,78,67,66,70,67,70,177
2750,Pozo,"CAM, CM, LM",73,76,4000000.0,16000.0,25,2023.0,69,71,75,61,65,69,75,74,74,75,65,64,67,69,72,72,66,171
8904,J. Holt,"CDM, CM",66,66,750000.0,2000.0,28,2023.0,60,61,66,62,52,57,68,65,57,68,58,43,61,81,59,68,48,164
14936,Y. Möker,"CDM, CM",61,69,700000.0,500.0,21,2023.0,53,55,60,58,46,26,62,59,54,62,48,38,56,74,61,56,40,180
395,D. Wass,"RB, RM, CM",80,80,14500000.0,38000.0,32,2022.0,78,80,77,76,79,69,80,81,76,80,78,84,80,87,76,77,61,181
6113,N. Bajrami,"CAM, CM",69,80,3100000.0,18000.0,22,2024.0,70,67,70,57,58,51,73,68,70,72,60,47,64,69,67,66,47,179
6788,C. Amissi,"CM, CDM",68,68,1000000.0,10000.0,31,2023.0,64,64,68,64,59,57,71,66,69,68,45,40,66,85,70,66,60,172
6605,Li Ke,"CM, CDM",68,68,1200000.0,9000.0,28,2022.0,68,67,67,68,65,52,69,68,64,66,65,65,70,85,64,66,58,171
4323,J. Lucumí,"RM, LM, CM",71,72,2200000.0,3000.0,26,2021.0,66,66,74,24,66,55,69,64,75,74,65,48,67,63,69,67,56,178
4325,F. Aursnes,"CDM, CM",71,75,2400000.0,7000.0,25,2024.0,66,70,71,67,68,54,74,69,68,71,68,63,68,91,66,67,66,179
8433,H. Rodríguez,"CM, LM, CDM",67,72,1500000.0,500.0,25,2021.0,61,57,66,59,40,25,69,65,59,74,32,35,62,79,70,49,39,174
5977,A. Al Malki,"CM, CDM",69,72,1800000.0,17000.0,26,2022.0,65,65,68,69,56,47,71,72,68,70,51,43,68,84,57,56,45,174
12401,Alex,"CAM, CM",63,63,375000.0,500.0,32,2022.0,61,64,67,51,65,53,65,65,66,65,70,58,58,76,61,68,62,173
12902,N. Chilvers,"CAM, CM",63,75,1200000.0,3000.0,20,2023.0,61,61,67,56,57,57,64,63,65,64,60,56,55,80,60,64,55,173
12742,T. Lebeau,"CM, CDM",63,70,975000.0,1000.0,22,2023.0,68,64,67,57,58,62,67,62,64,67,64,63,62,60,48,64,59,174
9367,T. Baumgart,"RM, LM, CM",66,72,1400000.0,3000.0,23,2023.0,55,58,66,33,65,50,60,57,66,65,52,38,63,86,57,50,47,181
2931,I. Oblyakov,"CM, CDM, LM",73,80,6000000.0,29000.0,22,2023.0,75,76,76,56,77,53,76,76,77,76,73,71,67,73,73,68,52,175
6588,C. Quintero,"CM, RM, LM",68,68,950000.0,1000.0,32,2025.0,69,67,69,61,74,54,72,63,71,72,46,38,63,67,61,63,40,176
14498,B. Kalinkowski,"CDM, CM",61,62,350000.0,850.0,26,2022.0,60,55,58,56,38,32,62,59,55,59,43,57,56,85,46,49,42,182
4099,J. Green,"CAM, CM, LM",71,72,2200000.0,15000.0,26,2022.0,61,66,76,33,68,69,71,59,75,76,65,63,71,77,69,64,61,173
746,F. Mollet,"CAM, CM",78,78,14000000.0,30000.0,29,2023.0,80,78,80,51,72,71,80,78,80,80,77,83,73,76,73,73,63,170
12369,A. Forde,"RB, CM",63,63,475000.0,2000.0,27,2022.0,63,63,65,56,63,54,63,61,64,63,63,63,62,70,62,64,59,180
734,Denis Suárez,"CM, LM, LW",78,79,16000000.0,26000.0,27,2023.0,85,81,80,61,75,68,84,79,81,80,82,70,81,65,78,75,63,178
5442,E. Matazo,"CDM, CM",70,81,3200000.0,12000.0,19,2024.0,69,68,73,65,59,34,74,71,72,72,64,43,65,71,63,66,45,174
10629,David Tavares,"CM, CAM",65,75,1600000.0,2000.0,22,2026.0,61,60,70,59,52,48,68,63,69,71,41,42,70,68,65,71,48,188
11459,J. Powell,"CAM, RM, CM",64,71,1200000.0,2000.0,22,2022.0,63,63,65,53,60,53,65,63,63,64,61,63,61,68,62,62,59,178
17839,He Zhenyu,"RW, CM",55,72,325000.0,2000.0,20,2021.0,51,48,57,22,46,55,50,44,55,56,53,35,45,53,49,42,59,180
1302,L. Romero,"CDM, CM",76,77,7500000.0,14000.0,27,2022.0,71,73,75,73,67,49,80,72,73,75,73,65,75,82,68,80,66,167
4078,E. Marcondes,"CAM, CM",71,72,2200000.0,22000.0,26,2024.0,70,67,72,38,64,57,68,65,70,73,69,71,72,69,69,56,66,182
12447,F. Ragusa,"CAM, CM",63,63,475000.0,900.0,28,2021.0,59,64,64,41,61,33,67,63,65,64,65,71,48,43,59,57,59,180
3054,A. Palavecino,"CM, CAM",73,78,4600000.0,12000.0,24,2024.0,78,74,74,56,69,57,77,77,73,75,72,58,69,69,70,71,60,179
7335,K. Kozłowski,"CAM, CM",68,85,3000000.0,500.0,17,2022.0,68,62,75,59,51,54,67,61,74,73,65,41,66,70,57,77,40,178
14702,H. Bellman,"RM, LM, CM",61,67,525000.0,850.0,22,2022.0,54,56,64,39,56,41,60,53,60,62,55,41,57,68,57,56,43,170
12490,S. Mensiro,"RB, CB, CM",63,63,325000.0,1000.0,32,2023.0,51,53,57,56,58,35,56,50,53,55,49,32,55,76,43,55,34,175
6635,C. Thompson,"CDM, CM",68,68,1100000.0,4000.0,27,2022.0,62,60,68,65,53,47,65,59,65,67,50,48,63,83,59,64,53,178
15808,R. Briones,"RM, RW, CM",60,69,550000.0,500.0,21,2025.0,60,55,60,47,55,26,55,52,61,55,50,50,57,68,57,45,37,174
797,A. Fulgini,"CAM, CM, RM",78,82,20000000.0,23000.0,24,2023.0,78,74,81,68,71,52,78,71,85,81,67,66,75,80,76,72,53,183
3012,A. Harroui,"CDM, CM, RM",73,80,5500000.0,8000.0,23,2022.0,74,70,75,67,66,55,74,68,76,77,60,63,71,88,68,72,45,182
6734,V. Lekhal,"CDM, CM",68,71,1400000.0,4000.0,27,2023.0,58,60,62,65,46,27,71,69,56,65,45,35,64,76,52,65,45,187
10123,J. Payne,"CAM, CM",65,66,850000.0,5000.0,26,2022.0,64,61,70,42,54,50,63,58,67,68,60,66,58,79,59,66,59,165
18587,V. Backman,"CF, CM",53,63,210000.0,600.0,20,2023.0,54,51,61,32,47,41,53,51,59,58,41,41,54,33,41,50,43,168
9465,K. Nakamura,"LM, ST, CM",66,66,850000.0,2000.0,28,2024.0,57,61,67,47,57,57,64,63,68,66,59,65,64,76,63,59,45,178
10238,Ronaldo Mendes,"CAM, CM",65,65,725000.0,4000.0,28,2023.0,68,68,67,50,62,65,73,69,66,68,68,60,57,60,55,64,66,171
14605,D. Schmid,"CDM, CM, CB",61,67,475000.0,2000.0,23,2023.0,65,63,62,54,57,55,64,66,60,62,69,65,56,77,54,57,45,183
9040,K. Nagasawa,"CAM, CM, RM",66,66,850000.0,2000.0,29,2022.0,65,64,67,52,62,64,66,64,65,66,64,59,67,75,66,58,54,172
1015,G. Castrovilli,CM,77,81,15000000.0,43000.0,24,2024.0,76,75,82,66,75,50,80,77,82,83,58,45,75,78,72,74,56,179
14650,G. Nurse,"LB, LWB, CM",61,71,700000.0,2000.0,22,2023.0,54,57,61,54,57,43,59,56,60,57,56,49,54,72,53,56,52,181
1616,S. Dallas,"CM, LB, RB",75,75,5500000.0,63000.0,30,2024.0,74,70,73,73,66,59,76,70,73,74,57,50,75,92,72,74,57,183
16059,G. Morandi,"CAM, CM, RM",59,67,500000.0,2000.0,22,2023.0,58,60,62,49,54,44,67,63,62,63,53,45,50,57,55,63,51,181
10244,M. Rasmussen,"LW, CM",65,72,1400000.0,2000.0,23,2023.0,62,64,69,60,66,42,66,61,66,69,65,56,61,68,60,65,48,180
8479,R. Zerrouki,"CM, CDM",67,76,2300000.0,3000.0,23,2023.0,67,65,69,62,54,54,70,69,70,69,59,67,62,77,59,66,57,183
17502,T. Crawford,CM,56,63,300000.0,2000.0,22,2022.0,56,53,61,50,46,35,58,56,58,56,44,38,56,65,54,54,42,178
7863,S. Molina,"RM, LM, CM",67,67,1000000.0,5000.0,29,2023.0,63,65,70,46,67,50,70,63,70,69,63,47,59,80,64,60,56,177
5795,M. Meli,"CM, RM",69,69,1400000.0,9000.0,29,2022.0,70,66,67,66,59,55,72,63,64,69,62,40,72,88,66,65,49,178
1653,R. Ripart,"ST, LM, CM",75,75,6000000.0,21000.0,28,2025.0,68,68,72,64,68,73,70,66,72,75,65,56,75,91,76,69,72,181
18635,J. Melhado,"CM, RB",53,66,220000.0,2000.0,20,2023.0,53,50,54,47,44,31,55,54,51,53,40,33,50,65,49,41,41,178
14630,F. Arhin,"CAM, CM",61,66,500000.0,850.0,22,2021.0,64,58,67,39,54,42,60,55,64,65,61,51,51,62,56,63,41,166
5762,S. Asamoah,"CM, CDM",69,70,1600000.0,6000.0,27,2022.0,67,67,71,65,65,59,70,70,70,70,60,57,64,83,63,73,48,163
3330,A. González,"CM, CAM",72,73,2700000.0,31000.0,26,2022.0,75,73,71,68,71,64,74,70,69,75,74,74,70,75,74,70,69,175
3268,B. Dejaegere,CM,72,72,2200000.0,6000.0,30,2025.0,72,71,76,67,71,68,73,70,74,73,66,68,74,87,70,74,60,174
689,M. Sissoko,"CDM, CM",78,78,10000000.0,51000.0,31,2023.0,68,73,75,75,72,62,77,75,78,76,75,60,76,85,71,74,60,187
1101,F. Gorriarán,"CDM, CM",77,80,12500000.0,22000.0,26,2022.0,76,75,77,73,71,70,79,76,75,77,72,59,74,92,71,80,66,168
5425,S. Bendebka,CM,70,70,1600000.0,17000.0,28,2024.0,66,66,71,58,59,53,71,70,72,70,62,53,71,90,70,63,64,181
2902,J. Dasilva,"CM, CAM, CDM",73,82,7000000.0,31000.0,22,2024.0,76,73,74,62,68,57,77,75,75,75,71,39,71,75,68,75,55,184
9190,D. Poha,CM,66,73,1700000.0,3000.0,24,2024.0,63,66,68,63,64,49,69,67,67,69,64,66,63,75,46,64,61,173
1085,M. Guendouzi,"CDM, CM",77,84,20000000.0,56000.0,22,2022.0,77,75,75,72,67,55,79,78,75,77,76,67,75,80,67,74,62,185
15996,Yang Shiyuan,"CDM, CM",59,62,250000.0,3000.0,27,2024.0,47,49,57,61,50,29,52,46,54,56,43,43,55,71,53,53,36,173
10410,C. Machado,"CDM, CM",65,65,500000.0,500.0,31,2021.0,51,55,60,61,48,38,64,59,49,71,37,49,59,79,37,61,45,173
3064,R. Nteka,"ST, CAM, CM",73,82,7000000.0,16000.0,23,2026.0,69,65,73,58,56,64,72,65,72,74,57,44,68,79,72,69,73,189
10182,M. Araz,"CAM, CM, RM",65,66,825000.0,7000.0,27,2023.0,61,62,69,37,56,58,67,62,65,67,59,60,65,75,66,61,45,173
3635,K. Misao,"CDM, CM",72,76,3000000.0,7000.0,25,2023.0,62,66,71,69,64,40,71,69,71,73,58,44,70,77,51,69,42,181
8008,F. Porath,"RW, LW, CM",67,71,1500000.0,8000.0,24,2023.0,68,65,70,53,64,55,68,65,70,68,56,49,65,71,58,64,61,179
10450,B. Woodburn,"CAM, LW, CM",65,75,1600000.0,15000.0,21,2022.0,59,59,69,23,51,45,65,60,67,67,53,45,62,66,66,59,62,174
16544,Lee Gyu Seong,"CM, RM",58,59,230000.0,1000.0,27,2022.0,60,57,62,46,47,39,64,60,61,63,47,39,56,70,48,65,50,174
2505,M. Estigarribia,"LM, CM",73,73,1900000.0,1000.0,33,2022.0,65,70,73,65,71,65,72,70,73,72,69,69,74,77,74,76,67,181
3083,K. Jakić,"CDM, CM",73,78,4200000.0,600.0,24,2022.0,65,63,67,70,51,56,70,72,64,72,41,39,71,86,53,65,49,181
4751,J. Paterson,"CAM, CM",70,70,1600000.0,17000.0,29,2022.0,70,68,72,39,69,57,69,64,71,70,66,67,68,70,67,68,62,175
15708,B. García,"RM, CM",60,71,550000.0,500.0,20,2025.0,51,52,62,46,52,26,57,54,65,58,34,37,60,58,56,48,41,175
11013,D. Proper,"CDM, CM",65,77,1600000.0,2000.0,19,2023.0,53,54,63,63,36,26,66,63,57,64,45,31,67,71,30,66,39,168
14677,E. Ortega,CM,61,68,650000.0,2000.0,24,2022.0,62,61,62,55,51,33,69,64,60,61,44,41,59,43,55,55,46,176
3319,J. Dudziak,"CAM, CM",72,75,3100000.0,17000.0,25,2024.0,76,72,77,65,69,58,73,72,75,76,73,62,66,77,66,71,59,176
3332,D. Kourbelis,"CDM, CB, CM",72,74,2500000.0,600.0,27,2023.0,54,63,67,70,56,26,72,69,64,69,55,58,69,78,34,71,57,181
10618,B. Mumba,"RB, CM",65,78,1600000.0,4000.0,19,2025.0,60,58,70,62,56,31,62,56,71,67,55,36,62,61,62,62,48,163
4004,Lee Seung Gi,"CM, RM, CAM",71,71,1200000.0,8000.0,33,2021.0,74,71,73,53,67,62,74,67,72,74,71,72,66,82,72,71,66,177
2787,S. Bastien,"CM, CDM",73,78,4600000.0,12000.0,24,2022.0,64,71,77,67,69,68,76,73,77,79,73,68,73,88,65,71,67,175
2738,A. Browne,"CM, CAM, RWB",73,76,4000000.0,28000.0,26,2024.0,71,68,71,70,65,72,73,69,69,71,53,48,74,92,73,71,72,173
14344,G. Kokhreidze,"CAM, CM",62,70,900000.0,1000.0,22,2024.0,58,61,62,44,43,42,70,64,60,62,65,67,55,51,61,52,53,171
4025,A. Reach,"LWB, CM, RW",71,71,1700000.0,25000.0,28,2024.0,71,68,72,63,71,69,69,67,71,73,66,42,71,84,66,70,55,185
2867,Lúcio Calegario,"CM, LB",73,73,3000000.0,30000.0,29,2024.0,68,69,70,66,62,64,77,72,70,71,62,52,74,92,66,67,65,169
3477,F. Cristaldo,"CM, RM",72,75,3200000.0,9000.0,24,2022.0,74,69,73,60,59,55,74,70,73,72,63,62,70,75,70,68,60,170
15450,A. Smith,CM,60,67,500000.0,2000.0,22,2023.0,60,58,63,56,53,55,61,59,61,62,49,48,58,63,56,53,48,187
10336,T. Svendsen,"LM, CM",65,74,1600000.0,1000.0,21,2023.0,58,59,70,54,60,56,63,58,67,65,58,40,62,69,62,66,46,172
2842,T. Roberts,"CAM, CM, ST",73,80,6000000.0,47000.0,22,2024.0,73,68,75,38,64,59,73,65,75,77,57,42,67,76,72,76,70,180
10334,H. Odoffin,"CDM, CM, CB",65,71,1000000.0,3000.0,23,2024.0,57,57,60,63,54,34,63,60,59,62,41,36,61,73,58,60,45,191
2838,V. Kovalenko,"CAM, CM",73,76,4000000.0,33000.0,25,2022.0,71,72,73,59,71,76,74,68,73,75,75,67,68,82,73,64,68,182
4447,L. Reis,"CM, CDM",71,80,4200000.0,7000.0,21,2025.0,73,67,72,67,54,48,74,69,72,73,54,44,71,80,59,68,51,178
10330,A. O'Neill,CM,65,72,1400000.0,3000.0,22,2023.0,61,61,67,57,53,52,67,66,63,68,58,42,61,77,59,68,49,178
3999,M. Dæhli,"CAM, CM",71,73,2300000.0,9000.0,26,2025.0,73,68,79,26,64,54,71,64,79,77,62,61,70,90,66,70,56,172
15448,K. Nkuba,"RM, LM, CM",60,74,575000.0,1000.0,19,2023.0,41,50,68,22,56,39,58,43,71,66,37,40,50,32,51,52,43,173
7225,A. Mucolli,"LM, CM",68,75,2500000.0,4000.0,21,2023.0,67,63,72,44,58,43,65,59,71,69,64,61,62,73,65,68,58,175
9990,T. Grøgaard,"LB, LW, CM",65,65,700000.0,1000.0,27,2023.0,65,60,64,60,62,58,62,51,61,62,60,41,61,72,60,64,60,180
4475,C. Cásseres Jr,"CDM, CM",71,82,4000000.0,4000.0,21,2021.0,63,65,71,69,50,47,71,70,70,72,69,67,65,77,58,70,48,175
3508,I. Akhmetov,"CM, CDM, CAM",72,78,3700000.0,25000.0,23,2022.0,75,72,76,61,63,47,78,77,78,73,59,50,72,64,64,71,50,173
14446,O. Sveen,"CM, ST",61,61,275000.0,900.0,31,2022.0,58,56,61,56,50,45,62,56,59,62,44,38,65,68,63,54,58,181
4251,P. Diop,"CDM, CM",71,76,2600000.0,26000.0,23,2022.0,64,66,68,65,53,34,76,73,67,67,52,42,67,82,61,68,53,180
3035,A. Parmak,"CDM, CM",73,75,3400000.0,19000.0,26,2023.0,69,71,74,71,64,70,76,72,73,74,78,70,72,78,64,72,67,176
3782,J. Soraire,CM,72,72,1800000.0,11000.0,32,2022.0,72,72,76,62,67,51,74,71,73,77,81,63,71,88,59,81,61,175
15020,L. Petkov,"CM, CAM",61,71,725000.0,3000.0,20,2022.0,63,61,66,51,52,50,66,65,68,65,63,49,56,62,55,61,54,183
3601,M. Gaćinović,"CAM, CM, RWB",72,74,2900000.0,23000.0,26,2024.0,71,70,78,63,69,64,73,72,77,77,60,51,76,79,67,64,62,175
14474,J. Mensah,"LW, CM",61,61,325000.0,2000.0,28,2022.0,58,58,62,53,56,48,62,56,60,60,54,48,58,65,56,58,50,178
4666,J. Dom,"RWB, RB, CM",70,70,1200000.0,7000.0,31,2023.0,57,63,63,65,68,56,64,66,58,64,60,61,66,83,61,69,57,173
14934,E. Chislett,CM,61,68,675000.0,1000.0,22,2022.0,60,59,64,52,54,49,62,59,63,62,53,52,59,71,59,56,48,178
7797,J. Allen,"CM, CAM, RW",67,70,1300000.0,8000.0,26,2022.0,66,66,69,63,62,45,70,68,66,67,57,53,67,78,62,64,44,170
7262,Cristian,"CM, RM, ST",68,71,1600000.0,4000.0,25,2023.0,68,69,71,58,64,44,74,70,70,73,56,62,65,65,67,64,52,181
1897,N. Domínguez,"CM, CDM",75,83,12500000.0,25000.0,23,2024.0,70,70,75,71,63,51,79,76,73,77,49,45,73,88,63,60,51,179
926,M. Ozdoev,"CDM, CM",77,78,2850451.813201148,9017.989362811555,28,2031.0,74,72,76,73,65,45,78,76,77,76,58,56,73,78,68,72,54,184
1592,A. Christiansen,"CM, CAM",75,75,4600000.0,9000.0,31,2024.0,74,73,77,65,66,66,76,75,77,75,69,66,76,86,74,74,63,175
5846,M. Maertens,"CM, LM, RM",69,71,1700000.0,8000.0,26,2025.0,68,66,68,63,65,56,70,67,68,72,50,53,66,77,67,60,53,182
9197,J. Pritchard,"RWB, LWB, CM",66,70,1100000.0,2000.0,24,2023.0,65,64,67,57,64,53,65,60,65,64,62,59,63,74,60,65,56,174
11841,Liu Yun,"RM, RW, CM",64,65,700000.0,3000.0,26,2021.0,63,63,61,54,56,53,65,63,60,57,65,69,64,66,62,55,53,175
5896,R. Neudecker,"CM, CAM, RM",69,73,2000000.0,2000.0,24,2022.0,68,70,73,50,68,61,73,69,69,73,66,67,68,86,66,72,39,174
1958,Matheus Henrique,"CM, CDM",75,83,12500000.0,25000.0,23,2022.0,75,76,79,57,69,59,81,84,81,78,66,62,72,79,74,67,63,175
12461,S. Tanabe,"LM, CDM, CM",63,63,400000.0,1000.0,31,2022.0,59,61,61,53,60,52,63,64,60,60,54,58,57,70,61,60,61,175
12066,G. Thomson,"RM, CM",64,64,575000.0,3000.0,29,2023.0,61,60,63,53,62,44,60,57,62,61,55,56,57,90,59,58,52,175
5892,L. Paganini,"CM, RM",69,69,1400000.0,3000.0,28,2022.0,68,69,72,54,70,45,73,69,72,73,65,42,71,78,72,62,55,177
8201,K. Sekiguchi,"CAM, CM, RM",67,67,425000.0,2000.0,35,2023.0,69,66,69,61,66,44,66,67,68,68,61,62,63,74,71,66,57,171
1920,J. Campuzano,"CDM, CM",75,81,8000000.0,14000.0,25,2023.0,70,62,65,73,36,42,75,72,59,67,38,41,74,88,35,69,36,175
8623,Y. Koizumi,"CAM, CM",67,72,1500000.0,4000.0,24,2022.0,66,65,70,55,59,57,68,66,70,68,63,64,63,70,68,63,57,172
1943,A. Král,"CDM, CM",75,83,12000000.0,37000.0,23,2022.0,71,71,75,72,68,65,75,72,75,74,65,51,73,88,68,72,59,186
5131,A. Campbell,"CM, CDM",70,77,3200000.0,7000.0,22,2024.0,68,66,70,69,55,55,71,69,68,70,62,57,70,84,68,73,55,175
1845,Jamiro Monteiro,"CM, CAM, LM",75,75,6000000.0,9000.0,27,2022.0,72,73,78,64,69,38,77,74,78,76,71,68,73,89,73,76,65,175
1154,Zeca,"CDM, CM",76,76,5000000.0,20000.0,32,2023.0,66,69,71,73,63,63,74,75,69,72,68,59,76,92,65,80,56,182
12723,L. McCormick,"CAM, CM",63,72,1100000.0,2000.0,22,2023.0,63,61,64,54,53,51,65,64,62,63,59,56,61,76,60,59,57,180
9492,W. Burger,"CM, CDM",66,77,1900000.0,3000.0,20,2025.0,64,63,66,60,50,36,71,67,67,70,64,38,64,71,60,66,49,190
9513,K. Michael,CM,66,76,1900000.0,7000.0,21,2024.0,70,68,70,52,66,65,70,65,72,67,68,68,64,71,68,60,64,176
9301,R. Guitane,"CAM, CM",66,77,1900000.0,6000.0,22,2022.0,64,63,73,30,59,40,66,60,73,70,65,52,62,42,57,62,53,170
5384,R. Zalazar,"CM, CAM",70,78,3600000.0,11000.0,21,2022.0,65,66,75,60,60,47,71,68,77,71,48,63,72,89,67,63,64,178
308,Pizzi,"CM, RM",81,81,21000000.0,19000.0,31,2023.0,83,81,82,64,80,78,82,81,82,84,83,77,83,78,84,84,78,177
11374,L. Kinsella,"CM, CDM",64,67,775000.0,4000.0,25,2023.0,61,60,65,64,56,45,64,61,60,63,56,47,64,92,58,64,52,175
1807,V. Guzmán,"CM, CAM, CDM",75,78,7500000.0,18000.0,26,2023.0,74,73,76,69,63,48,79,74,75,76,63,67,74,78,72,70,70,175
