,Name ,overall,potential,passing,skill_long_passing,value_eur,wage_eur,age,height_cm,club_contract_valid_until,goalkeeping_diving,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
9483,A. Spahić,66,71,57,35,1000000.0,1000.0,24,190,2023.0,65,62,69,68
9496,R. Vodišek,66,76,57,18,1700000.0,3000.0,22,188,2022.0,68,61,63,69
9497,Gabriel Brazão,66,76,57,26,1600000.0,10000.0,20,192,2024.0,65,60,66,70
9507,T. Sugeno,66,66,58,22,90000.0,1000.0,37,179,2022.0,68,57,67,67
9518,Miguel Morro,66,80,57,28,1800000.0,3000.0,20,193,2022.0,65,63,62,67
9556,D. Ochoa,66,76,57,20,1600000.0,1000.0,20,188,2021.0,66,64,64,69
9566,R. Cordano,66,74,57,17,1700000.0,500.0,22,185,2021.0,69,65,65,70
9593,M. Aioani,66,77,57,25,1700000.0,2000.0,21,186,2025.0,67,62,66,68
9615,Diogo Sousa,66,73,57,23,1500000.0,3000.0,22,195,2025.0,67,60,65,66
9640,R. Solís,66,73,57,20,1500000.0,500.0,23,188,2023.0,66,60,64,65
9641,E. Franco,66,74,57,21,1600000.0,500.0,20,183,2023.0,64,63,68,66
9680,M. Martínez,66,74,57,23,1700000.0,500.0,22,184,2024.0,68,64,65,65
9681,V. Mendoza,66,70,57,15,925000.0,500.0,26,184,2025.0,66,67,64,67
9706,S. Meza,66,76,57,23,1700000.0,2000.0,21,185,2023.0,69,59,64,68
9720,Luiz Júnior,66,78,57,26,1800000.0,1000.0,20,194,2026.0,68,63,67,69
9740,M. Cardozo,66,66,58,24,90000.0,500.0,38,178,2021.0,65,65,63,68
9789,Luiz Felipe,66,70,57,27,975000.0,1000.0,24,198,2024.0,68,66,64,65
9806,L. Grant,65,65,57,40,80000.0,11000.0,38,193,2022.0,65,69,64,63
9807,A. Mannus,65,65,57,30,80000.0,500.0,39,188,2021.0,63,60,65,64
9808,D. Martin,65,65,56,27,80000.0,7000.0,35,188,2022.0,65,66,65,64
9812,Saizar,65,65,57,30,80000.0,1000.0,38,190,2022.0,56,66,72,58
9819,A. Jaakkola,65,65,56,34,120000.0,3000.0,34,195,2022.0,65,58,65,64
9825,D. Ousted,65,65,56,38,80000.0,850.0,36,192,2021.0,66,61,64,65
9844,Kwoun Sun Tae,65,65,56,34,80000.0,1000.0,36,184,2022.0,64,63,66,64
9850,B. Knighton,65,65,56,25,80000.0,1000.0,36,188,2021.0,66,64,64,65
9855,E. Domaschke,65,65,56,23,80000.0,500.0,35,188,2023.0,65,64,63,66
9859,Á. Bogdán,65,65,56,12,230000.0,500.0,33,194,2024.0,66,63,65,67
9863,A. Østbø,65,66,56,12,525000.0,1000.0,30,183,2022.0,66,62,61,67
9867,P. Šteinbors,65,65,56,35,80000.0,1000.0,35,192,2022.0,66,64,65,63
9869,J. González,65,66,56,12,525000.0,3000.0,30,182,2021.0,67,69,60,61
9894,P. Kovář,65,65,56,23,80000.0,500.0,35,187,2024.0,66,67,65,65
9929,T. Holý,65,66,56,29,550000.0,3000.0,29,206,2022.0,68,56,65,69
9942,Marc Martínez,65,65,56,33,375000.0,2000.0,31,186,2022.0,65,65,64,69
9953,J. Bonham,65,67,56,40,650000.0,6000.0,27,193,2022.0,66,67,66,65
9967,A. Cairns,65,67,56,11,600000.0,2000.0,28,183,2023.0,65,58,67,66
9968,Yu Sang Hun,65,65,56,34,350000.0,1000.0,32,194,2022.0,64,60,67,67
9976,R. Matthews,65,67,56,39,650000.0,9000.0,27,192,2023.0,65,63,64,66
9994,B. Wilson,65,67,56,22,600000.0,5000.0,28,186,2023.0,66,66,63,68
9996,J. Smits,65,68,56,33,650000.0,1000.0,28,190,2023.0,67,67,64,65
10022,M. Dyngeland,65,71,56,24,875000.0,1000.0,25,187,2021.0,65,59,62,66
10031,F. Al Qarni,65,66,56,39,550000.0,7000.0,29,184,2024.0,64,61,65,68
10042,D. Vaca,65,65,57,20,80000.0,500.0,42,180,2021.0,59,62,71,63
10047,K. Kamiński,65,65,56,24,475000.0,1000.0,30,191,2024.0,65,65,67,65
10052,A. Hansen,65,68,56,38,725000.0,3000.0,25,186,2023.0,67,69,62,67
10056,L. Johansson,65,69,56,22,775000.0,950.0,26,189,2021.0,68,65,63,66
10069,R. Vollath,65,65,56,21,375000.0,1000.0,31,185,2022.0,64,60,66,67
10080,Yun Pyeong Gook,65,66,56,25,550000.0,1000.0,29,189,2022.0,64,63,63,65
10085,L. Ojeda,65,65,56,27,375000.0,3000.0,31,183,2021.0,61,59,64,68
10090,F. Hurtado,65,65,57,21,80000.0,600.0,38,188,2021.0,64,62,65,67
10091,Miguel Oliveira,65,68,56,16,700000.0,3000.0,27,196,2022.0,64,62,67,65
10113,T. Mikkelsen,65,65,56,48,80000.0,2000.0,37,190,2022.0,65,69,67,63
10183,Wu Yake,65,66,56,17,525000.0,2000.0,30,186,2022.0,66,61,67,63
10186,T. Casali,65,67,56,13,675000.0,3000.0,25,192,2023.0,65,57,63,67
10194,Zou Dehai,65,65,56,23,500000.0,4000.0,28,187,2022.0,62,60,65,67
10200,E. Salles,65,69,56,20,750000.0,1000.0,27,187,2022.0,66,62,64,64
10203,W. Norris,65,67,56,34,650000.0,6000.0,27,195,2023.0,67,60,63,67
10211,T. Königsmann,65,71,56,34,925000.0,800.0,24,186,2022.0,68,57,63,68
10216,V. Vasić,65,65,56,20,375000.0,3000.0,31,186,2022.0,68,63,66,68
10226,Dong Chunyu,65,65,56,43,475000.0,2000.0,30,187,2021.0,65,66,65,65
10243,A. Bass,65,73,56,30,1400000.0,2000.0,23,191,2023.0,66,65,64,68
10245,J. Stevens,65,71,56,26,925000.0,2000.0,23,188,2024.0,65,63,63,65
10247,C. Trueman,65,70,56,46,825000.0,4000.0,25,186,2022.0,66,60,63,68
10258,S. Mpontshane,65,65,56,41,80000.0,500.0,35,183,2022.0,67,63,65,69
10266,M. Johansson,65,72,56,37,1200000.0,2000.0,22,193,2025.0,66,76,59,68
10280,Oh Seung Hoon,65,65,56,19,230000.0,1000.0,33,192,2022.0,66,61,66,65
10311,J. Vachoux,65,68,56,18,725000.0,1000.0,26,183,2023.0,66,62,63,66
10337,R. Macagno,65,73,56,17,1400000.0,2000.0,24,185,2023.0,67,57,64,67
10350,Q. Braat,65,70,56,21,875000.0,1000.0,23,194,2022.0,65,64,66,67
10367,M. Matic,65,71,56,16,875000.0,3000.0,25,185,2022.0,69,62,66,68
10379,H. Iikura,65,65,56,27,80000.0,1000.0,35,181,2022.0,65,58,65,64
10419,Đ. Nikolić,65,73,56,15,1400000.0,2000.0,24,195,2022.0,65,63,63,67
10425,S. Müller,65,71,56,20,875000.0,950.0,25,190,2022.0,66,54,65,68
10428,M. Nicolas,65,71,56,26,925000.0,4000.0,23,197,2022.0,66,61,61,68
10432,P. Menzel,65,71,56,25,925000.0,2000.0,22,192,2022.0,67,59,65,66
10439,P. Sisniega,65,70,56,46,825000.0,2000.0,25,192,2021.0,63,64,65,63
10440,Y. Diouf,65,77,56,30,1500000.0,3000.0,21,184,2023.0,65,61,67,66
10442,P. Gartler,65,69,56,29,800000.0,5000.0,24,187,2023.0,66,64,63,67
10443,M. Woud,65,75,56,15,2850451.813201148,9017.989362811555,22,196,2031.0,71,60,61,68
10448,Javi Díaz,65,73,56,27,1400000.0,4000.0,24,182,2022.0,67,65,63,68
10469,S. Richey,65,66,56,28,550000.0,2000.0,29,185,2021.0,64,69,62,66
10485,J. Pourtau,65,78,56,27,1500000.0,2000.0,21,193,2021.0,68,59,64,69
10487,M. Ortega,65,70,56,29,825000.0,8000.0,26,193,2022.0,67,60,64,69
10499,M. Bułka,65,76,56,27,1400000.0,8000.0,21,199,2022.0,65,62,60,72
10531,Pedro Silva,65,69,56,15,800000.0,1000.0,24,189,2024.0,69,59,59,67
10535,D. Petković,65,68,56,26,650000.0,5000.0,28,197,2022.0,66,64,66,66
10548,A. Pears,65,74,56,21,1400000.0,7000.0,23,186,2024.0,63,61,63,69
10559,S. Benda,65,72,56,18,1200000.0,5000.0,22,193,2022.0,65,59,64,67
10562,D. Maekawa,65,68,56,35,725000.0,2000.0,26,191,2022.0,65,57,66,68
10578,L. Moser,65,74,56,15,1400000.0,4000.0,21,196,2022.0,69,58,61,68
10579,J. Blázquez,65,81,56,33,1700000.0,2000.0,20,193,2022.0,63,63,67,69
10583,C. Hazard,65,75,56,23,1400000.0,8000.0,23,198,2023.0,64,64,66,66
10636,André Ferreira,65,71,56,23,875000.0,2000.0,25,193,2024.0,66,55,63,68
10650,N. Stojišić,65,71,56,40,925000.0,1000.0,23,202,2022.0,66,62,60,67
10661,J. Schendelaar,65,78,56,28,1500000.0,1000.0,20,187,2023.0,65,60,64,64
10668,T. Lawal,65,73,56,28,1400000.0,3000.0,21,195,2023.0,67,62,65,66
10687,S. Bajic,65,79,55,20,1500000.0,2000.0,19,191,2022.0,65,59,63,66
10721,Altube,65,79,56,29,1500000.0,13000.0,21,188,2022.0,64,65,62,67
10734,C. Căbuz,65,71,56,29,875000.0,2000.0,25,187,2023.0,68,63,64,67
10735,E. Pap,65,67,56,22,650000.0,2000.0,27,182,2022.0,64,58,64,69
10741,D. Rusu,65,65,56,18,475000.0,3000.0,30,181,2022.0,63,64,65,64
10753,S. Mustafá,65,65,56,16,375000.0,500.0,31,187,2021.0,65,65,63,65
10801,T. Çetin,65,71,56,20,925000.0,2000.0,24,193,2024.0,64,62,62,73
10810,M. Lukov,65,66,56,19,600000.0,4000.0,27,188,2023.0,66,65,65,62
10833,G. Schiavone,65,67,56,20,600000.0,500.0,28,184,2022.0,64,64,65,65
10834,Y. Yustiz,65,67,56,23,600000.0,500.0,29,185,2021.0,61,62,65,65
10835,R. Bentancur,65,65,56,26,350000.0,500.0,32,184,2021.0,65,65,66,63
10844,J. Roca,65,72,56,24,1200000.0,500.0,22,187,2021.0,61,61,64,69
10858,L. Terán,65,67,56,30,650000.0,500.0,27,175,2021.0,62,63,62,69
10891,Warleson,65,70,56,29,875000.0,2000.0,24,191,2022.0,70,59,63,69
10940,Leo Román,65,79,56,20,1500000.0,3000.0,21,185,2024.0,65,69,62,66
10941,B. Verbruggen,65,83,55,30,1600000.0,500.0,18,193,2025.0,71,65,57,69
10943,Diego Conde,65,77,56,25,1500000.0,4000.0,22,187,2024.0,62,63,69,68
10957,André Paulo,65,72,56,33,1200000.0,2000.0,24,188,2022.0,65,64,65,67
10963,N. Rossi,65,72,56,33,1200000.0,500.0,23,186,2021.0,61,52,72,69
10968,M. Heredia,65,65,56,21,80000.0,500.0,35,189,2021.0,65,65,63,67
10976,Á. Zamudio,65,72,56,16,1200000.0,500.0,24,181,2021.0,65,63,65,68
10996,A. Medina,65,65,56,25,120000.0,2000.0,34,181,2022.0,64,60,66,69
11010,M. Rodríguez,65,65,56,21,375000.0,500.0,31,191,2021.0,70,72,68,63
11051,I. Filipović,65,67,56,24,675000.0,2000.0,26,197,2024.0,67,62,66,68
11056,G. Morris,64,64,55,30,60000.0,2000.0,37,183,2022.0,65,62,63,64
11058,H. Opdal,64,64,56,35,60000.0,650.0,39,188,2021.0,61,64,66,60
11059,E. Jakupović,64,64,55,34,60000.0,8000.0,36,191,2022.0,64,64,64,60
11061,A. Lonergan,64,64,55,27,60000.0,7000.0,37,192,2022.0,63,52,65,66
11069,S. Henderson,64,64,55,34,190000.0,2000.0,33,193,2022.0,65,67,64,62
11070,T. Gebauer,64,64,56,24,60000.0,3000.0,39,193,2022.0,63,61,66,60
11086,G. Faivre,64,64,55,18,100000.0,3000.0,34,188,2022.0,64,59,66,63
11087,M. Andersen,64,64,55,32,300000.0,2000.0,32,195,2023.0,66,58,66,65
11097,M. Gostomski,64,64,55,35,300000.0,950.0,32,195,2023.0,64,55,64,68
11098,F. Assmann,64,64,55,24,60000.0,1000.0,35,190,2021.0,70,65,64,66
11100,P. Klandt,64,64,55,24,60000.0,2000.0,37,184,2022.0,63,62,64,61
11103,C. Gönen,64,64,55,24,190000.0,3000.0,33,190,2022.0,67,64,63,67
11106,A. Kristiansen,64,64,55,13,300000.0,1000.0,31,185,2024.0,64,62,64,66
11107,C. Seitz,64,64,55,33,100000.0,2000.0,34,193,2021.0,63,65,69,61
11109,L. Reddy,64,64,56,18,60000.0,700.0,39,189,2023.0,63,61,65,62
11111,Deng Xiaofei,64,64,55,12,60000.0,1000.0,38,190,2022.0,60,59,67,64
11115,J. Leutwiler,64,64,55,44,300000.0,2000.0,32,196,2022.0,63,62,65,66
11122,Y. Thuram,64,64,55,39,300000.0,1000.0,32,187,2022.0,65,55,62,66
11123,D. Vega,64,64,55,20,60000.0,1000.0,37,185,2021.0,66,62,61,63
11135,T. Mickel,64,64,55,30,300000.0,3000.0,32,185,2023.0,64,64,61,65
11138,O. Söderberg,64,64,55,12,400000.0,1000.0,30,194,2021.0,64,62,64,64
11161,T. Coremans,64,64,55,20,400000.0,2000.0,30,186,2022.0,66,62,63,63
11177,D. Oberhauser,64,65,55,33,450000.0,3000.0,30,185,2023.0,66,62,65,62
11194,B. Garratt,64,66,55,23,525000.0,1000.0,27,185,2023.0,66,62,63,66
11195,J. Bendik,64,64,55,25,300000.0,2000.0,32,191,2021.0,66,63,62,64
11204,C. Cropper,64,66,55,17,500000.0,2000.0,28,193,2021.0,67,61,61,66
11214,M. Jeannin,64,64,55,19,400000.0,1000.0,30,187,2023.0,66,65,61,66
11217,B. Valette,64,65,55,21,475000.0,2000.0,28,185,2022.0,65,63,64,67
11224,H. Halldórsson,64,64,55,25,2850451.813201148,9017.989362811555,37,193,2031.0,65,59,67,62
11225,M. Koval,64,66,55,19,500000.0,5000.0,28,189,2022.0,65,63,62,66
11230,M. Lampson,64,64,55,38,300000.0,2000.0,31,191,2025.0,62,65,65,65
11246,F. Stritzel,64,67,55,16,575000.0,2000.0,27,197,2022.0,69,40,68,64
11249,P. Wiegers,64,64,55,16,300000.0,3000.0,31,188,2022.0,64,61,59,67
11251,T. Vincensini,64,67,55,28,575000.0,1000.0,27,184,2023.0,64,59,63,63
11264,W. Falcone,64,69,55,26,675000.0,3000.0,26,195,2024.0,65,65,64,68
11280,A. Bone,64,64,55,24,300000.0,500.0,32,186,2022.0,62,60,65,64
11299,L. Vigouroux,64,66,55,16,525000.0,3000.0,27,194,2023.0,64,61,63,64
11300,C. Irwin,64,64,55,30,300000.0,2000.0,32,191,2026.0,65,64,63,63
11305,A. Mitryushkin,64,69,55,22,675000.0,3000.0,25,189,2023.0,67,65,67,64
11328,W. Eskelinen,64,68,55,48,675000.0,2000.0,24,192,2024.0,63,65,63,65
11345,N. Contini,64,70,55,21,725000.0,2000.0,25,190,2025.0,64,57,61,65
11367,A. Buzbuchi,64,66,55,16,525000.0,2000.0,27,190,2023.0,64,60,65,67
11368,Yang Hyung Mo,64,65,55,29,450000.0,1000.0,29,185,2022.0,64,59,64,65
11379,R. Ramírez,64,69,55,32,700000.0,2000.0,24,187,2022.0,64,60,62,66
11380,S. Brodersen,64,69,55,24,700000.0,800.0,24,188,2026.0,65,56,63,68
11399,T. Schützenauer,64,68,55,24,675000.0,3000.0,24,183,2022.0,64,65,66,63
11402,J. Vickers,64,69,55,32,675000.0,2000.0,25,193,2023.0,65,60,62,65
11408,M. Stryjek,64,70,55,25,750000.0,1000.0,24,188,2023.0,65,62,63,64
11417,G. Singh Sandhu,64,66,55,27,475000.0,550.0,29,197,2023.0,64,59,62,65
11426,M. Ledesma,64,69,55,25,700000.0,2000.0,24,191,2023.0,68,60,62,62
11450,F. Bonansea,64,72,55,30,1100000.0,2000.0,23,185,2022.0,69,57,62,67
11455,J. McCarthy,64,65,55,16,475000.0,2000.0,28,191,2021.0,65,59,62,67
11472,H. Sandvik,64,64,55,29,300000.0,900.0,31,183,2021.0,62,63,62,62
11477,O. Özenç,64,67,55,17,550000.0,3000.0,28,190,2022.0,62,62,65,66
11502,M. Šarkić,64,71,55,22,1000000.0,9000.0,23,195,2022.0,65,62,63,61
11506,Y. Aygün,64,69,55,25,675000.0,2000.0,25,193,2022.0,65,59,63,65
11507,João Costa,64,70,55,26,725000.0,4000.0,25,185,2022.0,63,57,63,64
11518,J. Hernández,64,72,55,24,1100000.0,2000.0,24,183,2022.0,64,62,65,64
11526,T. Morita,64,64,55,27,400000.0,950.0,30,191,2022.0,63,61,65,63
11533,I. Chicco,64,67,55,18,600000.0,2000.0,25,183,2022.0,67,59,63,63
11556,Nelson Freitosa,64,64,55,16,475000.0,2000.0,25,185,2024.0,59,66,72,74
11565,A. Fisher,64,72,55,35,1100000.0,2000.0,23,183,2023.0,64,66,63,66
11571,N. Baxter,64,72,55,31,1100000.0,2000.0,22,188,2023.0,66,63,65,67
11580,R. Jendrusch,64,69,55,28,675000.0,3000.0,25,191,2022.0,67,59,60,70
11591,M. Şengezer,64,71,55,21,1000000.0,5000.0,24,192,2024.0,67,57,61,66
11596,A. Whiteman,64,75,55,25,1100000.0,10000.0,22,189,2021.0,66,59,62,68
11601,B. Austin,64,72,55,18,1100000.0,10000.0,22,188,2021.0,69,55,64,62
11616,T. Okubo,64,64,55,24,300000.0,950.0,31,190,2024.0,65,58,64,68
11619,N. Insfrán,64,69,55,22,675000.0,3000.0,26,179,2023.0,65,62,65,61
11623,E. McGinty,64,71,55,25,1000000.0,500.0,21,194,2022.0,64,58,63,66
11624,K. Klaesson,64,77,55,29,1200000.0,7000.0,20,189,2025.0,65,62,63,69
11629,N. Trott,64,74,55,24,1100000.0,8000.0,22,188,2022.0,64,66,62,68
11631,J. Cumming,64,76,55,20,1300000.0,1000.0,21,186,2023.0,64,62,63,65
11655,M. Kos,64,70,55,20,750000.0,3000.0,24,183,2023.0,64,57,62,68
11658,Ricardo Fernandes,64,67,55,18,600000.0,1000.0,26,193,2024.0,61,63,64,65
11665,L. Plogmann,64,78,55,26,1300000.0,1000.0,21,189,2022.0,66,61,58,67
11680,S. Laiton,64,75,55,17,1100000.0,900.0,21,190,2024.0,62,60,63,66
11687,M. Cooper,64,75,55,23,1100000.0,2000.0,21,186,2024.0,65,62,61,66
11700,B. Janošević,64,64,55,24,300000.0,2000.0,31,190,2021.0,64,55,66,66
11744,M. Borgogno,64,72,55,30,1100000.0,2000.0,22,187,2023.0,61,60,65,63
11746,G. Bazunu,64,83,54,22,1300000.0,1000.0,19,189,2024.0,65,67,62,66
11747,Fran Vieites,64,72,55,22,1100000.0,1000.0,22,196,2024.0,67,67,59,63
11761,S. Rénot,64,64,55,24,300000.0,3000.0,31,185,2022.0,61,62,65,65
11765,D. Horkaš,64,75,55,26,1100000.0,500.0,22,189,2024.0,64,61,62,66
11777,Đăng Văn Lâm,64,66,55,23,525000.0,2000.0,27,188,2022.0,65,58,65,65
11779,J. Andrésson,64,75,54,24,1100000.0,2000.0,19,194,2022.0,64,61,62,65
11787,P. Gunnarsson,64,76,55,50,1200000.0,5000.0,20,190,2021.0,68,68,64,66
11794,C. Topaloglu,64,66,55,16,475000.0,3000.0,29,186,2022.0,62,66,67,69
11825,G. Dietsch,64,75,55,22,1100000.0,2000.0,20,184,2022.0,68,61,61,65
11833,A. Ivačič,64,67,55,18,575000.0,2000.0,27,188,2021.0,65,60,64,66
11849,L. Unbehaun,64,79,55,28,1200000.0,600.0,20,185,2022.0,59,68,63,67
11851,M. Freese,64,74,55,19,1100000.0,1000.0,22,193,2022.0,67,59,64,67
11855,C. Olses,64,81,55,24,1400000.0,500.0,20,193,2023.0,65,58,62,67
11859,C. Straton,64,64,55,27,300000.0,3000.0,31,191,2023.0,60,61,63,67
11879,E. Vaessen,64,69,55,28,675000.0,1000.0,25,189,2022.0,65,60,61,67
11896,Brian Araújo,64,74,55,28,1100000.0,1000.0,21,188,2022.0,59,58,63,69
11906,L. Chevalier,64,80,54,22,1300000.0,2000.0,19,192,2022.0,64,62,59,66
11925,C. Klaus,64,67,55,29,575000.0,2000.0,27,185,2025.0,62,59,65,66
11930,J. Griffiths,64,79,54,35,1200000.0,3000.0,19,198,2022.0,64,63,62,65
11933,R. Neshcheret,64,80,54,29,1300000.0,500.0,19,190,2025.0,65,62,63,66
11934,A. Gudiño,64,72,55,17,1100000.0,8000.0,24,183,2022.0,63,62,65,67
11942,I. Don,64,64,56,23,60000.0,500.0,39,181,2021.0,61,60,62,65
11959,T. Rojas,64,64,55,23,190000.0,500.0,33,182,2021.0,65,65,64,61
11986,S. Lammens,64,81,54,29,1300000.0,500.0,18,193,2023.0,70,58,58,67
11988,J. Ichimori,64,64,55,28,400000.0,2000.0,29,182,2022.0,65,58,65,66
11998,R. Bacchia,64,71,55,27,1000000.0,2000.0,22,185,2021.0,65,57,66,64
12024,R. Brüseke,64,65,55,22,500000.0,550.0,27,186,2022.0,66,62,63,66
12058,A. Lis,64,66,55,22,475000.0,900.0,29,192,2023.0,65,59,62,67
12060,R. Strączek,64,74,55,18,1100000.0,700.0,22,190,2022.0,66,59,64,67
12063,F. Iacob,64,67,55,21,575000.0,2000.0,27,180,2022.0,64,67,48,71
12079,M. Eșanu,64,74,55,23,1100000.0,950.0,22,188,2024.0,67,53,62,69
12102,A. Stergiakis,64,74,55,34,1100000.0,6000.0,22,196,2023.0,61,71,59,72
12104,T. Marchiori,64,69,55,26,675000.0,2000.0,26,186,2022.0,60,61,67,66
12106,S. Péan,64,73,55,16,1100000.0,800.0,21,190,2024.0,68,59,64,71
12124,G. Valle,64,70,55,25,725000.0,500.0,25,185,2022.0,66,60,60,65
12193,N. Michael,64,67,55,23,575000.0,500.0,27,189,2022.0,60,69,68,64
12243,Christian Gómez,64,78,55,24,1300000.0,5000.0,21,187,2022.0,64,61,63,66
12244,M. Gilks,63,63,54,35,50000.0,1000.0,39,185,2022.0,61,61,64,61
12258,S. Eastwood,63,63,54,29,240000.0,2000.0,32,188,2024.0,63,61,63,64
12263,Zhang Lu,63,63,54,34,160000.0,2000.0,33,192,2022.0,61,70,59,70
12264,Cheng Yuelei,63,63,54,10,160000.0,2000.0,33,188,2021.0,63,57,60,62
12265,S. Davies,63,63,54,50,80000.0,2000.0,34,183,2022.0,63,61,62,66
12266,A. Legzdins,63,63,54,25,80000.0,1000.0,34,190,2023.0,59,57,64,64
12272,J. Coppens,63,64,54,21,350000.0,1000.0,30,190,2023.0,65,57,59,67
12278,Li Shuai,63,63,54,33,50000.0,2000.0,38,193,2021.0,65,61,61,62
12283,G. Sandomierski,63,63,54,43,250000.0,1000.0,31,196,2022.0,60,62,62,66
12295,E. Johansen,63,65,54,22,400000.0,1000.0,28,201,2022.0,58,65,60,67
12298,Yoo Hyun,63,63,54,43,50000.0,650.0,36,184,2021.0,65,68,66,60
12299,W. Abdullah,63,63,54,37,50000.0,4000.0,35,196,2023.0,62,70,61,60
12312,A. Bhattacharya,63,63,54,42,250000.0,500.0,31,187,2022.0,62,63,61,65
12331,D. Moldovan,63,63,54,21,250000.0,1000.0,31,183,2022.0,64,60,61,63
12356,J. Day,63,63,54,24,325000.0,2000.0,30,190,2024.0,67,58,64,66
12365,Lee Bum Soo,63,64,54,34,350000.0,1000.0,30,190,2022.0,64,60,61,63
12368,B. Bertrand,63,64,54,22,375000.0,1000.0,29,186,2025.0,68,54,59,65
12394,S. Mandé,63,64,54,25,375000.0,2000.0,28,193,2023.0,64,61,62,64
12406,T. Castella,63,63,54,19,350000.0,3000.0,28,185,2023.0,63,60,63,65
12412,N. Flø,63,65,54,19,450000.0,2000.0,25,190,2022.0,64,55,62,65
12422,P. Farman,63,63,54,21,250000.0,2000.0,31,186,2022.0,64,63,60,66
12426,N. Townsend,63,65,54,21,450000.0,2000.0,26,181,2023.0,63,56,62,64
12434,Park Bae Jong,63,63,54,17,250000.0,950.0,31,185,2022.0,63,57,60,64
12437,S. Lukić,63,63,55,20,50000.0,500.0,41,192,2021.0,58,58,67,63
12448,N. Ibáñez,63,63,54,33,50000.0,1000.0,39,185,2021.0,61,67,66,62
12455,J. Dixon,63,66,54,40,475000.0,2000.0,27,193,2023.0,62,62,63,63
12459,J. Mitchell,63,67,54,30,525000.0,2000.0,26,189,2023.0,64,63,61,65
12467,A. Noppert,63,67,54,39,500000.0,2000.0,27,203,2022.0,65,62,64,61
12472,R. Muñoz,63,63,54,19,50000.0,500.0,39,181,2021.0,61,62,64,63
12479,O. Hadžikić,63,67,54,22,525000.0,2000.0,25,186,2023.0,62,59,63,63
12480,D. Węglarz,63,67,54,20,525000.0,1000.0,25,189,2023.0,62,61,60,65
12485,A. Mandrea,63,69,54,19,625000.0,3000.0,24,186,2022.0,67,57,59,70
12499,Han Rongze,63,64,54,39,375000.0,3000.0,28,190,2021.0,63,64,64,64
12505,Lee Tae Hee,63,68,54,21,550000.0,950.0,26,188,2023.0,62,59,62,64
12508,E. Ersu,63,65,54,26,450000.0,3000.0,27,195,2022.0,63,60,63,66
12515,A. Singh,63,66,54,22,450000.0,700.0,28,186,2026.0,63,53,64,62
12519,H. Konaté,63,64,54,18,425000.0,1000.0,26,182,2022.0,63,62,58,66
12529,T. Loska,63,68,54,28,550000.0,1000.0,25,189,2022.0,64,59,61,68
12532,D. Mitov,63,68,54,32,575000.0,1000.0,24,188,2023.0,64,61,62,63
12542,L. Andrenacci,63,63,54,19,375000.0,3000.0,26,188,2026.0,62,59,63,63
12543,Samu Casado,63,70,54,38,825000.0,1000.0,24,187,2022.0,63,59,57,69
12570,R. Sallinger,63,67,54,25,525000.0,1000.0,25,196,2022.0,67,64,59,64
12572,D. Reimann,63,68,54,37,575000.0,700.0,24,186,2023.0,66,69,57,68
12585,W. Jääskeläinen,63,72,54,35,925000.0,1000.0,22,183,2022.0,64,63,62,64
12587,Carlos Travisso,63,63,54,18,400000.0,3000.0,25,180,2024.0,68,64,64,72
12591,İ. Çipe,63,66,54,19,475000.0,8000.0,26,197,2022.0,62,64,65,62
12596,N. Tzanev,63,68,54,27,575000.0,1000.0,24,195,2024.0,62,60,63,65
12608,D. Margush,63,70,54,22,825000.0,1000.0,23,187,2022.0,61,61,63,64
12613,Chi Wenyi,63,63,54,22,160000.0,2000.0,33,183,2022.0,63,61,63,64
12614,A. Tarbell,63,65,54,25,450000.0,1000.0,27,191,2021.0,63,58,62,69
12619,K. Otani,63,63,54,20,240000.0,1000.0,32,186,2022.0,62,70,60,67
12622,Y. Rokutan,63,63,54,25,80000.0,850.0,34,188,2022.0,62,58,66,62
12623,T. Hayashi,63,63,54,16,50000.0,1000.0,38,188,2022.0,60,60,65,59
12651,S. Mbaye,63,68,54,23,550000.0,750.0,25,190,2022.0,64,66,58,64
12654,R. McCrorie,63,71,54,21,925000.0,6000.0,23,189,2023.0,62,63,62,64
12666,Óscar López,63,73,54,18,925000.0,1000.0,22,180,2022.0,67,59,58,62
12668,B. Ozegovic,63,70,54,20,825000.0,1000.0,21,184,2022.0,63,58,63,66
12671,Z. Al Bawardi,63,69,54,27,625000.0,4000.0,24,187,2023.0,67,65,62,63
12694,E. Balcombe,63,74,54,29,925000.0,5000.0,21,190,2022.0,64,61,61,65
12696,A. Türkaslan,63,67,54,15,525000.0,2000.0,26,188,2022.0,64,64,55,68
12699,L. Dias,63,71,54,20,925000.0,1000.0,22,185,2024.0,64,59,61,63
12702,N. Bishop,63,77,54,26,1000000.0,9000.0,21,185,2022.0,64,60,63,64
12705,W. Popp,63,66,54,18,475000.0,850.0,26,192,2022.0,61,67,63,61
12711,K. Tanno,63,63,54,16,50000.0,1000.0,35,186,2022.0,63,58,63,58
12719,M. Tagliamonte,63,71,54,30,925000.0,2000.0,23,193,2024.0,60,62,67,65
12733,K. Kunz,63,64,54,18,375000.0,2000.0,29,190,2022.0,65,51,64,62
12743,J. Pantemis,63,69,54,25,625000.0,1000.0,24,191,2022.0,63,55,67,63
12745,D. Desprez,63,74,54,27,925000.0,2000.0,22,190,2023.0,63,59,61,65
