,Name ,player_positions,overall,potential,age,physic,preferred_foot,height_cm,club_contract_valid_until,value_eur,power_jumping,power_strength,defending,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,mentality_interceptions,mentality_aggression,mentality_composure,passing,skill_long_passing,attacking_heading_accuracy,power_long_shots
7372,T. Becker,"CB, RB",68,73,24,75,Right,186,2023.0,1600000.0,71,77,67,65,71,66,66,73,62,54,56,64,36
2164,M. Mevlja,"CB, CDM",74,74,31,74,Right,190,2024.0,2900000.0,63,81,77,78,77,77,78,63,75,60,71,72,32
14685,L. Cass,"CB, RB",61,74,21,68,Right,186,2022.0,750000.0,72,75,60,60,61,59,58,62,49,47,46,57,28
14705,A. Ousou,CB,61,76,21,67,Right,186,2026.0,750000.0,75,68,59,60,63,62,59,70,55,43,50,45,22
9314,M. Farfan,"LB, CB, CDM",66,74,22,68,Left,175,2021.0,1800000.0,82,64,63,64,64,64,62,67,54,51,54,54,49
10638,S. Belkahia,CB,65,74,22,77,Right,193,2023.0,1500000.0,54,82,63,61,68,66,59,72,58,42,42,62,27
13617,Jeon Min Gwang,CB,62,64,28,75,Right,187,2022.0,400000.0,83,74,60,57,63,59,59,61,45,57,59,58,54
11125,M. Sadlok,"CB, LB",64,64,32,73,Left,186,2022.0,375000.0,83,71,62,60,62,63,61,71,62,62,58,66,67
8391,Salva Ferrer,"RB, CB",67,73,23,70,Right,184,2023.0,1500000.0,67,72,65,66,66,65,65,66,56,56,52,63,33
18374,S. Al Harbi,CB,54,64,20,63,Right,180,2023.0,220000.0,81,63,51,50,53,49,55,64,50,41,40,46,29
13401,M. Almebäck,CB,62,62,33,76,Right,184,2021.0,190000.0,72,79,60,60,62,62,56,75,51,42,48,62,33
4870,S. Willems,"CB, LB",70,70,30,71,Left,184,2022.0,1300000.0,72,70,72,73,71,71,72,72,71,58,60,70,63
10486,M. Blauensteiner,"RB, CB, RWB",65,66,26,69,Right,180,2023.0,775000.0,71,72,59,58,60,59,61,62,53,59,56,56,43
13234,Iker Recio,"CB, LB",63,77,20,70,Left,185,2022.0,1100000.0,70,73,62,55,65,68,62,60,52,53,61,65,41
10455,H. Darling,CB,65,74,21,71,Right,180,2022.0,1500000.0,81,72,65,66,66,65,64,64,54,45,54,59,40
11275,M. O'Hara,"CM, CDM, CB",64,67,25,72,Right,183,2022.0,775000.0,75,74,61,62,62,58,60,55,65,61,64,60,60
14577,P. Vagić,"CDM, CM, CB",61,75,21,72,Right,188,2025.0,775000.0,53,75,56,51,60,61,55,72,54,57,59,51,58
9156,N. De Medina,"CB, RB, LB",66,72,23,67,Right,183,2023.0,1200000.0,71,71,65,62,68,67,61,69,52,56,62,66,34
8354,Clemente,"CB, LB",67,78,22,67,Left,184,2022.0,2100000.0,75,66,67,63,71,69,65,64,60,54,69,65,23
4883,F. Torijano,CB,70,70,32,75,Right,182,2021.0,1000000.0,76,80,70,69,70,65,70,65,53,51,54,75,28
13360,T. Schumacher,"LB, LM, CB",63,68,23,56,Left,177,2022.0,675000.0,72,45,60,60,60,61,61,63,45,53,52,53,48
11219,A. Andersen,"CB, RB",64,64,30,72,Right,189,2022.0,475000.0,72,72,63,64,61,60,66,70,62,55,55,58,47
5134,A. Toșca,"CB, LB",70,71,29,70,Left,181,2024.0,1500000.0,63,73,70,66,72,74,70,69,60,61,62,70,44
9378,Z. Arsenić,"CB, LB",66,68,27,74,Right,187,2026.0,900000.0,76,75,65,64,68,68,67,71,62,56,63,56,35
714,D. Boyata,CB,78,78,30,83,Right,188,2024.0,11500000.0,85,88,79,77,81,82,77,80,66,52,60,80,25
3815,Bruno Fuchs,CB,72,82,22,72,Right,190,2025.0,4900000.0,60,75,73,75,73,69,72,71,73,64,74,68,65
5209,L. Østigård,CB,70,80,21,77,Right,185,2022.0,3300000.0,90,79,68,66,71,68,65,79,58,48,55,69,32
10945,J. Navas,"RB, CB",65,66,27,64,Right,182,2021.0,750000.0,58,63,64,68,66,65,63,57,48,49,46,50,51
13989,D. Solomons,CB,62,69,22,62,Right,182,2024.0,750000.0,83,62,65,62,69,68,64,57,43,39,40,56,27
14249,P. Farquharson,"CB, RB",62,68,24,76,Right,191,2023.0,575000.0,72,90,60,59,61,59,59,59,55,39,40,61,21
1829,Cris Laranjeiros,CB,75,75,29,81,Right,185,2024.0,4700000.0,74,85,75,72,79,75,72,79,70,61,67,78,55
7865,N. Sundberg,"CB, RB",67,69,25,78,Right,187,2021.0,1100000.0,84,83,66,68,66,61,65,69,56,48,57,67,46
22,Sergio Ramos,CB,88,88,35,84,Right,184,2023.0,24000000.0,93,84,88,84,89,91,87,90,88,76,83,92,64
8927,B. Mugabi,CB,66,69,26,78,Right,191,2022.0,1000000.0,94,83,64,62,65,63,63,66,47,46,48,74,28
4412,H. Delcroix,CB,71,78,22,70,Left,185,2024.0,3500000.0,75,73,72,69,75,70,73,64,69,57,66,67,26
10863,C. Montiel,"LB, CB",65,66,27,60,Left,178,2021.0,750000.0,66,59,61,59,66,64,58,51,50,53,49,58,24
14113,N. Baxevanos,CB,62,70,21,71,Left,187,2022.0,825000.0,63,82,61,59,65,65,57,68,46,28,39,58,25
14038,M. Ferreira,"LB, CB",62,62,29,67,Left,179,2021.0,350000.0,49,71,57,55,59,55,61,62,48,53,51,55,52
10880,V. Guzmán,CB,65,81,19,72,Right,181,2022.0,1700000.0,76,76,65,63,68,64,64,62,55,44,48,60,23
16438,K. Szcześniak,"RB, CB",59,69,20,69,Right,181,2022.0,475000.0,75,69,58,57,62,62,55,65,43,41,47,47,21
6504,Z. Touré,CB,68,68,31,80,Right,183,2023.0,825000.0,79,84,67,66,70,65,65,72,64,48,54,64,19
166,J. Stones,CB,83,86,27,78,Right,188,2026.0,41000000.0,83,78,84,84,85,82,83,80,80,71,75,84,44
11771,S. Sohm,"CDM, CB, CM",64,75,20,74,Right,188,2025.0,1200000.0,68,80,62,63,63,61,59,62,63,59,61,60,43
9608,R. Hendriks,"CB, LB",66,80,19,66,Left,189,2023.0,1900000.0,70,70,66,65,68,71,65,58,60,54,63,64,28
17124,N. Vesterlund,"CB, LWB, RWB",57,69,22,64,Right,185,2023.0,375000.0,73,65,57,56,56,57,61,58,49,36,40,50,35
2601,J. Brabec,CB,73,73,28,77,Right,187,2031.0,2850451.813201148,72,83,73,72,74,74,72,76,70,62,70,69,56
6145,Glauder,"LB, CB",69,74,25,79,Left,183,2023.0,1900000.0,78,80,67,67,69,66,65,80,58,56,59,67,28
11708,F. Kusić,"CB, LB, RB",64,70,25,67,Right,186,2022.0,825000.0,82,72,64,61,71,70,58,59,45,41,42,59,31
18995,J. Sraha,"CB, LB",51,68,18,53,Left,183,2025.0,140000.0,66,49,53,50,59,55,49,47,38,35,32,48,17
6551,X. Kouassi,"CDM, CB",68,68,31,74,Right,174,2022.0,850000.0,87,70,64,64,66,63,66,75,65,61,65,58,53
14018,R. Devine,"LWB, LB, CB",62,78,19,63,Left,185,2022.0,1000000.0,66,65,60,58,62,59,60,62,52,55,52,56,41
6052,Jaílson,"CB, CDM",69,72,25,76,Right,187,2021.0,1600000.0,80,76,69,69,73,66,65,73,63,60,62,65,52
9911,A. Nsiala,CB,65,66,29,82,Right,193,2022.0,650000.0,75,90,63,62,64,63,62,71,57,49,44,63,30
12239,F. Peña Biafore,"CDM, CB",64,76,20,65,Right,179,2022.0,1300000.0,69,70,64,61,65,63,67,57,62,60,61,64,44
6106,T. De Smet,"LB, LM, CB",69,77,23,70,Left,182,2022.0,3000000.0,69,68,66,64,68,66,66,70,57,60,62,64,58
11505,D. Fox,CB,64,67,27,73,Right,186,2022.0,675000.0,81,79,63,58,66,64,65,64,54,44,48,63,24
1167,M. Cáceres,"CB, RB",76,76,34,75,Right,180,2022.0,2400000.0,91,74,77,76,78,78,78,78,78,63,64,75,59
8285,N. Quina,"LB, CB, RB",67,67,34,56,Left,184,2021.0,375000.0,56,52,64,61,69,68,61,48,53,54,65,55,27
427,M. Hinteregger,CB,80,80,28,81,Left,184,2024.0,18000000.0,86,83,81,79,85,82,78,81,78,67,80,83,71
10138,F. Cardozo,"LB, CB",65,68,26,73,Left,182,2022.0,850000.0,83,76,63,70,59,61,62,61,51,50,51,57,22
11521,S. Ibeagha,CB,64,65,29,69,Right,188,2022.0,550000.0,68,79,64,68,65,66,55,61,55,46,55,63,22
5631,A. Fiola,"RB, CB, LB",69,69,31,68,Right,183,2031.0,2850451.813201148,72,62,67,64,69,71,64,80,62,57,41,67,43
10208,D. Boldor,CB,65,69,26,74,Left,189,2022.0,875000.0,74,80,66,66,66,63,66,62,45,42,53,69,32
9476,E. Aiwu,"CB, CDM",66,76,20,75,Right,184,2024.0,1800000.0,77,74,65,60,70,68,61,70,58,54,59,66,39
5664,F. Veseli,"RB, CB",69,69,28,67,Right,183,2023.0,1300000.0,75,68,70,71,70,69,67,69,66,58,62,72,35
5687,M. Ihiekwe,CB,69,69,28,79,Right,185,2022.0,1200000.0,83,83,68,67,67,68,71,70,62,44,45,69,31
3179,Ramalho,"CB, RB",72,74,28,73,Right,181,2022.0,2400000.0,85,76,71,69,72,73,71,72,66,57,52,72,34
9788,V. Međimorec,CB,66,68,25,71,Right,189,2025.0,950000.0,77,75,67,68,66,61,67,57,53,34,37,70,33
15702,S. Wallner,"RB, CB",60,78,19,62,Right,185,2023.0,600000.0,62,63,56,52,59,58,55,52,51,47,49,55,35
5666,E. Dilaver,"CB, RB",69,69,30,75,Right,184,2023.0,1100000.0,72,72,68,65,71,67,68,80,59,59,63,70,65
2909,F. Ricca,"LB, CB",73,75,26,73,Left,178,2023.0,3500000.0,79,68,72,72,73,73,73,78,65,60,58,68,66
5845,C. Starfelt,CB,69,73,26,76,Right,185,2025.0,1700000.0,66,81,69,69,70,69,67,67,68,52,65,68,23
14311,F. Strauss,"CDM, CB, CM",62,73,20,72,Right,186,2024.0,825000.0,64,74,59,56,62,58,60,66,58,55,54,58,38
2015,S. Aziz,CB,74,74,30,80,Right,183,2022.0,3500000.0,83,83,74,76,76,74,68,80,74,53,64,78,31
12501,Aidi Fulangxisi,"CB, RB",63,63,30,72,Right,180,2021.0,400000.0,66,68,63,63,64,62,66,65,54,53,51,58,26
2977,M. Friedl,"CB, LB",73,78,23,75,Left,187,2023.0,4200000.0,66,77,74,74,79,72,72,78,60,58,66,66,44
2008,L. Balogun,CB,74,74,33,79,Right,190,2022.0,2000000.0,77,90,73,74,72,73,74,75,65,59,62,74,60
1931,W. Saliba,CB,75,84,20,77,Right,192,2022.0,11500000.0,77,82,76,77,77,73,77,69,75,62,70,69,23
10065,A. Berzel,"CB, CDM",65,66,29,76,Right,184,2022.0,650000.0,71,76,63,55,66,67,66,74,54,52,50,67,54
13925,F. Sjølstad,"CDM, CB",62,64,27,67,Right,187,2021.0,425000.0,65,73,58,60,60,56,58,63,58,56,63,50,49
15873,T. Baldé,"RB, CB",60,75,19,58,Right,182,2022.0,550000.0,67,56,60,60,64,61,56,65,57,48,42,55,30
5906,J. Hendry,CB,69,73,26,78,Right,194,2025.0,1700000.0,79,84,67,67,68,67,65,68,65,52,54,69,66
8482,M. Kana,"CDM, CB, CM",67,81,18,65,Right,180,2025.0,2200000.0,74,66,65,63,67,65,64,63,67,63,67,64,43
16028,C. Singh,CB,59,68,24,73,Right,185,2022.0,475000.0,79,75,56,58,59,60,48,71,41,40,52,50,22
9215,G. Aguirre,CB,66,73,25,68,Right,181,2023.0,1600000.0,64,69,67,67,70,65,64,63,50,49,48,68,28
832,I. Konaté,CB,78,86,22,76,Right,194,2026.0,29500000.0,74,83,80,76,85,79,78,77,74,57,69,77,31
4559,J. Okumu,CB,71,76,24,75,Right,193,2025.0,2600000.0,77,80,70,71,69,65,70,63,65,63,70,78,47
13862,L. Schneider,"CB, RB, CDM",62,72,21,65,Right,184,2022.0,825000.0,82,69,60,61,64,59,60,65,50,55,59,48,42
13698,N. Rieble,"CB, LB",62,65,25,71,Left,183,2023.0,475000.0,82,72,60,58,62,61,58,65,62,56,62,63,46
885,Víctor Díaz,"RB, CB",77,77,33,75,Right,184,2022.0,5500000.0,87,71,75,71,77,77,76,75,64,68,55,76,54
882,O. Kúdela,CB,77,77,34,75,Right,182,2022.0,3400000.0,76,75,80,84,77,77,84,72,79,67,76,73,55
13776,P. Kapp,CB,62,68,23,66,Right,179,2022.0,575000.0,85,70,61,60,63,64,59,58,56,42,52,62,43
971,Diego Llorente,CB,77,79,27,78,Right,186,2024.0,11000000.0,82,78,76,73,73,76,82,85,72,62,72,78,37
11132,A. Bittroff,"CB, RB, LB",64,64,32,74,Right,186,2022.0,375000.0,78,74,62,64,65,61,61,69,65,55,54,53,49
11579,S. Reddemann,"CB, LB",64,68,25,70,Left,191,2022.0,725000.0,47,76,64,64,63,60,62,58,46,45,42,70,21
366,Juiano Mestres,"CB, CDM",81,81,25,80,Right,181,2024.0,25000000.0,91,79,82,77,85,84,82,86,70,57,58,83,61
8945,M. Fraser,"RB, CB",66,66,27,75,Right,182,2023.0,825000.0,69,77,63,64,64,63,62,53,62,54,53,56,38
324,Iñigo Martínez,CB,81,81,30,79,Left,182,2023.0,21000000.0,91,79,81,82,80,84,83,84,69,66,83,76,74
12429,Kim Joo Won,"CB, RB",63,63,29,68,Right,185,2022.0,400000.0,81,72,60,53,67,65,64,68,64,48,44,49,22
11643,M. Akoto,"CB, RB, CDM",64,71,24,72,Right,188,2023.0,1100000.0,76,76,62,60,64,63,59,68,58,48,48,66,24
5750,Lim Chai Min,CB,69,69,30,77,Right,188,2022.0,1100000.0,53,84,69,68,71,68,70,72,57,42,52,69,25
8639,A. Omobamidele,CB,67,81,19,68,Right,188,2024.0,2300000.0,79,76,68,69,70,68,66,53,50,46,55,67,16
12676,H. Martínez,"CB, CDM",63,74,23,67,Right,185,2021.0,1000000.0,70,64,63,64,61,65,63,69,54,51,62,62,26
8957,Koo Ja Ryong,CB,66,66,29,72,Right,182,2022.0,725000.0,81,74,65,64,64,65,64,68,65,45,49,69,36
5831,G. Piovi,"CB, LB, LWB",69,72,26,79,Left,180,2021.0,1600000.0,77,77,67,65,71,69,67,81,66,64,59,61,55
6668,P. Ziereis,"CB, RB",68,70,28,69,Right,189,2022.0,1200000.0,75,75,67,66,69,68,66,69,67,56,60,68,19
281,Pau Torres,CB,82,89,24,80,Left,191,2024.0,56500000.0,78,80,84,84,84,83,82,79,73,67,76,85,40
6149,D. Batubinsika,CB,69,74,25,77,Right,185,2025.0,1800000.0,65,84,67,62,70,68,66,81,61,51,60,73,23
11783,M. Hołownia,"CB, LB",64,71,23,68,Left,185,2022.0,1100000.0,76,75,64,66,66,62,65,55,65,48,39,51,24
6174,Y. Meriah,CB,69,71,27,72,Right,188,2023.0,1500000.0,87,74,70,69,72,68,70,73,54,51,68,66,63
12134,S. Fukuoka,"CB, RB",64,69,25,70,Right,180,2022.0,775000.0,77,70,62,58,66,62,59,67,50,52,60,68,48
8730,Gu Cao,CB,66,66,35,77,Right,183,2021.0,230000.0,74,77,66,68,67,64,66,75,57,46,50,60,33
11662,T. Vancooten,CB,64,71,23,71,Right,185,2023.0,1100000.0,76,74,63,64,64,64,63,65,57,50,50,59,31
12378,Kim Won Sik,"CDM, CB",63,63,29,76,Right,185,2022.0,400000.0,79,79,62,57,65,64,65,65,57,52,55,59,54
6043,L. Mühl,CB,69,75,24,73,Right,189,2022.0,2000000.0,66,81,68,64,69,68,71,69,57,54,62,67,45
419,Bartra,"CB, CDM",80,80,30,74,Right,184,2023.0,17500000.0,88,74,80,79,80,81,83,77,76,72,79,78,68
11984,Pepe Sánchez,"RB, CB, CDM",64,77,21,65,Right,183,2022.0,1400000.0,69,67,62,58,65,64,60,64,59,57,63,63,63
649,L. Martínez,"CB, LB, CDM",79,85,23,80,Left,178,2023.0,25000000.0,88,76,79,81,81,76,79,84,81,73,79,74,63
13464,R. Sjöstedt,CB,62,62,29,72,Right,184,2023.0,325000.0,66,69,59,62,57,58,65,78,52,55,53,48,47
5130,S. Hlanti,"LB, LM, CB",70,70,31,64,Left,182,2023.0,1200000.0,60,70,69,67,77,69,69,53,63,61,68,54,28
6847,F. Escobar,"RB, CB",68,71,26,68,Right,175,2021.0,1500000.0,71,66,66,65,70,68,63,68,57,57,60,65,37
6268,D. Pines,CB,69,78,23,77,Right,196,2021.0,2900000.0,70,84,70,70,70,68,69,69,50,39,44,72,20
12842,A. Cochrane,"LB, LWB, CB",63,72,21,59,Left,175,2022.0,1000000.0,72,57,58,55,62,60,57,65,60,60,56,53,37
5377,V. Bondar,CB,70,80,22,72,Right,184,2024.0,3300000.0,69,75,71,73,74,70,67,66,51,50,42,68,34
13094,Rafael Pereira,"CB, LB",63,76,21,70,Left,186,2022.0,1100000.0,69,76,62,64,64,59,58,64,43,46,39,60,34
12010,R. Nishio,"CB, RB",64,74,20,66,Right,180,2023.0,1200000.0,70,71,63,62,64,60,63,62,45,54,63,63,33
5393,J. Panzo,"CB, LB",70,77,20,75,Left,185,2023.0,2900000.0,80,78,70,68,72,69,70,69,51,62,65,68,39
12029,Y. Mosquera,CB,64,81,20,69,Right,187,2025.0,1400000.0,73,73,64,63,65,63,65,59,44,38,28,64,15
6803,O. Diakhité,CB,68,69,27,77,Right,190,2026.0,1200000.0,65,86,68,66,68,68,68,75,62,46,56,69,37
12919,U. Godwin-Malife,CB,63,73,21,72,Right,180,2023.0,1000000.0,81,72,62,62,62,61,62,60,55,53,55,58,30
13010,M. Senger,"CB, RB",63,72,21,71,Left,193,2022.0,1000000.0,59,84,63,61,66,64,58,57,48,42,38,65,31
15361,E. Elizalde,"LB, CB",60,70,21,63,Left,179,2022.0,525000.0,72,59,58,60,59,57,57,70,65,41,46,49,30
15123,Fromsa,"CB, CDM",61,71,20,60,Right,186,2022.0,675000.0,64,62,61,60,67,61,54,60,55,46,56,61,30
3700,P. Wiesinger,CB,72,74,27,72,Left,181,2022.0,2500000.0,81,69,73,72,74,72,74,72,71,58,62,70,56
2719,F. Meza,CB,73,73,31,72,Right,176,2026.0,2100000.0,87,71,73,70,73,71,80,74,73,60,64,74,21
7922,C. Mac-Intosch,CB,67,67,31,75,Right,181,2022.0,700000.0,80,82,66,66,65,62,73,68,56,51,64,62,38
3728,A. Al Amri,CB,72,79,24,83,Right,185,2024.0,4400000.0,92,82,69,66,69,69,70,87,52,47,62,79,22
3665,Luan Peres,CB,72,75,26,70,Left,190,2025.0,2700000.0,77,77,74,74,75,78,71,57,56,59,72,73,23
15263,D. Bernard,CB,60,68,24,69,Right,180,2022.0,500000.0,84,70,58,58,60,58,58,61,55,49,48,56,35
10405,L. Väisänen,CB,65,74,23,68,Right,186,2023.0,1500000.0,73,70,64,61,67,64,65,68,58,49,60,63,25
15227,Pei Shuai,"CB, CDM, CM",60,60,28,67,Right,185,2022.0,210000.0,62,70,58,58,62,60,53,64,53,53,51,56,54
3889,M. Olsson,"LB, CB",71,71,33,70,Left,178,2022.0,975000.0,71,70,69,72,72,69,66,74,72,68,67,60,64
10550,D. Tchamba,CB,65,71,22,71,Left,191,2025.0,1000000.0,77,75,64,58,67,65,65,62,62,49,56,66,36
10565,Mario Hernández,"RB, CB",65,76,22,66,Right,178,2023.0,1500000.0,71,71,65,65,67,66,63,60,48,47,42,58,28
2580,Juan Jesus,"CB, LB",73,73,30,73,Left,185,2022.0,2500000.0,83,73,75,74,77,75,74,80,73,52,56,73,35
17837,Jiang Shenglong,"CB, CDM, CM",55,67,20,69,Right,193,2024.0,275000.0,63,73,52,52,51,52,51,61,47,50,55,55,46
9917,G. Williams,"RB, CB",65,65,28,70,Right,176,2023.0,650000.0,92,70,62,62,63,62,59,59,57,56,58,61,31
3874,R. Řezník,"RB, CB",71,71,32,73,Right,183,2022.0,1300000.0,70,74,69,68,69,69,68,72,65,64,63,76,54
3876,F. Kudryashov,"LB, CB",71,71,34,75,Left,181,2022.0,700000.0,73,76,70,74,70,68,70,71,69,61,60,63,56
9558,R. Ashurmatov,CB,66,73,24,75,Right,185,2022.0,1600000.0,83,82,65,62,67,64,64,58,58,54,62,66,60
1724,Zainadine,CB,75,75,33,77,Right,178,2022.0,2700000.0,92,72,76,78,75,74,76,86,64,57,59,74,59
10234,He Guan,CB,65,67,28,72,Right,183,2025.0,725000.0,74,69,65,70,62,62,66,64,55,53,55,64,33
7676,M. Angha,"CB, RB",67,68,27,74,Right,188,2022.0,1000000.0,76,77,65,63,65,67,65,68,64,58,58,68,36
1745,J. Gradit,"CB, RB",75,76,28,82,Right,180,2024.0,5500000.0,91,78,75,74,77,74,75,78,69,60,59,68,27
3004,M. Guéhi,CB,73,84,20,72,Right,185,2026.0,6000000.0,73,77,74,76,75,72,74,67,63,49,55,68,26
3098,G. Gönül,"RB, CB",72,72,36,69,Right,175,2023.0,525000.0,80,64,72,70,75,66,72,75,74,69,70,74,65
1702,L. Giannetti,CB,75,77,27,77,Right,184,2022.0,6000000.0,84,81,76,80,77,76,74,70,65,55,54,68,29
1763,S. Posch,"CB, RB",75,79,24,71,Right,189,2024.0,7000000.0,72,76,79,78,81,77,77,66,68,50,58,77,25
7607,A. Uludağ,"LB, CB",67,67,30,69,Left,180,2022.0,875000.0,67,70,64,60,66,64,67,65,63,62,61,60,62
10019,V. Agardius,"CB, LWB",65,65,31,68,Left,181,2022.0,500000.0,66,76,64,65,63,61,65,55,64,56,58,61,36
15356,A. Hartridge,CB,60,70,22,69,Left,185,2025.0,525000.0,72,72,59,59,60,59,58,61,40,45,40,59,27
7547,Shin Kwang Hoon,"RB, CB",67,67,34,71,Right,178,2022.0,375000.0,75,72,61,60,64,65,63,67,56,61,63,50,42
3270,T. Kalas,"CB, RB",72,73,28,76,Right,184,2023.0,2200000.0,84,79,71,69,71,73,72,70,72,54,60,74,57
9540,G. Haag,"CDM, CM, CB",66,77,21,72,Right,185,2023.0,1800000.0,67,70,63,63,65,59,66,73,64,56,59,57,29
16034,J. Bedeau,CB,59,71,21,66,Left,182,2023.0,525000.0,81,70,57,57,58,60,55,63,52,46,49,54,24
15534,A. Ouattara Mohammed,CB,60,73,20,71,Right,189,2023.0,550000.0,71,73,56,53,59,56,55,72,51,44,59,61,21
3989,C. Nelson,CB,71,73,28,81,Right,183,2023.0,1900000.0,93,86,70,71,69,71,71,66,65,50,58,68,28
15853,M. Schleef,"RWB, CB",60,66,22,63,Right,185,2022.0,375000.0,64,65,60,60,62,59,61,60,50,43,37,56,31
14541,K. Al Barakah,"CB, LB",61,61,30,70,Left,179,2024.0,275000.0,66,66,60,59,62,63,58,63,48,52,52,59,19
9245,T. Nara,CB,66,68,27,71,Right,180,2022.0,900000.0,85,70,65,67,66,63,62,70,58,43,52,68,51
4372,B. Dibassy,"CB, LB",71,71,31,78,Left,183,2021.0,1300000.0,74,77,71,72,71,70,71,72,64,61,64,67,59
10739,A. Rus,"CB, CDM",65,72,25,71,Right,183,2031.0,2850451.813201148,65,76,64,64,64,65,63,69,66,53,57,63,52
4414,A. Pascanu,CB,71,82,22,79,Right,187,2022.0,3900000.0,73,82,71,70,73,68,71,75,59,49,46,69,36
1191,K. Vogt,"CB, CDM",76,76,29,75,Right,194,2022.0,6500000.0,57,83,77,75,77,76,80,69,80,72,85,75,57
2380,L. Balerdi,CB,74,82,22,75,Right,187,2024.0,9000000.0,74,78,75,74,77,72,72,74,64,57,70,77,31
14272,J. Bell,"CB, LB",62,68,23,71,Left,185,2021.0,575000.0,78,74,62,61,64,63,61,64,50,37,40,58,18
2257,Meirelinson,CB,74,74,29,70,Right,182,2024.0,3500000.0,72,72,75,73,77,73,74,67,57,66,66,74,39
17066,A. Alese,"CB, LB",57,70,20,63,Left,185,2023.0,375000.0,73,72,56,55,57,55,57,54,53,39,41,54,35
7250,S. Coulibaly,CB,68,71,26,75,Right,193,2023.0,1400000.0,71,82,67,68,68,64,65,73,65,50,54,67,38
16795,F. Mendy,"CB, RB",58,69,20,62,Right,191,2025.0,425000.0,70,70,59,58,62,55,56,40,38,39,38,64,20
14442,F. Modelski,"RWB, RB, CB",61,61,28,64,Right,181,2022.0,300000.0,66,61,57,58,56,57,56,66,54,52,53,56,28
4351,K. Mac Allister,"LB, RB, CB",71,80,23,66,Right,175,2023.0,4000000.0,76,58,71,72,73,70,70,70,68,56,50,68,37
17016,Gao Jiarun,"CB, CDM, CM",57,58,26,68,Right,184,2021.0,170000.0,65,72,56,60,50,49,63,59,55,47,50,50,40
14336,K. Autonne,CB,62,72,20,74,Left,184,2024.0,825000.0,72,81,61,57,62,58,66,61,56,47,60,59,21
14105,L. Bury,"CB, LB",62,67,25,68,Right,184,2022.0,525000.0,75,67,62,60,66,64,59,63,58,50,50,56,28
14165,P. Ortiz,"CB, LB",62,75,21,62,Right,190,2021.0,925000.0,65,62,63,64,63,61,60,59,52,38,30,65,28
18193,N. Tamang,"RB, CB",54,59,25,64,Right,179,2024.0,150000.0,79,67,50,48,54,51,47,54,43,42,47,52,25
1282,A. Djiku,CB,76,79,26,81,Right,182,2023.0,8500000.0,83,82,75,75,76,74,74,78,74,66,65,73,42
14085,K. Tachi,CB,62,69,23,65,Right,173,2022.0,750000.0,74,73,61,58,65,63,61,63,43,48,53,53,26
1225,J. Gouweleeuw,CB,76,76,29,75,Right,188,2024.0,6500000.0,70,78,79,80,79,76,81,77,74,65,76,71,77
2152,J. Silva,"LB, LWB, CB",74,75,27,76,Left,179,2025.0,4400000.0,70,72,71,74,73,71,70,82,67,67,63,55,69
16784,H. Roberts,CB,58,75,19,64,Left,180,2023.0,500000.0,83,70,57,55,60,56,58,51,45,53,51,50,46
1956,A. Szalai,"CB, LB",75,83,23,83,Left,192,2025.0,11500000.0,82,87,75,76,74,72,74,80,55,56,65,75,38
6314,S. Marković,CB,69,80,21,70,Right,185,2024.0,2900000.0,73,67,70,70,70,68,69,68,75,54,65,70,48
3002,N. Tenaglia,"RB, CB",73,78,25,76,Right,181,2022.0,4200000.0,67,72,71,70,72,74,74,82,72,63,60,61,51
84,S. de Vrij,CB,85,85,29,79,Right,189,2023.0,45000000.0,79,79,87,89,87,85,87,77,85,64,71,84,60
17385,R. Pluijmen,"CB, RB",57,72,18,51,Left,171,2022.0,350000.0,82,49,59,57,61,62,61,47,54,38,36,55,23
11908,D. Michalski,"CB, RB",64,71,23,77,Right,191,2023.0,1100000.0,62,87,63,63,63,62,61,57,56,54,54,64,61
12563,P. Kotal,"RB, CB",63,63,27,76,Right,179,2022.0,475000.0,67,70,60,58,60,59,63,74,55,48,47,59,37
17308,S. Pungi,CB,57,67,20,66,Right,185,2022.0,325000.0,85,74,55,54,56,53,51,49,46,39,40,65,32
6344,P. Kalulu,"RB, CB",69,82,21,64,Right,184,2025.0,3300000.0,76,64,70,69,72,70,68,68,63,58,54,68,32
1901,M. Pongračić,CB,75,81,23,78,Right,190,2022.0,8000000.0,77,90,74,72,77,79,71,77,65,51,63,76,22
251,C. Lenglet,CB,82,86,26,79,Left,186,2026.0,37500000.0,84,80,83,84,82,80,85,79,82,67,74,81,46
1910,Murilo,"CB, CDM",75,80,24,78,Right,188,2023.0,7500000.0,73,80,76,76,77,75,74,76,69,52,64,76,25
12130,T. Tamukai,"LB, RB, CB",64,64,29,55,Right,175,2022.0,525000.0,52,45,59,61,62,58,60,58,61,62,64,38,47
146,J. Boateng,CB,83,83,32,79,Right,190,2023.0,23500000.0,74,87,84,84,84,84,83,83,84,73,83,83,58
16398,N. Păun,"CDM, CB, CM",59,68,22,57,Right,181,2023.0,475000.0,58,58,60,62,61,56,61,66,51,51,55,57,39
12206,S. Andreou,CB,64,76,18,72,Right,188,2024.0,1300000.0,68,73,63,60,67,62,61,71,59,50,55,63,28
6039,R. Bormuth,CB,69,73,25,74,Right,190,2022.0,1700000.0,82,84,70,70,69,66,72,64,62,38,49,68,22
