,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,defending,passing,physic,attacking_volleys,skill_long_passing,movement_agility,power_shot_power,power_jumping,power_strength,mentality_aggression,mentality_interceptions,defending_standing_tackle,defending_sliding_tackle,height_cm
12618,J. Caletti,"CDM, CM",63,68,675000.0,900.0,22,2022.0,60,58,62,40,61,89,45,64,58,52,61,61,56,162
5828,E. Ofori,"CM, CDM",69,69,1500000.0,5000.0,26,2023.0,63,66,69,59,69,88,68,75,64,76,62,69,69,172
12373,S. Drewniak,"CM, CDM, CAM",63,63,500000.0,1000.0,27,2023.0,59,61,61,53,61,73,58,60,54,51,61,63,59,179
5955,Leandro Silva,"CM, CDM",69,70,1600000.0,4000.0,27,2023.0,60,69,67,61,70,64,79,57,60,71,64,57,54,173
12427,B. Morris,"CDM, CM",63,68,650000.0,2000.0,25,2023.0,60,58,68,48,63,76,62,78,66,61,61,61,60,182
11626,J. Delem,"CDM, RB",64,65,575000.0,2000.0,28,2021.0,60,57,73,45,60,66,55,87,70,68,62,61,59,180
5932,M. Pouraliganji,"CB, CDM, CM",69,69,1200000.0,6000.0,29,2022.0,69,61,73,64,67,62,62,73,73,71,67,71,67,187
11612,J. Hayes,"CDM, CM",64,68,725000.0,2000.0,26,2021.0,58,62,66,41,69,79,52,79,62,64,52,59,58,170
7311,R. Boissier,"CM, CDM, RM",68,69,1400000.0,3000.0,27,2023.0,65,67,70,46,66,70,69,74,69,65,63,68,62,181
7239,Jimmy,"CDM, CM",68,75,2300000.0,4000.0,24,2022.0,63,64,64,40,65,69,52,56,56,67,69,66,64,170
4347,A. Hadžiahmetović,"CDM, CM, LM",71,78,3500000.0,9000.0,24,2024.0,67,68,71,43,68,64,72,55,72,69,70,70,65,179
10776,O. Diakité,CDM,65,76,1500000.0,5000.0,20,2022.0,61,61,74,56,64,61,76,66,78,73,62,64,62,187
14875,K. Miyamoto,"CDM, CM, RB",61,66,450000.0,800.0,25,2024.0,57,60,65,41,69,65,49,70,70,65,56,58,61,177
14814,R. Ndiaye,"CDM, CM",61,80,800000.0,650.0,19,2024.0,56,56,67,36,65,70,58,68,67,65,54,58,60,179
10651,J. Heil,"CDM, RB, CM",65,70,1000000.0,2000.0,24,2022.0,62,62,72,46,64,70,65,72,73,71,62,63,62,176
14744,J. Jenkins,"CDM, CM",61,77,800000.0,6000.0,19,2023.0,55,56,61,34,61,61,52,64,58,63,55,60,56,176
4382,J. Esquivel,"CDM, CM",71,77,2700000.0,6000.0,23,2022.0,70,60,74,33,66,68,68,74,75,63,72,67,67,179
7116,E. Zaldívar,"CDM, RB",68,77,2500000.0,5000.0,24,2022.0,65,65,70,48,68,70,67,70,71,56,60,68,65,175
13892,A. Thapa,"CDM, CM",62,73,825000.0,500.0,23,2023.0,54,62,64,45,63,80,54,37,60,61,60,56,53,169
4904,F. Zuqui,"CM, RM, CDM",70,70,1600000.0,8000.0,29,2022.0,65,69,66,49,71,78,66,67,61,62,67,62,59,170
13690,H. Ito,"CB, CDM",62,71,825000.0,4000.0,22,2024.0,61,59,68,42,58,63,68,49,74,62,58,66,59,186
13905,H. White,"CDM, LB, LM",62,80,975000.0,6000.0,19,2024.0,57,65,56,50,61,72,65,55,48,62,58,58,56,178
13927,D. Drysdale,"CB, CDM",62,74,925000.0,3000.0,21,2023.0,61,46,72,27,53,48,38,67,78,61,60,64,61,196
4492,M. Longstaff,"CM, CDM, CAM",71,82,4200000.0,18000.0,21,2022.0,58,70,60,54,74,70,73,59,50,74,66,62,54,171
4481,M. Trávník,"CM, CDM",71,72,2100000.0,750.0,27,2022.0,65,72,66,66,70,73,72,60,62,68,69,66,64,174
14235,L. Kerber,"CDM, CM",62,75,900000.0,600.0,19,2024.0,53,60,59,43,64,76,60,58,52,59,52,58,54,180
4435,N. Raskin,"CM, CDM",71,83,4500000.0,8000.0,20,2022.0,66,72,73,58,74,77,71,80,68,78,69,69,63,179
14107,S. Tanaka,"CB, CDM, CM",62,75,875000.0,500.0,18,2022.0,61,57,62,29,64,75,57,71,69,60,61,65,62,174
4650,Sergio Tejera,"CDM, CM",70,70,1100000.0,5000.0,31,2023.0,67,69,74,65,68,73,75,64,71,77,70,68,67,180
7162,Nacho Méndez,"CM, RM, CDM",68,77,2700000.0,4000.0,23,2025.0,56,70,69,56,68,77,64,56,67,66,57,59,55,178
4557,T. Nianzou,"CB, CDM",71,85,4200000.0,18000.0,19,2024.0,71,55,74,37,66,55,57,77,77,70,69,73,68,187
4379,Y. Shakhov,"CM, CDM, CAM",71,71,1800000.0,850.0,30,2022.0,68,67,70,57,73,64,70,57,73,68,72,68,65,189
17497,H. Kite,"CM, CDM",56,67,325000.0,2000.0,21,2023.0,50,52,54,44,55,75,57,69,52,43,52,53,49,176
17467,R. East,"CM, CDM",56,65,325000.0,2000.0,22,2022.0,40,58,42,48,60,76,58,58,29,45,42,38,34,176
492,X. Schlager,"CDM, CM",80,84,27500000.0,53000.0,23,2023.0,73,73,81,60,77,78,78,63,80,85,83,74,69,174
9485,A. Mabaso,"RB, CDM, RM",66,66,725000.0,500.0,30,2022.0,65,64,64,40,69,62,50,66,65,65,59,70,65,173
9488,E. Bekiroglu,"CM, CAM, CDM",66,69,1100000.0,4000.0,25,2023.0,45,65,68,57,69,71,66,59,75,60,52,52,41,185
17562,D. Tangri,"CDM, CB",56,66,300000.0,550.0,22,2023.0,54,47,70,32,53,67,48,77,73,63,53,57,55,179
603,R. Tapia,"CDM, CM",79,83,22000000.0,25000.0,25,2024.0,79,72,82,64,76,66,78,76,82,79,77,87,81,185
8322,B. Slisz,"CM, CDM",67,78,2300000.0,3000.0,22,2024.0,67,62,73,58,65,64,52,69,67,67,69,68,62,180
17541,N. Jaby,CDM,56,63,275000.0,2000.0,20,2024.0,53,55,43,42,55,73,50,65,35,49,56,60,56,175
17182,R. Cuéllar,CDM,57,65,350000.0,500.0,24,2021.0,54,50,64,36,47,68,30,71,60,52,63,54,51,170
219,I. Gueye,"CDM, CM",82,82,21500000.0,88000.0,31,2023.0,83,71,77,32,76,79,80,86,69,83,86,87,83,174
173,T. Partey,"CM, CDM",83,83,36500000.0,115000.0,28,2024.0,80,82,84,56,85,75,86,83,84,84,81,84,80,185
8232,L. Grgic,"CDM, CM",67,71,1300000.0,8000.0,25,2022.0,65,59,81,29,60,55,56,69,85,72,71,63,58,183
9572,A. Artean,"CDM, CM",66,67,875000.0,3000.0,27,2022.0,64,59,78,53,64,66,74,77,79,76,64,65,65,185
17401,K. Hajrizi,"CB, RB, CDM",57,65,350000.0,2000.0,22,2024.0,56,37,71,24,47,43,39,71,72,61,48,63,59,185
8271,N. Estévez,"CM, RM, CDM",67,69,1300000.0,5000.0,25,2022.0,64,68,67,59,67,71,65,72,60,72,62,68,64,181
9524,Y. Góez,"CDM, CM",66,74,1800000.0,3000.0,21,2022.0,58,67,66,34,73,63,58,70,69,69,55,59,57,179
1756,A. Cubas,"CDM, CM",75,79,7000000.0,7000.0,25,2024.0,74,68,59,33,73,90,59,82,32,82,74,78,75,166
8769,Y. Pehlivan,"CDM, CM",66,66,575000.0,4000.0,32,2022.0,63,57,70,70,60,72,70,71,65,71,67,60,56,184
18367,L. Breunig,"CB, CDM, LB",54,70,250000.0,500.0,17,2024.0,55,42,54,25,41,55,29,81,58,43,51,57,53,187
8436,J. Pretell,"CDM, CM",67,76,2200000.0,500.0,22,2023.0,64,65,65,48,70,70,66,63,57,66,59,65,66,171
1008,V. Rongier,"CM, CDM",77,80,13500000.0,38000.0,26,2024.0,74,76,74,66,80,77,75,73,69,75,81,80,71,172
1049,Sidney Pessinho,"CDM, CM",77,77,9000000.0,27000.0,29,2024.0,76,74,80,45,77,52,73,68,85,77,76,76,76,187
1079,E. Álvarez,"CDM, CB",77,83,15500000.0,14000.0,23,2024.0,79,66,84,63,72,62,69,76,84,83,81,77,78,187
8515,M. Miranda,"CAM, CDM, RM",67,79,2500000.0,5000.0,21,2022.0,56,66,53,46,63,67,70,59,43,54,47,62,56,174
803,F. Grillitsch,"CM, CDM, CB",78,81,18500000.0,35000.0,25,2022.0,72,77,66,53,82,68,65,48,72,50,80,72,59,187
9077,Agus Medina,"CDM, CM, RB",66,69,1000000.0,3000.0,26,2023.0,62,64,67,29,71,67,73,71,66,54,63,64,61,176
18457,Zhao Jianfei,"CB, RB, CDM",53,63,200000.0,2000.0,22,2021.0,54,33,54,26,31,64,34,71,55,50,51,54,50,184
1335,S. Amrabat,"CDM, CM",76,79,9500000.0,36000.0,24,2024.0,73,70,78,68,71,64,72,69,80,75,74,73,67,185
1367,S. Serdar,"CM, CDM",76,81,11500000.0,35000.0,24,2026.0,74,71,79,55,73,69,75,84,76,85,76,75,73,184
8189,S. Yajima,"CM, CDM, CF",67,68,1200000.0,5000.0,27,2022.0,55,64,65,49,63,70,68,70,60,54,66,53,48,171
128,M. Brozović,"CDM, CM",84,84,37000000.0,130000.0,28,2022.0,79,80,78,65,84,79,80,70,67,85,81,81,80,181
17009,M. Smith,"CM, CDM",57,62,240000.0,2000.0,25,2022.0,52,56,62,42,58,71,60,70,62,55,50,55,53,178
7090,Kenny Rocha Santos,"CM, CDM",68,77,2700000.0,4000.0,21,2025.0,60,67,67,56,65,77,57,68,61,71,60,62,58,174
15296,Huang Zhengyu,"CB, CDM",60,69,500000.0,2000.0,24,2022.0,61,53,61,35,52,72,37,62,61,56,63,63,61,178
7294,F. Panák,"CB, CDM, CM",68,73,1600000.0,500.0,25,2022.0,67,64,67,44,70,64,52,59,72,63,69,68,66,187
2408,Jean Lucas,"CM, CDM",74,80,6500000.0,34000.0,23,2026.0,68,74,73,58,76,72,77,58,73,73,68,71,66,181
8095,K. Dougall,"CDM, CM",67,67,900000.0,5000.0,28,2022.0,66,60,70,37,64,70,59,76,71,68,64,68,67,184
5398,L. González,"CM, CDM",70,80,3600000.0,6000.0,21,2023.0,58,72,65,45,72,79,66,62,66,71,58,62,61,169
11898,H. Saghiri,"CDM, CM",64,71,1100000.0,900.0,24,2022.0,62,58,67,54,54,74,63,75,56,75,58,64,63,180
9280,T. Makowski,"CDM, CM",66,72,1300000.0,2000.0,21,2022.0,61,58,72,31,63,72,54,71,68,69,65,66,60,181
11353,G. Lefebvre,"CDM, CM",64,65,600000.0,2000.0,27,2022.0,61,62,56,41,63,78,56,70,46,58,65,62,59,175
642,Y. Bissouma,"CDM, CM",79,84,24500000.0,50000.0,24,2023.0,77,75,75,65,77,73,82,80,73,74,81,83,76,182
13127,S. Benchamma,"CDM, CM",63,74,1000000.0,1000.0,21,2024.0,58,61,64,48,66,65,63,62,65,63,60,60,56,185
3588,Kelivelson,"CDM, RB, RM",72,72,2300000.0,9000.0,25,2024.0,72,66,74,39,71,56,44,82,73,81,71,72,73,182
9402,D. Rasak,"CDM, CM",66,69,1000000.0,2000.0,25,2023.0,62,58,76,37,61,74,60,82,74,72,63,63,62,184
12032,K. Stratznig,"CDM, CM",64,76,1300000.0,2000.0,19,2022.0,62,56,68,35,59,64,55,60,68,66,64,64,59,183
5535,A. Büttner,"LB, CDM",69,69,975000.0,4000.0,32,2022.0,65,71,67,60,71,69,75,71,67,75,65,67,68,174
9464,T. Domgjoni,"CDM, CM",66,76,1800000.0,4000.0,22,2024.0,63,63,69,63,64,70,67,70,66,66,63,61,64,177
15551,L. Landaeta,"CDM, CM, RM",60,70,525000.0,500.0,21,2022.0,56,53,61,30,60,62,23,72,57,52,60,65,60,161
2099,H. Reed,"CDM, CM",74,79,5500000.0,41000.0,26,2024.0,72,72,70,40,72,77,65,63,64,80,76,74,71,175
10746,T. Pedersen,"LB, CM, CDM",65,70,1000000.0,1000.0,24,2022.0,63,59,67,31,61,60,53,55,67,65,66,64,60,184
14081,R. Yasunaga,"CDM, CM",62,71,825000.0,650.0,20,2022.0,55,61,68,31,66,77,42,69,68,65,54,62,56,177
514,M. Dembélé,"CM, CAM, CDM",79,79,11000000.0,21000.0,33,2021.0,73,76,77,73,79,77,77,79,83,73,78,73,68,185
12849,L. O'Connor,"RB, CDM",63,72,1000000.0,7000.0,20,2022.0,59,56,61,40,52,70,52,70,56,57,60,58,57,178
9307,H. Kane,"CM, CDM",66,74,1900000.0,11000.0,22,2022.0,55,64,60,47,67,67,63,59,54,65,54,59,62,175
7673,R. Boateng,"CM, CDM, CAM",67,67,1000000.0,3000.0,28,2022.0,65,62,76,42,67,67,71,83,74,72,64,69,65,180
524,Rafael Carioca,"CDM, CM",79,79,11500000.0,49000.0,32,2023.0,73,77,75,58,79,70,76,53,70,74,78,77,74,181
10259,A. McEneff,"CM, CDM",65,68,950000.0,2000.0,25,2023.0,60,64,67,62,63,74,66,55,64,57,60,63,59,175
6795,J. Fuentes,"CB, CM, CDM",68,73,1600000.0,5000.0,26,2026.0,67,61,77,49,67,66,63,79,74,77,69,67,64,173
598,M. Dahoud,"CM, CDM",79,82,23000000.0,56000.0,25,2023.0,67,76,70,66,79,87,81,71,59,74,78,64,59,178
7583,M. Ziegl,"CDM, CM",67,68,975000.0,4000.0,28,2023.0,64,61,77,53,59,71,66,82,70,77,65,62,64,182
15426,S. Opsahl,"CM, CDM",60,71,550000.0,650.0,21,2024.0,56,59,64,42,64,65,63,70,63,59,54,56,47,187
10343,R. Gojani,"CM, CDM",65,65,725000.0,3000.0,28,2024.0,50,65,65,44,69,85,53,84,59,57,55,43,43,174
15465,T. Ducrocq,"CM, CDM",60,71,550000.0,3000.0,21,2022.0,48,59,53,52,60,76,45,74,49,41,49,54,45,176
3384,A. Rocha,"CM, CDM",72,72,2300000.0,11000.0,28,2021.0,69,70,75,50,70,69,75,46,70,80,72,72,64,170
17068,Zhang Huachen,"CDM, CM",57,65,350000.0,3000.0,23,2021.0,56,52,58,31,55,78,52,66,57,59,55,57,56,176
577,A. Doucouré,"CM, CDM",79,79,17500000.0,87000.0,28,2023.0,77,72,81,68,76,65,84,73,80,75,80,80,76,184
8179,F. Ugrinic,"CM, CDM, CAM",67,77,2300000.0,5000.0,22,2024.0,65,68,76,52,69,68,78,70,85,62,67,67,63,184
4830,J. Vázquez,"CM, CDM",70,70,975000.0,12000.0,33,2021.0,69,67,68,48,70,71,68,72,61,60,73,73,69,166
11949,J. Ortiz,"RB, CDM",64,64,130000.0,500.0,39,2021.0,62,59,62,49,56,66,40,63,66,55,62,63,64,173
82,Koke,"CM, CDM",85,85,52500000.0,90000.0,29,2024.0,79,85,80,56,84,73,83,59,75,79,83,81,70,176
6321,Ramón Enríquez,"CM, CDM",69,81,3300000.0,4000.0,20,2024.0,57,70,64,49,74,62,70,63,61,60,61,67,65,173
5123,G. Shibasaki,"CM, CDM, RM",70,70,1600000.0,8000.0,29,2023.0,67,70,65,60,68,78,63,70,60,65,73,69,68,174
10574,N. Al Dawsari,"LB, CM, CDM",65,76,1500000.0,7000.0,22,2023.0,58,67,60,34,68,82,55,62,57,55,58,58,58,178
839,B. Soumaré,"CDM, CM",78,85,27000000.0,68000.0,22,2026.0,72,74,80,53,78,69,64,71,81,77,75,74,71,188
2164,M. Mevlja,"CB, CDM",74,74,2900000.0,13000.0,31,2024.0,77,60,74,48,71,65,47,63,81,63,78,77,77,190
9314,M. Farfan,"LB, CB, CDM",66,74,1800000.0,2000.0,22,2021.0,63,51,68,30,54,76,35,82,64,67,62,64,64,175
4038,Choi Young Joon,CDM,71,71,1600000.0,8000.0,29,2022.0,67,66,75,56,67,74,60,84,73,60,70,71,64,181
4956,G. Donsah,"CM, CDM",70,75,2300000.0,7000.0,25,2026.0,66,70,74,66,70,78,80,78,71,72,62,69,69,176
5026,J. Bacuna,"CM, CDM",70,77,3200000.0,23000.0,23,2023.0,65,70,76,61,71,71,80,75,74,84,65,66,56,178
8152,D. Jones,CDM,67,74,1900000.0,2000.0,24,2021.0,62,59,81,38,62,56,69,78,87,72,67,61,57,193
5261,Monchu,"CM, CDM",70,81,3600000.0,9000.0,21,2025.0,65,68,65,42,71,70,71,67,56,73,66,70,65,173
5249,J. Deminguet,"CM, CDM",70,76,2500000.0,4000.0,23,2023.0,62,70,67,58,68,76,66,47,62,67,63,64,61,178
11932,R. Crawford,"CDM, CM",64,67,675000.0,2000.0,27,2022.0,61,63,60,45,64,71,55,84,55,53,68,64,60,174
8419,J. Rodríguez,"CDM, CM",67,67,725000.0,6000.0,31,2024.0,62,69,63,59,73,74,68,70,61,50,65,66,56,173
4866,D. Kinsombi,"CM, CDM",70,72,2000000.0,8000.0,25,2023.0,66,62,74,45,69,73,66,84,75,69,67,69,65,183
2255,Edval Anton,"CDM, CM, CAM",74,74,3600000.0,12000.0,29,2024.0,72,71,69,61,74,65,64,69,62,67,67,77,64,183
11275,M. O'Hara,"CM, CDM, CB",64,67,775000.0,2000.0,25,2022.0,61,61,72,30,64,64,62,75,74,55,60,62,58,183
14577,P. Vagić,"CDM, CM, CB",61,75,775000.0,950.0,21,2025.0,56,57,72,54,59,72,65,53,75,72,55,60,61,188
3718,L. Štulac,"CDM, CM",72,76,2900000.0,29000.0,26,2023.0,69,68,70,67,70,74,70,64,69,67,72,72,69,175
11852,A. Cruz,"CM, CDM",64,69,850000.0,2000.0,25,2021.0,62,58,70,52,58,75,67,60,66,73,63,63,61,165
752,J. McGinn,"CDM, CM",78,81,16500000.0,58000.0,26,2025.0,71,75,80,71,83,77,83,75,75,79,73,75,69,178
5223,J. González,"CM, CDM",70,75,2400000.0,21000.0,22,2022.0,70,65,68,57,66,76,66,71,64,60,72,71,69,175
1394,O. Mangala,"CM, CDM",76,81,11500000.0,23000.0,23,2024.0,71,71,71,50,73,80,66,67,69,71,72,72,73,178
15622,J. Garrett,"CDM, CM",60,78,600000.0,2000.0,18,2023.0,59,53,63,34,53,64,47,57,58,73,59,60,61,177
8242,G. Roemeratoe,"CDM, CM",67,75,2200000.0,3000.0,21,2022.0,66,59,73,48,61,69,59,61,73,73,65,69,66,178
4598,E. Papa,"LB, LWB, CDM",70,70,350000.0,4000.0,39,2021.0,65,72,65,45,71,79,55,79,57,67,65,62,66,169
306,K. Kampl,"CM, CDM",81,81,24500000.0,83000.0,30,2023.0,63,81,62,68,78,90,69,67,47,66,75,63,59,178
6002,S. Ugarković,"CDM, CM",69,70,1500000.0,5000.0,26,2022.0,65,62,75,35,66,65,57,68,75,64,66,66,63,179
12319,M. Piossek,"CAM, CDM",63,63,400000.0,650.0,31,2023.0,49,61,70,57,59,77,68,72,65,65,56,45,49,176
2749,D. Ndong,"CDM, CM",73,74,3100000.0,5000.0,27,2022.0,69,67,81,53,73,69,74,71,78,79,68,72,72,180
4438,R. Aabid,"CDM, CM, CAM",71,71,1600000.0,10000.0,29,2023.0,63,71,69,52,72,75,65,54,64,67,71,64,59,178
978,M. Kranevitter,"CDM, CM",77,78,10000000.0,45000.0,28,2023.0,73,71,77,43,76,69,61,79,74,77,73,77,74,178
1828,Jorginhson,"CDM, CM, CAM",75,75,4800000.0,13000.0,29,2024.0,76,68,64,41,75,76,51,56,56,72,76,77,76,178
19,J. Kimmich,"CDM, RB",89,90,108000000.0,160000.0,26,2025.0,83,86,79,69,90,84,78,79,68,89,84,85,79,177
18901,S. Tavora,"CDM, RM",51,57,80000.0,500.0,25,2022.0,47,47,63,48,47,67,46,59,65,59,45,50,48,169
9550,A. Colorado,CDM,66,77,1800000.0,650.0,22,2024.0,62,56,73,38,58,71,55,75,70,71,64,63,64,182
10035,A. Khamis,"LB, CDM",65,65,500000.0,5000.0,32,2022.0,60,60,66,42,62,71,52,49,60,71,62,64,56,166
17273,G. Martins,"CDM, CM",57,60,190000.0,500.0,27,2024.0,50,54,66,38,59,66,60,53,72,45,53,51,48,180
7839,Maikel Mesa,"CDM, CAM, CM",67,67,850000.0,3000.0,30,2022.0,63,65,75,59,63,73,70,72,80,65,64,65,64,186
5920,S. Davis,"CM, CDM, CAM",69,69,1400000.0,5000.0,28,2021.0,67,69,77,56,69,70,65,68,76,66,66,68,62,183
5917,Javi Muñoz,"CM, CAM, CDM",69,72,1800000.0,6000.0,26,2023.0,61,68,65,48,70,63,67,57,64,59,59,64,59,175
7226,D. Dressel,"CM, CDM",68,78,2700000.0,2000.0,22,2022.0,60,64,72,57,68,71,72,72,69,68,66,60,58,186
16119,J. Cavallo,"LB, CDM",59,66,425000.0,600.0,21,2023.0,53,55,66,33,56,70,42,58,64,71,52,55,53,176
11903,E. Florescu,"CM, CDM",64,71,1200000.0,2000.0,24,2023.0,52,63,61,63,66,69,74,66,58,52,57,55,49,188
6178,J. Méndez,"CDM, CM",69,76,2600000.0,6000.0,24,2022.0,67,67,70,65,63,75,75,73,67,71,65,69,71,177
18201,A. Singh Kiyam,"CM, CDM",54,67,250000.0,500.0,20,2022.0,47,53,58,42,56,77,45,72,59,52,48,47,49,171
7978,R. Wintle,CDM,67,75,2100000.0,9000.0,24,2022.0,62,62,70,46,67,74,56,82,65,53,65,63,60,180
7995,V. Marchetti,"CM, CDM, LB",67,73,1600000.0,2000.0,23,2023.0,64,66,70,59,67,79,63,62,71,64,64,65,62,181
16443,E. Uhlmann,CDM,59,77,550000.0,2000.0,18,2022.0,56,55,57,35,57,62,63,60,55,68,52,62,69,176
11771,S. Sohm,"CDM, CB, CM",64,75,1200000.0,5000.0,20,2025.0,62,59,74,47,61,69,59,68,80,62,59,63,61,188
172,M. Kovačić,"CM, CDM",83,84,41500000.0,135000.0,27,2024.0,69,83,70,76,82,87,79,75,63,77,74,73,66,176
14065,A. Morris,"CDM, CM",62,71,800000.0,750.0,19,2023.0,61,53,70,43,58,71,63,63,71,72,54,65,62,178
2602,J. Jønsson,CDM,73,73,2700000.0,22000.0,28,2022.0,72,65,75,46,69,74,63,78,73,74,74,76,72,182
6551,X. Kouassi,"CDM, CB",68,68,850000.0,2000.0,31,2022.0,64,61,74,37,65,82,63,87,70,75,66,66,63,174
6075,A. Sissako,"CDM, CM",69,75,2000000.0,6000.0,23,2022.0,66,64,75,45,63,65,66,74,75,73,66,66,64,186
9943,C. Thomas,"CDM, CM",65,66,725000.0,3000.0,27,2022.0,62,61,72,49,63,74,61,59,73,61,62,63,62,185
6052,Jaílson,"CB, CDM",69,72,1600000.0,7000.0,25,2021.0,69,60,76,45,62,65,67,80,76,73,65,73,66,187
12239,F. Peña Biafore,"CDM, CB",64,76,1300000.0,3000.0,20,2022.0,64,60,65,33,61,70,59,69,70,57,67,65,63,179
2052,P. Kasami,"CAM, CDM",74,74,4100000.0,14000.0,29,2022.0,57,71,79,78,72,63,85,71,81,75,67,65,56,188
10652,Y. Diarra,"CM, CDM",65,72,1400000.0,6000.0,23,2021.0,61,63,70,54,62,68,67,77,69,70,64,64,62,178
11511,V. Müller,"CM, CDM",64,71,1200000.0,3000.0,22,2025.0,58,62,61,44,68,74,56,72,55,61,62,61,56,175
11003,F. Catarozzi,"CM, CDM",65,75,1600000.0,500.0,21,2022.0,66,58,63,39,60,69,52,66,62,60,72,70,60,179
1162,Z. Junuzović,"CM, CDM, CAM",76,76,4600000.0,27000.0,33,2022.0,67,79,69,83,76,87,78,74,62,71,73,66,63,172
11884,V. Rață,"CM, CDM, RM",64,64,575000.0,2000.0,28,2023.0,61,63,70,61,66,81,68,79,64,67,63,63,64,174
12722,A. Hartigan,"CM, CDM",63,71,1100000.0,1000.0,21,2022.0,57,63,67,52,64,72,58,79,66,56,58,60,57,178
4327,B. Cáceres,"LM, CM, CDM",71,71,1500000.0,800.0,32,2023.0,55,69,62,49,71,63,58,49,62,49,62,59,38,177
5777,D. Moreno,"CDM, CM",69,69,1200000.0,2000.0,29,2021.0,66,57,79,64,61,70,59,34,79,71,72,62,63,181
6689,Han Kook Young,"CM, CDM",68,68,1000000.0,4000.0,31,2024.0,66,68,76,26,70,71,50,57,75,65,72,68,68,183
16939,M. Parker,CDM,58,66,425000.0,1000.0,22,2022.0,54,54,62,29,60,30,53,63,70,60,50,61,60,183
1686,B. Pearson,CDM,75,78,6500000.0,30000.0,26,2024.0,72,63,84,38,71,69,63,85,78,95,72,75,74,176
7722,F. Schnellhardt,"CM, CDM",67,68,1200000.0,6000.0,27,2022.0,57,65,70,55,66,77,67,71,72,59,60,55,54,180
3214,S. Clucas,"CM, CDM",72,72,2200000.0,21000.0,30,2023.0,66,71,73,68,68,66,70,72,70,62,69,68,58,188
9476,E. Aiwu,"CB, CDM",66,76,1800000.0,6000.0,20,2024.0,65,54,75,34,59,69,55,77,74,70,61,70,68,184
6361,S. Naveda,"CM, CDM",69,82,3300000.0,15000.0,20,2022.0,68,65,71,39,65,70,64,75,67,65,67,75,63,176
8852,D. Offenbacher,"CM, CDM, CAM",66,66,825000.0,4000.0,29,2022.0,57,68,66,58,65,76,71,71,65,70,62,62,58,174
10220,Ricardinho,"RB, CDM",65,66,750000.0,2000.0,27,2022.0,62,58,70,42,59,69,63,70,73,65,64,64,62,179
12757,T. Bayliss,"CM, CDM",63,74,1100000.0,6000.0,22,2022.0,54,63,65,42,63,81,56,59,66,55,52,56,54,183
13915,M. Coyle,"CDM, CM",62,69,750000.0,500.0,24,2021.0,57,54,66,33,55,74,44,66,56,74,58,60,58,178
18283,C. Jones,"CM, CDM, CAM",54,71,275000.0,2000.0,20,2022.0,48,53,53,38,52,61,51,56,47,52,46,51,44,175
16000,Guo Hao,"CM, CDM",59,59,220000.0,2000.0,28,2021.0,58,53,70,32,53,76,49,86,67,64,59,62,61,173
9662,S. Abe,"CM, CDM",66,71,1300000.0,3000.0,23,2022.0,62,63,67,57,65,75,69,58,60,72,63,66,64,171
14311,F. Strauss,"CDM, CB, CM",62,73,825000.0,2000.0,20,2024.0,59,55,72,29,54,53,62,64,74,66,60,62,58,186
1758,M. Nakamba,"CDM, CM",75,77,6000000.0,49000.0,27,2024.0,74,62,78,41,71,76,74,78,74,83,74,78,74,178
2927,Maycon,"CM, CDM",73,79,4800000.0,750.0,23,2023.0,65,72,69,56,76,65,82,70,66,70,64,67,64,175
8655,M. N'Diaye,"CDM, CAM, CM",67,70,1300000.0,500.0,24,2024.0,63,59,74,52,63,66,59,70,74,72,62,66,64,185
10065,A. Berzel,"CB, CDM",65,66,650000.0,2000.0,29,2022.0,63,52,76,52,50,65,65,71,76,74,66,66,67,184
13925,F. Sjølstad,"CDM, CB",62,64,425000.0,1000.0,27,2021.0,58,56,67,36,63,61,55,65,73,63,58,60,56,187
8077,H. Mita,"CM, RM, CDM",67,67,975000.0,4000.0,30,2022.0,63,66,65,50,62,68,67,74,57,66,66,65,59,173
7252,Y. Magnin,CDM,68,75,2300000.0,6000.0,24,2023.0,67,61,56,42,66,71,54,70,57,59,64,73,72,183
8482,M. Kana,"CDM, CB, CM",67,81,2200000.0,2000.0,18,2025.0,65,63,65,33,67,76,38,74,66,63,64,67,65,180
5833,Janio Bikel,"CDM, CM",69,73,1700000.0,4000.0,26,2022.0,66,56,73,42,57,82,56,63,66,82,66,71,65,174
7165,S. Moutoussamy,"CM, CDM, LW",68,72,1700000.0,9000.0,24,2024.0,66,67,58,60,70,77,55,34,59,51,64,72,68,176
11020,D. Albu,"CDM, CM",65,77,1600000.0,2000.0,20,2024.0,58,65,72,33,65,70,72,72,71,64,62,60,59,186
13862,L. Schneider,"CB, RB, CDM",62,72,825000.0,3000.0,21,2022.0,60,55,65,37,59,63,50,82,69,65,60,64,59,184
4571,I. Soro,CDM,71,77,2700000.0,24000.0,23,2024.0,68,62,74,50,68,75,63,87,72,76,72,70,69,173
13939,J. Nisbet,"RM, CM, CDM",62,73,900000.0,600.0,22,2022.0,52,60,51,40,59,81,42,79,30,59,52,55,51,158
870,J. dos Santos,"CM, CDM",77,77,8500000.0,10000.0,31,2021.0,70,79,72,69,78,74,72,67,69,72,71,73,72,172
976,G. Cuéllar,CDM,77,78,10000000.0,37000.0,28,2023.0,75,67,81,39,75,71,72,72,78,77,76,76,74,177
