,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
5016,C. Willock,"RW, ST, RM",70,77,3200000.0,10000.0,23,2023.0,3,4,82,56,59,75,62,60,38,63,43,76,74,82,82,68,33,66,30,81,60,178
12930,A. Dobra,"RM, LM, CAM",63,75,1200000.0,2000.0,20,2022.0,3,3,82,55,57,67,55,54,39,59,50,65,62,83,81,56,68,57,51,91,50,170
4192,J. Lolley,"RM, LM, CAM",71,71,1900000.0,31000.0,28,2023.0,3,3,82,68,67,75,69,64,47,66,65,74,73,84,80,74,54,60,69,90,67,178
12449,J. Daniels,"LM, RM, RWB",63,66,625000.0,2000.0,25,2022.0,4,3,82,56,57,63,58,58,28,59,43,62,60,84,80,66,45,56,48,75,41,174
6345,E. Jirka,"RM, LM, ST",69,78,3100000.0,5000.0,23,2023.0,3,3,82,64,62,65,66,69,62,65,47,65,66,82,82,88,59,69,35,70,52,182
11752,O. Haydary,RM,64,69,875000.0,2000.0,23,2023.0,3,2,82,60,55,68,58,64,35,58,62,68,63,83,82,59,32,62,47,90,62,172
3175,J. Hoilett,"LM, RM",72,72,1900000.0,21000.0,31,2022.0,3,3,82,69,68,74,69,67,55,70,69,73,72,84,81,55,66,69,65,84,68,173
7164,L. Fiordilino,"CM, RM",68,71,1600000.0,7000.0,24,2025.0,4,3,82,57,68,71,63,52,62,72,61,69,71,81,83,72,73,45,61,80,60,177
899,De Marcos,"RB, RM, RW",77,77,7500000.0,25000.0,32,2022.0,3,4,82,64,74,76,76,64,59,79,57,75,78,81,82,87,77,73,53,75,55,182
5821,R. Hedges,"RW, RM, CF",69,70,1700000.0,5000.0,25,2022.0,3,3,82,63,63,72,67,64,50,65,51,73,71,80,84,75,36,63,41,77,54,185
4495,Ale Díez,"RB, RM, LB",71,76,2600000.0,6000.0,25,2023.0,3,2,82,38,61,68,70,30,50,61,31,69,67,81,83,87,65,68,74,71,45,175
4496,D. Kyereh,"CAM, ST, RM",71,76,2800000.0,12000.0,25,2023.0,3,4,82,68,62,75,57,73,58,71,68,78,70,88,77,80,44,68,55,86,46,179
6664,J. Croux,"RM, RW, LM",68,68,1300000.0,2000.0,27,2023.0,4,3,82,64,65,72,72,60,33,62,69,72,70,85,79,63,58,55,68,84,55,172
17793,A. Matuq,"RM, ST, CF",56,71,325000.0,2000.0,18,2024.0,3,2,82,51,46,56,52,55,39,49,36,60,49,80,84,57,30,55,30,65,30,172
12606,N. D'Agostino,"ST, RM, CAM",63,68,725000.0,2000.0,23,2022.0,4,2,82,57,55,63,55,63,63,58,55,61,59,82,82,63,52,61,42,82,54,175
10445,Strefezza,"RM, LM, RW",65,70,1100000.0,1000.0,24,2025.0,3,2,82,47,58,71,56,50,31,65,47,70,68,85,79,57,50,61,42,89,43,168
9665,B. Martínez,"RM, LM",66,73,1700000.0,3000.0,21,2022.0,3,3,82,61,56,72,55,62,61,57,54,71,68,81,82,57,68,70,44,80,66,170
15827,A. Miller,"RM, LM, ST",60,79,625000.0,4000.0,18,2025.0,3,2,82,55,48,60,57,59,34,45,47,62,57,83,82,65,31,55,38,64,59,174
4222,A. Gruber,"CF, RM, ST",71,73,2400000.0,19000.0,26,2023.0,3,3,82,71,69,71,68,72,62,69,68,69,69,81,82,74,66,71,73,84,62,174
6992,A. Ivan,"ST, LM, RM",68,74,1900000.0,6000.0,24,2023.0,3,3,82,67,61,69,59,67,59,64,58,68,69,82,82,82,52,65,65,81,72,189
9539,C. Ngonge,RM,66,76,1900000.0,2000.0,21,2025.0,4,3,82,62,53,72,59,63,55,62,43,73,73,83,82,64,50,58,55,75,60,179
16714,J. Marshall-Rutty,"RM, LM",58,80,650000.0,500.0,17,2021.0,4,3,82,50,51,65,54,49,30,55,37,64,61,86,78,33,24,51,39,82,51,175
4863,C. O'Dowda,"LM, CM, RM",70,71,1900000.0,19000.0,26,2022.0,3,3,82,61,65,71,70,62,51,67,52,72,70,83,82,71,47,61,57,80,58,180
4861,R. Insigne,"CF, RM, RW",70,71,1900000.0,11000.0,27,2022.0,2,3,82,65,71,73,71,65,66,72,65,73,71,80,84,57,28,69,67,81,65,172
6303,V. Tasar,"RM, LM, RW",69,74,2100000.0,7000.0,24,2024.0,3,3,82,68,63,70,65,69,48,65,62,72,68,84,80,67,44,66,45,76,55,174
2344,M. Djenepo,"LM, RM",74,80,6500000.0,37000.0,23,2023.0,3,3,82,68,66,80,68,70,57,67,57,83,75,84,81,69,64,72,59,89,60,177
6207,I. Poveda,"RM, RW",69,80,3100000.0,23000.0,21,2022.0,3,3,82,54,59,75,65,58,27,64,45,76,74,84,81,62,39,57,36,82,47,167
9797,T. Persyn,"RM, RW, RWB",66,83,2200000.0,12000.0,19,2022.0,3,3,82,62,62,65,65,59,47,65,64,64,64,83,81,70,59,62,36,72,45,179
11946,F. Azeez,"RM, LM, ST",64,77,1400000.0,5000.0,20,2022.0,2,3,82,61,56,64,56,58,60,63,41,64,65,80,83,63,54,63,44,69,53,181
6235,M. Pellegrini,"LM, CM, RM",69,79,3100000.0,3000.0,21,2022.0,3,3,82,62,61,71,59,64,52,61,46,71,70,81,82,65,46,67,58,78,69,176
5133,T. Chong,"LM, RM, LW",70,80,3600000.0,35000.0,21,2022.0,3,4,82,64,67,69,68,62,46,67,59,72,70,80,83,65,65,67,62,74,51,185
9722,Yan Couto,"RB, RM, RWB",66,81,1900000.0,2000.0,19,2025.0,3,2,82,52,55,65,60,48,51,62,45,64,63,81,82,72,72,61,43,79,55,169
11282,M. Ingebrigtsen,"RW, ST, RM",64,67,800000.0,1000.0,24,2021.0,2,3,82,62,54,67,54,63,44,57,51,65,64,85,79,68,49,62,55,91,63,170
1872,C. Fassnacht,"RM, LM, CAM",75,75,6000000.0,17000.0,27,2023.0,3,3,82,70,69,74,68,73,78,71,67,74,76,79,84,75,43,77,68,74,58,185
5273,K. Ramírez,"LM, CAM, RM",70,70,1700000.0,7000.0,26,2022.0,3,3,82,57,63,73,62,63,42,66,42,74,71,81,82,70,40,64,35,79,47,180
11211,S. Kroon,"RM, ST, LM",64,64,600000.0,1000.0,28,2021.0,3,3,82,57,59,64,56,57,41,62,49,62,61,78,86,61,44,63,57,79,58,183
5217,Jeong Woo Yeong,"RM, CF",70,78,3600000.0,11000.0,21,2023.0,4,4,82,57,60,75,63,62,51,66,56,75,74,81,82,67,55,64,36,88,48,179
18845,R. Stratulis,RM,52,70,200000.0,600.0,18,2022.0,4,2,82,39,43,56,43,32,31,43,41,55,51,84,80,56,33,38,36,82,45,175
175,T. Lemar,"LM, CM, RM",83,86,48000000.0,71000.0,25,2023.0,3,4,82,76,82,86,83,75,54,83,76,88,86,84,80,76,63,80,81,88,68,171
335,Lucas Vázquez,"RW, RB, RM",81,81,25000000.0,170000.0,30,2024.0,4,4,82,73,79,80,83,72,58,79,58,81,79,83,82,91,72,80,71,81,56,173
204,G. Bale,"RM, RW",82,82,25000000.0,170000.0,31,2022.0,3,4,82,84,82,80,86,82,84,80,85,80,83,80,83,61,64,82,87,78,76,185
472,Álex Berenguer,"RM, LM",80,81,25000000.0,32000.0,25,2024.0,4,3,82,76,76,81,76,79,49,79,70,80,81,86,79,74,72,79,75,85,69,175
10409,J. Ceesay,"RM, RB",65,69,1000000.0,2000.0,23,2023.0,3,3,82,52,58,65,62,55,45,61,34,65,64,83,81,62,49,57,36,75,46,178
10546,D. Emmanouilidis,"RM, LM",65,76,1600000.0,2000.0,20,2024.0,3,2,82,57,52,70,64,60,50,55,39,70,70,84,80,60,30,63,30,81,50,175
5255,M. Sarkaria,"LM, RM, CAM",70,73,2200000.0,11000.0,24,2024.0,3,3,82,64,65,72,68,62,47,64,55,73,70,82,82,79,44,62,69,82,58,180
3772,A. Bamba,"RM, LM",72,72,2500000.0,18000.0,27,2022.0,3,4,82,64,68,74,66,63,52,71,51,78,72,83,82,68,43,67,64,72,57,177
6313,Marcinho,"RW, RM",69,70,1600000.0,7000.0,26,2022.0,3,4,82,68,56,72,59,70,54,59,67,71,72,81,82,67,53,70,53,79,64,173
1843,B. Lozano,"LM, RM",75,75,6000000.0,21000.0,27,2023.0,4,4,82,70,71,76,69,69,51,75,65,75,77,83,82,80,78,68,70,81,55,167
10380,D. Prokop,"CAM, CM, RM",65,71,1100000.0,2000.0,24,2023.0,3,4,82,56,59,75,53,58,50,62,54,75,71,84,81,68,61,54,45,88,43,172
5244,T. Campbell,"ST, RM",70,82,3900000.0,13000.0,21,2024.0,4,3,82,70,60,70,59,73,63,66,64,71,69,84,80,59,58,68,54,69,73,183
3557,C. Dájome,"RM, LM, CF",72,72,2500000.0,7000.0,27,2021.0,3,3,83,64,62,72,66,69,56,65,42,71,71,84,83,83,55,69,33,80,75,172
9172,D. Schad,"RB, RM",66,70,1100000.0,1000.0,24,2023.0,3,2,83,40,55,62,62,39,43,60,40,59,61,84,82,82,60,52,33,78,42,176
823,J. Harrison,"LM, RM",78,84,22000000.0,66000.0,24,2024.0,3,4,83,71,72,79,76,71,45,73,62,79,78,84,82,85,57,75,56,82,64,175
7402,M. Grüll,"ST, LM, RM",68,76,2700000.0,11000.0,22,2024.0,5,4,83,71,64,69,64,71,52,65,61,71,70,81,84,81,32,65,61,66,66,182
2752,H. Palacios,"RB, CB, RM",73,73,2800000.0,16000.0,28,2022.0,2,3,83,35,61,61,62,27,67,70,59,58,61,84,83,90,77,54,34,73,39,181
2748,J. Dossou,RM,73,73,3000000.0,17000.0,29,2024.0,5,3,83,66,65,72,65,72,58,67,56,74,72,81,85,66,38,73,37,70,43,180
2209,Lekue,"RB, RM, LM",74,74,3800000.0,21000.0,28,2023.0,3,3,83,64,69,73,71,67,61,70,41,74,73,87,79,73,67,71,56,72,53,180
3549,V. Mogoș,"RWB, RB, RM",72,72,2100000.0,10000.0,28,2024.0,3,3,83,60,63,65,66,55,69,65,48,62,66,85,81,85,70,63,65,71,50,186
5090,Leôncio Lobeiro,"RW, RM",70,70,1900000.0,16000.0,21,2024.0,3,2,83,64,64,74,66,64,36,69,56,76,72,85,81,68,56,57,65,78,49,179
7183,B. Garré,"LW, RW, RM",68,79,2600000.0,6000.0,20,2024.0,3,3,83,58,61,76,63,55,49,63,53,79,71,85,81,63,41,60,62,89,61,171
4518,A. Estupiñán,"LM, RM, ST",71,71,2000000.0,2000.0,26,2024.0,3,2,83,65,62,71,63,69,53,68,38,72,71,84,82,77,49,64,39,78,56,175
847,De Frutos,"RM, LM",78,84,22000000.0,26000.0,24,2025.0,4,4,83,70,74,81,77,70,55,74,59,83,81,85,81,76,60,70,56,80,58,176
7289,Ming Tian,"RB, RM",68,70,1400000.0,5000.0,26,2021.0,3,3,83,32,56,62,59,27,56,58,32,61,62,81,85,77,63,62,38,74,35,180
833,N. Zaniolo,"CAM, RM",78,87,31500000.0,38000.0,21,2024.0,3,3,83,74,71,80,64,76,60,77,60,80,81,82,84,74,80,80,60,78,60,190
12487,K. Al Kaabi,"RM, ST, LM",63,63,475000.0,4000.0,29,2022.0,3,3,83,57,55,64,59,57,51,57,37,62,63,86,80,73,30,56,46,81,59,171
7742,B. Başaçıkoğlu,"LM, RM",67,68,1200000.0,3000.0,26,2023.0,4,3,83,65,60,72,61,62,60,62,67,72,71,84,83,62,74,61,66,90,50,179
6376,M. Al-Tamari,"RM, LM, CAM",69,75,2200000.0,7000.0,24,2023.0,4,3,83,61,62,76,59,59,39,67,65,76,71,87,79,61,63,65,58,91,62,176
217,J. Corona,"RM, RB, RW",82,82,30500000.0,22000.0,28,2022.0,5,5,83,67,79,85,79,66,71,82,74,85,84,86,81,88,73,79,67,91,68,173
14360,T. De Barr,"ST, LM, RM",62,69,825000.0,2000.0,21,2022.0,3,2,83,57,57,65,61,56,51,63,51,67,60,84,83,71,63,64,32,74,63,175
7256,F. Domínguez,"RB, RWB, RM",68,76,2600000.0,6000.0,23,2024.0,3,2,83,55,63,71,70,53,54,66,44,73,70,84,82,86,62,62,47,78,48,177
1902,R. Vargas,"LM, RM",75,83,12500000.0,20000.0,22,2025.0,4,3,83,69,67,79,68,68,66,71,62,78,77,88,79,78,49,71,48,91,60,179
8728,M. Carayol,"LM, RM",66,66,675000.0,3000.0,32,2022.0,4,3,83,60,59,69,60,55,20,60,27,69,66,84,82,59,36,64,59,79,57,177
15093,M. Faßbender,"RM, LM, ST",61,69,725000.0,500.0,22,2023.0,3,2,83,54,52,59,52,55,39,59,61,60,60,81,85,73,55,59,31,66,54,188
7828,H. Manzala,"LM, RM",67,67,1100000.0,5000.0,27,2022.0,3,3,83,64,60,69,58,61,62,64,57,70,64,75,89,61,59,64,55,82,55,177
16803,J. Hettwer,"CF, RM",58,70,475000.0,650.0,18,2022.0,3,2,83,56,45,60,40,59,39,49,45,59,60,84,83,65,59,59,34,70,53,187
12749,R. Guder,"RM, LM",63,63,525000.0,650.0,26,2022.0,4,2,83,61,53,64,59,62,54,56,49,64,62,82,84,74,45,56,41,74,50,183
5678,Jairo,"RW, RM",69,69,1400000.0,600.0,29,2022.0,2,3,83,69,62,69,63,70,69,69,61,70,67,83,83,58,59,71,45,74,67,181
2222,C. Espinoza,RM,74,74,4600000.0,8000.0,26,2021.0,4,3,83,65,70,74,73,62,41,71,65,74,73,85,82,86,50,69,61,81,58,173
12769,M. Yılmaz,"RB, RM",63,73,1000000.0,3000.0,22,2025.0,3,3,83,46,52,66,57,42,52,53,48,67,60,82,84,70,66,58,45,86,45,174
10788,A. Stahl,"RM, LM",65,72,1500000.0,2000.0,22,2024.0,3,3,83,58,59,66,62,60,44,58,53,65,66,80,85,65,54,57,52,72,54,180
1067,Y. Soteldo,"LM, RM, CAM",77,83,16500000.0,9000.0,24,2024.0,5,4,83,71,74,82,75,69,35,75,70,83,78,86,80,73,43,70,74,92,71,158
17141,C. Parsons,"LM, RM",57,68,350000.0,1000.0,20,2022.0,2,2,83,47,55,56,42,43,45,63,50,61,51,82,83,53,37,45,45,57,50,176
8877,J. Derstroff,"LM, RM, ST",66,66,850000.0,2000.0,29,2022.0,3,3,83,61,56,68,53,61,52,58,60,69,68,84,83,73,44,62,56,75,61,182
11457,P. McMullan,RM,64,67,775000.0,2000.0,25,2023.0,3,2,83,54,57,66,62,56,45,60,48,63,62,84,83,68,30,59,42,88,54,168
2117,D. González,"LM, RM, ST",74,74,4500000.0,1000.0,27,2024.0,3,3,83,69,69,75,67,70,55,74,60,74,72,85,82,77,51,74,45,86,73,175
11452,K. Woolery,"RW, ST, RM",64,65,700000.0,2000.0,26,2024.0,4,3,83,60,57,65,61,62,55,61,44,63,62,85,82,78,33,55,52,82,60,181
4486,Lisandro Semedo,RM,71,74,2500000.0,9000.0,25,2022.0,4,4,83,64,62,72,62,65,54,64,62,71,72,83,83,70,65,69,43,79,41,175
10876,R. Königsdörffer,"RM, ST",65,79,1700000.0,2000.0,19,2022.0,3,2,83,61,55,67,53,66,63,61,44,66,63,81,85,66,36,65,25,80,58,182
4933,E. Cerutti,"RM, ST",70,70,1600000.0,9000.0,29,2022.0,3,4,83,63,64,72,63,57,58,66,65,73,68,85,82,70,70,67,51,79,68,179
10139,J. Verdugo,"CAM, LM, RM",65,71,1100000.0,2000.0,24,2022.0,3,3,83,55,59,67,50,55,33,65,42,65,68,83,83,74,52,60,59,75,33,172
16733,J. Kabia,"RM, ST, LM",58,70,500000.0,1000.0,20,2023.0,4,2,83,55,47,59,45,59,58,48,48,58,54,82,83,62,50,58,44,76,53,175
12064,A. Newby,"RW, RM",64,67,775000.0,3000.0,25,2022.0,2,3,83,57,59,66,59,58,37,60,37,64,62,82,83,69,42,59,64,84,60,173
2821,D. Valoyes,"RM, ST, LM",73,76,4200000.0,11000.0,24,2024.0,4,3,83,69,67,74,67,70,59,67,65,74,72,82,83,71,65,75,59,82,65,181
2103,M. Stevanović,"RW, RM",74,74,4100000.0,18000.0,30,2025.0,4,3,83,67,74,73,77,68,68,74,61,72,74,82,83,86,60,74,66,82,61,180
18127,T. Fellows,"RM, ST",55,71,325000.0,2000.0,18,2024.0,3,2,83,53,46,55,45,52,40,49,48,53,55,84,82,49,35,50,38,73,52,181
16193,A. Yahya,"RM, LM",59,75,600000.0,4000.0,20,2024.0,3,3,83,54,49,61,48,56,47,52,45,61,57,82,83,61,51,55,51,73,45,171
11237,M. Mak,"RM, CF",64,64,575000.0,1000.0,29,2022.0,3,3,83,61,59,66,57,60,55,60,59,61,63,84,82,53,56,62,61,91,53,176
1031,M. Rashica,"CF, LM, RM",77,82,15500000.0,38000.0,25,2025.0,4,4,83,77,71,83,73,74,53,71,76,85,79,93,75,76,67,72,69,90,73,177
1890,J. Hernández,"ST, RM, LM",75,81,9000000.0,44000.0,22,2022.0,4,3,83,75,65,73,58,78,69,70,64,75,70,86,81,74,73,77,68,70,70,176
1274,S. Al Dawsari,"LM, RM",76,76,7500000.0,38000.0,29,2022.0,5,4,83,70,69,80,69,68,58,70,69,82,78,82,83,85,81,72,60,82,62,171
813,Guilson Paiva,"RM, RW",78,78,15500000.0,38000.0,25,2024.0,4,3,83,69,75,78,75,69,34,78,61,81,77,90,78,69,63,73,72,73,44,173
8545,R. Araki,"RM, LM, CAM",67,80,2400000.0,2000.0,19,2022.0,3,3,83,61,61,72,50,70,29,67,63,74,67,82,83,39,39,70,60,85,42,170
6096,M. Wilks,"RM, RW",69,77,3100000.0,6000.0,22,2022.0,3,3,83,66,57,71,63,68,48,62,55,72,69,85,82,72,72,67,32,73,64,185
4670,M. Johansson,"RWB, RM, RB",70,70,1400000.0,6000.0,29,2022.0,3,3,83,49,55,71,61,51,54,60,23,70,70,82,84,90,65,70,22,83,46,174
3644,B. Merlini,"LM, LW, RM",72,73,2800000.0,900.0,25,2023.0,3,3,83,65,68,75,70,67,44,68,51,76,67,86,81,76,69,65,65,92,59,179
11814,M. Moro,"ST, RM",64,67,775000.0,1000.0,26,2021.0,3,3,83,62,54,68,51,65,47,60,58,67,67,82,83,64,51,67,40,75,49,172
11344,M. Hamzi,"RM, LM",64,64,575000.0,5000.0,29,2022.0,4,3,83,59,55,64,55,62,47,60,63,63,63,85,81,69,62,61,33,80,51,172
3258,N. Lavanchy,"RWB, RM, LWB",72,72,2300000.0,8000.0,27,2022.0,3,3,83,62,66,70,73,64,57,66,61,68,72,82,84,90,64,72,58,77,54,174
13980,B. Bida,"LM, RM",62,74,950000.0,1000.0,20,2023.0,3,3,83,62,54,60,58,67,48,59,42,57,59,87,80,51,60,59,32,78,60,175
459,Embarba,"RM, LM, ST",80,80,20500000.0,26000.0,29,2024.0,4,4,83,77,78,79,81,76,60,80,65,79,79,84,83,84,76,77,75,83,77,173
5275,D. Caicedo,"LM, RM, LW",70,78,3600000.0,4000.0,21,2023.0,2,4,83,63,60,76,57,63,30,65,60,78,72,84,83,73,46,64,61,87,55,168
13977,K. Skibicki,"RM, RB",62,79,1000000.0,1000.0,19,2024.0,2,2,83,51,58,60,64,55,33,61,45,57,61,82,84,64,56,54,42,70,55,175
3939,P. Farkas,"RB, LB, RM",71,71,1700000.0,10000.0,28,2023.0,3,3,83,61,64,67,68,57,58,66,39,66,64,82,84,88,76,63,38,77,51,179
1768,D. Blanco,"CM, RM",75,76,6500000.0,15000.0,26,2022.0,3,4,83,67,75,81,71,65,45,81,63,83,75,89,78,76,72,75,69,92,55,167
17482,O. Edwards,"RM, CAM, RWB",56,65,325000.0,3000.0,22,2022.0,2,3,83,44,48,57,55,44,39,49,44,57,55,82,83,61,35,43,34,65,45,175
9453,A. Ghareeb,"LM, RM",66,71,1300000.0,9000.0,24,2023.0,3,3,83,61,58,70,59,63,46,60,48,70,65,86,81,63,33,61,43,86,59,165
1749,Wu Lei,"ST, RM, LM",75,75,5500000.0,20000.0,29,2024.0,3,3,83,71,69,75,67,71,71,71,70,76,75,84,83,76,66,76,65,76,72,174
4731,L. Mendoza,"RM, ST",70,70,1300000.0,30000.0,31,2025.0,3,3,83,62,64,71,70,59,54,64,52,71,70,82,83,71,66,67,53,76,64,173
4097,A. Vindheim,"RB, RM",71,73,2200000.0,650.0,25,2022.0,3,3,83,54,63,68,72,51,61,61,51,67,68,79,86,84,69,61,51,71,50,184
3301,Vadillo,"LM, RM",72,72,2600000.0,14000.0,26,2024.0,3,4,83,68,67,75,70,66,55,66,50,76,75,84,83,63,55,68,70,84,70,180
2428,I. Schranz,"ST, RM",74,74,4600000.0,1000.0,27,2024.0,3,2,83,76,63,70,53,76,72,66,75,70,70,81,85,78,65,74,60,70,65,185
8191,B. Lasme,"ST, RM",67,78,2300000.0,8000.0,22,2025.0,3,3,83,66,52,62,36,69,61,60,49,64,66,75,89,65,32,63,31,62,66,188
9538,R. Matsumoto,"RM, LM",66,66,525000.0,2000.0,33,2022.0,2,2,83,54,62,64,65,55,44,63,47,62,63,81,85,76,57,60,47,74,49,175
10430,L. Thomas,"RM, CM, CAM",65,75,1600000.0,9000.0,22,2022.0,2,3,83,52,59,68,63,53,45,58,38,67,65,82,83,69,70,63,59,84,55,168
7126,K. Schindler,"RM, ST, RB",68,68,1300000.0,11000.0,27,2023.0,3,3,83,63,61,68,66,63,48,61,53,67,68,82,83,68,38,67,41,73,65,180
8320,L. Ramazani,"RM, LM, ST",67,83,2700000.0,3000.0,20,2025.0,4,3,83,59,59,71,61,59,41,59,57,71,67,82,84,60,62,65,50,83,50,167
2413,Nico Melamed,"LM, CAM, RM",74,86,10000000.0,12000.0,20,2024.0,3,4,83,68,69,79,66,70,55,70,63,82,77,84,83,63,60,68,66,84,65,173
7701,G. Mackay-Steven,"RM, LM, RW",67,67,975000.0,3000.0,30,2023.0,3,5,83,61,61,71,64,60,47,63,58,69,68,86,80,63,44,63,40,92,55,175
531,M. Antonio,"ST, RM",79,79,15000000.0,79000.0,31,2023.0,3,4,83,76,73,78,75,79,84,75,70,79,76,79,87,76,83,80,60,80,75,178
1451,G. Masouras,"RM, RW, LW",76,76,8000000.0,1000.0,27,2024.0,4,3,83,75,72,74,75,77,74,75,69,72,78,82,84,76,62,77,56,76,59,184
348,M. Politano,"RM, RW",81,81,27500000.0,74000.0,27,2024.0,4,4,83,77,78,84,80,76,40,79,75,83,84,84,82,77,63,76,77,89,70,171
8180,M. Thurnwald,"RB, RWB, RM",67,72,1500000.0,4000.0,22,2022.0,3,3,83,50,59,70,65,48,56,61,40,68,66,84,82,87,56,51,70,93,46,172
13789,F. Rohner,"RM, RB, LM",62,71,900000.0,3000.0,22,2023.0,3,2,83,53,54,63,57,54,35,60,37,59,63,82,83,65,49,57,30,75,41,178
1430,S. Córdova,"LM, RM, CM",76,82,12000000.0,37000.0,24,2025.0,4,4,83,73,71,79,65,70,48,74,62,80,78,81,85,82,66,72,69,83,68,174
125,Ricardo Pereira,"RB, RM",84,84,40500000.0,130000.0,27,2023.0,4,3,83,67,78,82,82,66,67,82,59,81,83,82,83,84,79,77,52,79,61,175
1454,Tete,RM,76,86,17000000.0,800.0,21,2023.0,3,4,83,70,72,79,73,74,42,76,55,82,79,82,84,72,37,66,70,78,45,175
18703,A. Jadhav,RM,52,67,190000.0,500.0,20,2024.0,3,2,83,44,44,52,47,40,32,47,40,49,46,82,84,52,64,48,38,78,39,173
89,S. Gnabry,"RM, LM, RW",85,86,64500000.0,110000.0,25,2023.0,4,4,83,84,79,86,74,86,42,82,83,88,83,90,77,78,63,86,62,87,68,176
1494,R. De Laet,"CB, LB, RM",75,75,3600000.0,19000.0,32,2023.0,3,2,83,51,64,69,64,50,72,69,34,67,69,80,86,78,80,56,48,66,40,186
131,N. Fekir,"CAM, RM, ST",84,84,45000000.0,42000.0,27,2023.0,4,4,83,83,82,87,79,83,49,84,77,88,87,88,79,79,79,82,79,82,74,173
3422,Erik,"ST, RM, LM",72,73,2800000.0,9000.0,26,2023.0,4,3,83,72,65,74,62,72,64,71,71,75,72,85,81,70,26,73,43,85,67,170
2656,C. Goodwin,"LM, RM",73,73,3000000.0,5000.0,29,2022.0,3,3,83,68,68,73,74,69,53,65,63,72,72,82,83,83,66,72,73,80,65,180
6319,Ismael Casas,"RB, RM, CB",69,80,2900000.0,3000.0,20,2022.0,3,2,83,37,62,66,67,37,55,66,37,65,64,82,84,79,65,67,41,78,50,174
11650,M. Kleinsorge,RM,64,65,700000.0,1000.0,25,2023.0,3,3,83,56,55,68,61,56,47,61,59,65,63,85,82,74,42,58,39,93,50,170
9110,Q. Cornette,"RM, LM",66,66,900000.0,3000.0,27,2022.0,2,3,83,61,64,68,66,58,60,65,55,66,64,90,77,47,65,61,65,89,70,172
3917,Hugo Fraile,"RM, CM",71,71,875000.0,7000.0,34,2022.0,4,3,83,69,67,69,70,67,49,66,60,68,69,81,85,74,76,66,81,77,77,170
2294,A. Ömür,"RW, CAM, RM",74,81,8500000.0,22000.0,22,2022.0,3,4,83,66,70,81,63,64,50,74,67,83,76,84,82,74,52,65,69,92,55,168
501,R. Baku,"RM, RB, CM",80,85,32000000.0,59000.0,23,2025.0,4,3,84,73,73,81,79,74,49,74,63,83,78,83,85,91,74,76,45,82,51,176
508,B. Saka,"RM, LM, LB",80,88,45500000.0,50000.0,19,2025.0,3,3,84,68,76,82,79,69,45,79,63,84,80,86,82,77,66,78,69,83,64,178
488,Renato Sanches,"CM, RM",80,86,33000000.0,38000.0,23,2023.0,4,4,84,74,77,84,72,67,61,81,68,84,83,86,83,87,84,74,68,85,68,176
7818,R. Vanegas,"LM, RM, ST",67,67,1000000.0,950.0,28,2021.0,2,3,84,64,55,69,56,65,54,55,55,70,66,90,79,71,59,66,51,82,65,176
8580,A. Knauff,RM,67,80,2400000.0,9000.0,19,2023.0,3,3,84,55,59,71,60,61,32,68,55,73,70,87,82,65,40,59,41,77,41,180
8584,A. Sanyang,"RM, ST",67,76,2300000.0,4000.0,22,2022.0,3,3,84,60,56,74,58,60,28,62,56,75,71,88,81,66,63,59,38,90,56,173
11842,C. Cowell,"ST, LM, RM",64,80,1500000.0,500.0,17,2021.0,4,2,84,62,57,65,50,63,50,60,54,64,62,83,85,64,63,62,31,76,45,182
7606,F. Guerrero,"LM, LW, RM",67,67,850000.0,500.0,31,2022.0,3,4,84,58,59,68,51,64,37,64,55,67,68,87,82,77,24,62,53,85,59,170
6193,E. Cetré,"LM, RM",69,75,2200000.0,2000.0,23,2022.0,3,3,84,71,61,70,65,72,52,64,70,73,66,83,84,80,41,69,40,74,53,170
3459,L. Morgan,"RM, RW",72,76,3400000.0,6000.0,24,2021.0,5,3,84,65,69,72,74,63,41,68,57,73,69,86,82,85,56,65,70,85,61,178
4316,F. Selemani,"CAM, RM, LM",71,72,2200000.0,10000.0,27,2022.0,3,4,84,68,69,73,71,67,48,67,63,73,71,82,85,70,57,67,71,83,74,182
5714,J. Iloki,"RM, RW",69,69,1400000.0,8000.0,29,2021.0,2,3,84,60,61,71,73,55,30,60,55,72,65,83,84,59,37,70,39,80,48,173
5929,An Hyeon Beom,"RM, RB",69,70,1600000.0,4000.0,26,2022.0,3,3,84,62,64,69,66,64,48,66,46,69,65,85,84,73,56,66,61,83,62,179
3329,Aitor García,"LM, ST, RM",72,72,2500000.0,8000.0,27,2023.0,4,3,84,71,67,72,66,68,43,67,64,70,71,82,86,77,48,68,65,82,59,173
3738,E. Bello,"RM, RW, LM",72,73,2800000.0,4000.0,25,2022.0,4,3,84,64,68,74,67,64,53,69,54,73,74,85,84,76,44,72,65,85,63,176
14625,T. Shade,"RM, ST",61,75,800000.0,10000.0,21,2022.0,3,3,84,55,52,64,53,55,56,55,53,63,61,85,84,66,59,57,49,83,52,183
