,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
9462,G. Bello,"LB, LWB, LM",66,79,1900000.0,1000.0,19,2021.0,3,3,82,45,54,70,57,45,41,60,25,70,67,81,82,70,54,68,27,85,39,170
13849,Doo Hyun Seok,"LW, LM",62,65,525000.0,1000.0,25,2022.0,3,3,82,58,51,65,49,58,54,56,47,63,62,81,83,67,38,59,40,73,63,169
1429,D. Rossi,"LW, ST, RW",76,84,16500000.0,9000.0,23,2022.0,4,4,82,74,67,77,67,77,44,72,71,75,77,83,82,79,49,77,34,83,57,170
1057,J. Justin,"LWB, LB",77,83,15500000.0,64000.0,23,2024.0,4,3,82,50,69,73,73,53,65,72,42,73,74,78,85,77,66,66,60,72,43,183
2986,I. Niane,"ST, LW, RW",73,81,7000000.0,15000.0,22,2024.0,3,3,82,74,54,71,56,75,75,58,55,74,70,85,80,65,36,74,51,73,71,187
16156,H. Al Eissa,"RW, LW",59,73,550000.0,2000.0,20,2025.0,4,2,82,49,52,61,56,51,38,53,51,60,57,83,81,53,42,53,45,77,45,165
16916,A. Musi,"LW, CAM",58,77,500000.0,600.0,16,2023.0,3,3,82,51,52,61,54,50,42,55,38,59,58,81,82,65,40,50,35,85,50,180
14185,S. Lagsir,"LW, CAM",62,79,1000000.0,900.0,18,2024.0,3,3,82,54,54,69,48,55,46,58,53,72,67,84,80,40,44,52,53,73,60,178
6714,J. Obiang,"LWB, LB",68,68,1200000.0,2000.0,27,2022.0,2,3,82,52,60,67,61,52,49,64,46,65,65,83,81,70,60,60,36,78,53,170
4484,Rafael Camacho,"RW, LW",71,80,4200000.0,7000.0,21,2022.0,3,3,82,61,65,76,65,60,48,65,56,77,72,84,80,68,43,70,47,84,56,175
5735,J. Lopez,"LW, LM, RM",69,69,1400000.0,5000.0,29,2022.0,2,3,82,61,64,72,65,63,47,65,52,72,69,86,79,67,40,67,64,86,48,173
12686,D. Rodney,"ST, LW",63,69,775000.0,3000.0,23,2023.0,4,3,82,61,54,64,56,63,56,58,56,63,62,83,82,83,40,62,37,73,55,178
1104,C. Hudson-Odoi,"RW, LW",77,87,23000000.0,72000.0,20,2024.0,3,4,82,67,74,81,75,70,53,77,59,83,80,87,78,66,50,70,71,85,55,178
5635,A. Limbombe,"LM, RM, LW",69,69,1500000.0,12000.0,26,2023.0,5,3,82,66,66,72,76,62,36,68,69,69,70,79,85,36,61,68,69,86,46,177
14206,T. Aquilina,"LWB, RWB",62,72,825000.0,1000.0,20,2022.0,4,3,82,22,49,61,50,20,39,59,29,60,59,83,82,78,40,50,20,80,28,178
8403,K. Sekgota,"LW, RW",67,72,1500000.0,500.0,24,2024.0,3,3,82,65,57,71,63,60,48,57,67,72,67,86,79,67,37,62,50,88,61,170
886,P. Piatti,"RM, LM, LW",77,77,8500000.0,22000.0,32,2023.0,2,3,82,74,74,78,77,74,71,76,71,80,75,85,79,66,63,77,58,78,64,163
3075,B. Ocampo,"RW, LW, RM",73,82,7000000.0,1000.0,22,2021.0,3,4,82,67,71,78,80,62,49,68,62,85,73,84,80,68,65,67,74,77,61,174
5482,J. Hayes,"LWB, LM, LB",69,69,725000.0,4000.0,33,2022.0,4,3,82,60,64,70,67,56,63,66,50,69,68,81,82,81,80,56,67,82,48,173
837,N. Lang,"LW, RW, CAM",78,85,28500000.0,27000.0,22,2024.0,3,4,82,74,72,82,66,76,48,78,80,84,80,85,80,76,65,75,57,85,71,179
8357,Carlos Mendes Gomes,"LW, LM",67,73,1600000.0,5000.0,22,2024.0,3,3,82,64,60,68,63,64,38,61,52,66,64,83,81,82,35,64,50,85,54,178
15080,O. Schmitt,LW,61,71,725000.0,4000.0,21,2023.0,2,2,82,53,56,63,60,55,44,60,53,64,62,83,82,51,31,54,40,71,54,180
950,L. Trossard,"LM, LW, ST",77,78,12500000.0,55000.0,26,2023.0,4,4,82,76,74,80,74,76,62,75,74,79,77,89,76,71,47,75,69,92,75,172
11568,J. Okkels,LW,64,76,1400000.0,1000.0,21,2024.0,3,3,82,58,56,65,52,58,40,59,53,64,63,83,82,65,54,61,40,80,35,183
940,G. Defrel,"CAM, ST, LW",77,77,10000000.0,33000.0,30,2024.0,3,3,82,77,68,81,70,77,68,67,75,83,82,85,80,49,53,79,69,80,69,179
8725,N. Bärkroth,"LW, RW",66,66,850000.0,3000.0,29,2021.0,4,3,82,57,63,68,67,57,33,60,51,67,63,89,77,70,54,60,56,84,58,172
3501,Guilherme Sityá,"LB, LM, LWB",72,72,1700000.0,12000.0,31,2023.0,3,3,82,44,68,70,71,30,52,68,47,68,70,81,82,91,60,58,58,79,55,180
7411,T. Dolan,"RW, LW, ST",68,83,2900000.0,11000.0,19,2024.0,3,4,82,56,62,73,67,57,44,65,48,74,67,85,79,61,50,65,42,91,45,164
2347,R. Kolo Muani,"ST, RW, LW",74,82,9500000.0,21000.0,22,2022.0,3,3,82,69,60,77,37,72,75,73,64,81,78,84,81,67,31,74,54,78,62,187
1789,J. Gallardo,"LB, LM, LW",75,76,6000000.0,38000.0,26,2023.0,3,3,82,67,71,74,77,69,64,73,49,76,74,83,82,90,58,74,47,76,65,176
3470,Kang Sang Woo,"LB, LW",72,73,2500000.0,6000.0,27,2021.0,3,3,82,64,70,68,74,62,50,70,45,68,64,81,83,86,33,72,72,82,60,176
13250,R. Szánthó,"RW, LW",63,79,1300000.0,500.0,20,2023.0,4,3,82,62,49,64,56,68,57,42,61,70,59,79,84,60,43,65,67,62,61,186
5133,T. Chong,"LM, RM, LW",70,80,3600000.0,35000.0,21,2022.0,3,4,82,64,67,69,68,62,46,67,59,72,70,80,83,65,65,67,62,74,51,185
2332,D. Giannoulis,"LB, LWB",74,78,5500000.0,26000.0,25,2024.0,2,3,82,48,65,70,73,42,62,67,44,70,69,80,83,80,70,64,40,76,47,178
9623,A. Doughty,"LWB, LB",66,76,1800000.0,6000.0,21,2023.0,3,2,82,46,59,62,64,45,46,64,31,65,61,83,82,72,49,53,31,64,40,183
9541,J. Zwarts,"ST, LW, RW",66,75,1900000.0,4000.0,22,2024.0,3,3,82,65,51,64,60,67,55,54,53,65,66,78,85,66,63,64,32,68,60,190
1854,J. Karlsson,LW,75,82,11500000.0,11000.0,22,2025.0,3,4,82,72,68,79,69,72,44,68,76,79,76,84,80,78,44,72,62,92,65,171
8108,N. Robertha,"ST, LW",67,73,1600000.0,3000.0,23,2023.0,3,3,82,66,51,67,55,70,56,56,59,67,64,81,82,68,44,67,35,75,65,185
1879,R. Sessegnon,"LWB, LM, LB",75,84,12000000.0,44000.0,21,2025.0,3,4,82,65,70,76,75,68,55,75,55,74,78,85,80,76,67,76,31,79,61,178
10387,Kim Dae Won,"ST, LW",65,71,1100000.0,2000.0,24,2022.0,4,4,82,62,59,68,65,60,61,64,50,67,65,83,82,78,64,67,34,81,60,171
4867,S. Michel,"ST, LW",70,70,1600000.0,11000.0,30,2023.0,3,3,82,70,63,71,64,70,53,66,68,70,71,78,85,76,68,75,59,74,65,179
3955,A. Ragusa,"RW, LW",71,71,1600000.0,18000.0,31,2022.0,3,4,82,67,65,73,68,66,59,68,70,72,74,83,82,70,57,68,51,80,65,183
2371,I. Ganago,"ST, RW, LW",74,79,6500000.0,24000.0,22,2024.0,3,3,82,74,58,75,62,76,65,66,60,76,75,81,83,69,48,75,40,78,66,179
182,Marco Asensio,"RW, LW",83,86,48000000.0,190000.0,25,2023.0,3,4,82,80,81,83,81,77,57,81,79,84,86,83,81,76,45,80,76,80,62,182
9627,Félix Correia,"RW, LW",66,82,2200000.0,7000.0,20,2025.0,3,4,82,58,57,73,60,58,41,57,56,74,68,84,80,52,48,57,49,82,57,178
1816,Córdoba,"LW, LM",75,81,9000000.0,23000.0,24,2022.0,3,4,82,71,71,77,75,70,51,74,65,78,75,85,79,72,71,72,38,82,71,180
17374,M. Błachewicz,"LB, LWB",57,72,375000.0,500.0,18,2024.0,2,2,82,31,43,49,51,31,43,45,26,50,44,84,81,66,48,46,29,63,42,183
10328,O. Shodipo,"LW, LM",65,71,1100000.0,5000.0,23,2022.0,3,3,82,57,59,66,62,57,37,62,50,64,62,81,82,57,27,62,37,89,62,176
13624,W. McDonald,"LM, LW",62,67,600000.0,2000.0,24,2023.0,3,3,82,57,54,66,58,54,41,55,54,64,62,83,81,68,65,57,53,83,53,174
11811,O. Herrera,"RW, LW, ST",64,78,1400000.0,3000.0,20,2024.0,2,2,82,61,56,64,55,63,65,60,55,62,63,84,80,80,41,60,43,80,55,179
7366,A. Julio,"LM, LW",68,71,1600000.0,7000.0,25,2021.0,3,2,82,64,60,69,63,65,44,62,50,69,67,82,82,71,36,68,54,70,55,172
1326,Rochinha,"LW, RW",76,77,9000000.0,13000.0,26,2023.0,3,4,83,66,68,82,68,69,35,71,61,85,82,84,83,71,57,67,50,81,57,169
3810,K. de la Fuente,"LW, RW",72,83,5000000.0,16000.0,19,2025.0,4,3,83,64,68,73,74,67,37,71,56,75,73,85,81,47,31,66,45,77,64,170
1360,O. Idrissi,LW,76,79,10000000.0,26000.0,25,2025.0,2,4,83,76,70,80,64,75,48,74,74,82,80,85,82,75,68,73,68,80,45,175
1362,M. Vargas,"LM, LW",76,81,11500000.0,17000.0,24,2022.0,3,4,83,69,72,77,72,66,45,72,62,76,75,84,83,83,64,71,65,83,70,168
9978,A. Luna,"CAM, CM, LW",65,65,700000.0,950.0,29,2023.0,3,3,83,62,64,67,62,60,56,65,61,64,65,84,83,64,45,63,72,81,64,169
892,Alex Teixeira,"ST, LW, CAM",77,77,9000000.0,46000.0,31,2023.0,4,4,83,76,73,80,63,77,54,79,78,80,81,84,82,78,52,80,59,85,74,173
1408,A. Danjuma,"LW, LM, ST",76,80,11000000.0,28000.0,24,2026.0,4,4,83,73,70,78,72,74,44,71,55,80,78,85,81,74,55,71,57,80,44,178
7183,B. Garré,"LW, RW, RM",68,79,2600000.0,6000.0,20,2024.0,3,3,83,58,61,76,63,55,49,63,53,79,71,85,81,63,41,60,62,89,61,171
174,Gayà,"LB, LWB, LM",83,86,43500000.0,48000.0,26,2023.0,3,4,83,61,77,80,80,61,58,81,58,79,82,81,85,87,76,76,49,82,52,172
3526,B. Ramselaar,"LW, CM, CAM",72,75,3100000.0,13000.0,25,2022.0,3,3,83,67,66,75,62,67,54,69,65,75,75,85,82,77,66,70,55,81,58,178
9769,Thiago Andrade,"LW, RW",66,76,1900000.0,2000.0,20,2024.0,3,2,83,63,56,70,61,61,45,57,59,71,67,82,83,60,65,59,47,83,49,180
2288,G. Diangana,"LW, LM, RW",74,83,9500000.0,35000.0,23,2025.0,3,4,83,62,68,76,72,66,37,73,48,80,74,87,79,66,48,65,49,78,50,180
4235,A. Pellegrino,LW,71,71,1600000.0,5000.0,31,2021.0,3,4,83,72,63,70,62,71,62,63,73,70,69,83,83,75,47,71,68,81,64,190
8380,E. Ceïde,"LW, RW",67,81,2400000.0,2000.0,19,2024.0,2,4,83,55,57,73,61,56,37,57,51,74,73,85,82,64,34,60,40,80,38,175
14223,O. Heil,"LW, RW, RB",62,70,875000.0,2000.0,20,2022.0,3,2,83,54,55,67,56,60,34,59,45,66,62,85,82,53,46,46,38,91,50,168
3695,F. Coman,"LW, ST",72,79,4700000.0,12000.0,23,2022.0,3,4,83,69,68,72,68,69,56,70,53,71,72,82,84,71,58,68,71,80,63,182
9309,M. Borgnino,"LW, LM",66,72,1400000.0,4000.0,23,2022.0,3,3,83,63,60,71,55,64,61,65,59,70,71,82,83,66,39,51,66,86,54,176
13633,H. McKirdy,"LW, ST",62,66,575000.0,3000.0,24,2022.0,2,3,83,57,56,65,58,57,47,57,52,62,61,82,83,69,40,57,51,90,56,170
7236,A. Păun,"CAM, LW, CM",68,71,1600000.0,7000.0,26,2024.0,3,3,83,65,64,72,66,64,36,68,56,72,72,85,82,83,68,60,69,78,51,177
4358,B. Brereton Díaz,"LW, RW, ST",71,79,4200000.0,25000.0,22,2022.0,3,3,83,68,62,72,64,69,63,67,64,75,71,85,82,76,69,72,30,72,66,188
8882,I. Touray,"LB, LWB",66,68,975000.0,6000.0,26,2023.0,3,2,83,50,59,64,62,48,53,58,45,63,58,82,84,92,58,56,62,81,49,177
2083,G. Hauche,"LW, LM, RW",74,74,2000000.0,14000.0,34,2022.0,3,4,83,71,70,75,68,72,58,71,62,73,75,84,82,71,75,74,73,83,77,168
7248,Vitinho,"LWB, LB, RWB",68,77,2600000.0,4000.0,21,2023.0,4,3,83,40,59,72,63,23,42,64,25,73,68,86,80,68,65,59,41,84,38,175
13366,C. Gyeltshen,"LM, LW, ST",63,66,625000.0,700.0,25,2022.0,4,2,83,60,55,64,57,62,54,52,54,65,57,80,86,78,36,62,46,82,61,173
17956,L. Mauragis,"LW, LWB, RB",55,68,300000.0,500.0,19,2023.0,2,2,83,49,47,56,49,52,53,49,36,52,55,84,82,73,45,52,35,84,49,181
6921,D. Saint-Louis,"LW, RW",68,69,1400000.0,7000.0,26,2024.0,4,4,83,67,62,71,65,68,60,62,63,72,68,83,83,70,41,67,66,84,68,184
268,Richarlison,"ST, LW, LM",82,87,46500000.0,100000.0,24,2024.0,5,4,83,78,73,83,73,80,83,79,75,86,83,85,81,83,84,83,65,79,77,181
11453,J. Jones,"RW, LW, CAM",64,71,1200000.0,5000.0,23,2022.0,2,3,83,60,58,67,63,59,28,56,58,70,63,82,83,49,49,61,62,79,58,177
6756,S. Pol,"ST, RW, LW",68,68,775000.0,2000.0,33,2021.0,3,2,83,67,58,65,60,69,66,59,58,61,68,80,85,78,76,72,59,78,69,175
3806,F. Torres,"LW, CAM, RW",72,82,5500000.0,750.0,21,2023.0,3,3,83,67,69,73,70,65,57,74,67,77,71,82,83,65,32,70,50,80,58,171
8909,I. Kallon,LW,66,68,1100000.0,3000.0,25,2022.0,4,3,83,62,57,68,63,66,44,63,53,65,68,85,82,67,60,65,29,83,57,163
5610,E. Rashani,"LW, RW, LM",69,69,1400000.0,10000.0,28,2023.0,4,4,83,63,61,71,65,66,53,60,57,71,70,81,85,75,61,69,64,80,53,181
1270,E. Mena,"LB, LWB",76,76,5000000.0,17000.0,32,2022.0,4,3,83,51,70,73,80,44,56,71,42,75,73,82,83,84,82,68,41,77,49,173
33,Á. Di María,"RW, LW",87,87,49500000.0,160000.0,33,2022.0,2,5,83,81,86,87,88,79,51,84,78,88,87,83,83,78,73,84,88,94,73,180
3630,S. Juklerød,"LM, LB, LWB",72,72,2500000.0,12000.0,27,2025.0,3,3,83,68,68,70,72,65,47,67,58,72,70,75,89,82,59,67,70,72,58,187
6383,F. Vargas,"LW, LM, ST",69,79,3100000.0,4000.0,22,2022.0,3,4,83,65,67,69,70,63,64,64,55,74,68,80,86,71,33,67,67,75,65,178
1731,R. Martínez,"ST, LW, RW",75,76,6500000.0,44000.0,27,2023.0,4,3,83,74,64,77,66,73,67,70,64,79,76,82,84,75,74,73,27,78,68,180
11675,J. Champness,"LM, LW",64,69,875000.0,3000.0,24,2022.0,3,3,83,60,57,63,61,60,39,60,59,63,63,83,83,52,36,62,38,69,58,189
3644,B. Merlini,"LM, LW, RM",72,73,2800000.0,900.0,25,2023.0,3,3,83,65,68,75,70,67,44,68,51,76,67,86,81,76,69,65,65,92,59,179
11950,K. Quevedo,"RW, LW",64,68,850000.0,500.0,24,2022.0,4,3,83,57,58,65,63,57,43,62,45,70,59,84,82,68,58,63,40,69,48,174
5993,F. Reese,"LW, RW, ST",69,74,2100000.0,11000.0,23,2023.0,4,3,83,63,65,68,73,59,64,68,47,70,68,80,85,78,70,63,37,68,66,187
10566,Chen Binbin,"LM, LW",65,73,1600000.0,5000.0,23,2024.0,4,3,83,60,61,65,66,58,58,60,58,64,60,84,82,68,64,60,58,82,56,175
13983,P. Osew,LWB,62,76,925000.0,1000.0,20,2022.0,3,3,83,49,53,62,55,45,47,54,48,58,58,83,83,68,56,56,46,86,44,168
3258,N. Lavanchy,"RWB, RM, LWB",72,72,2300000.0,8000.0,27,2022.0,3,3,83,62,66,70,73,64,57,66,61,68,72,82,84,90,64,72,58,77,54,174
1535,L. Acosta,"LW, RW, LM",75,75,3500000.0,18000.0,33,2022.0,4,4,83,70,71,77,73,69,69,74,75,75,75,82,84,70,83,74,45,83,65,169
5275,D. Caicedo,"LM, RM, LW",70,78,3600000.0,4000.0,21,2023.0,2,4,83,63,60,76,57,63,30,65,60,78,72,84,83,73,46,64,61,87,55,168
16871,A. Parsons,"RW, LW",58,72,500000.0,900.0,21,2023.0,2,2,83,54,45,62,42,56,39,49,45,63,58,81,84,55,26,53,30,80,46,180
5459,V. Birmančević,LW,70,79,3500000.0,5000.0,23,2024.0,3,3,83,65,60,75,58,66,41,60,58,76,70,84,83,78,41,69,67,91,61,179
12113,J. Braaf,"LW, RW",64,84,1600000.0,9000.0,18,2023.0,4,4,83,60,57,66,59,58,50,58,56,63,63,82,84,69,59,61,58,82,53,179
9051,Mi Haolun,"LB, LWB",66,66,775000.0,4000.0,28,2022.0,3,2,83,57,57,62,56,65,55,59,48,61,56,82,83,71,64,58,38,88,31,176
11018,F. Cann,LW,65,73,1600000.0,2000.0,23,2023.0,3,2,83,61,54,68,59,63,38,55,58,72,66,84,82,75,30,61,41,64,65,175
10581,R. Alm,"RW, LW",65,66,850000.0,2000.0,25,2022.0,3,3,83,60,60,66,58,61,36,63,49,67,63,85,81,70,54,60,40,72,53,174
2517,D. Quintero,"CAM, LW, LM",73,73,1900000.0,8000.0,33,2021.0,3,4,83,71,69,79,70,70,55,67,72,81,74,85,81,61,74,73,56,91,59,166
7081,J. Ngoy,"ST, LW",68,73,1800000.0,5000.0,23,2022.0,3,3,83,65,58,71,58,66,63,63,47,72,72,80,85,77,33,62,43,69,64,185
5288,André Vidigal,"LW, RW",70,78,3600000.0,6000.0,22,2024.0,4,4,83,63,62,74,67,65,41,64,66,74,72,87,80,66,65,67,34,90,44,176
9787,E. Sahiti,"LW, LM",66,74,1900000.0,500.0,22,2025.0,3,2,83,60,56,70,61,58,48,55,62,70,68,81,84,54,56,61,51,83,57,174
17302,S. Adingra,LW,57,69,400000.0,1000.0,19,2022.0,3,3,83,49,47,60,48,51,22,51,50,59,56,84,82,33,42,55,35,76,40,175
6543,Y. de Lanlay,"RW, LW",68,68,1200000.0,3000.0,29,2023.0,3,3,83,61,62,71,62,58,41,64,56,70,68,84,83,64,45,67,58,84,50,180
13267,K. Nagera,"ST, LW",63,80,1300000.0,8000.0,19,2022.0,2,3,83,62,51,65,51,62,61,57,53,64,66,87,79,54,37,61,43,72,60,177
1451,G. Masouras,"RM, RW, LW",76,76,8000000.0,1000.0,27,2024.0,4,3,83,75,72,74,75,77,74,75,69,72,78,82,84,76,62,77,56,76,59,184
13159,G. Touré,LW,63,63,500000.0,3000.0,27,2022.0,3,3,83,57,54,63,57,59,60,56,52,63,62,82,83,75,67,59,47,68,59,188
2297,K. Tsimikas,"LB, LWB",74,78,5500000.0,62000.0,25,2025.0,3,3,83,57,69,72,76,49,53,69,39,71,72,87,80,77,76,69,68,78,54,179
12955,N. Guinness-Walker,"LB, LWB",63,72,1000000.0,1000.0,21,2022.0,2,2,83,31,52,59,56,32,48,58,25,60,59,82,84,70,46,54,31,66,32,180
12423,Park Yong Ji,"ST, LW, RW",63,63,500000.0,1000.0,28,2022.0,4,3,83,59,58,63,55,63,66,63,47,61,60,82,83,43,22,68,55,82,65,183
4148,V. Černý,"RW, LW",71,75,2700000.0,7000.0,23,2023.0,3,3,83,65,61,74,61,67,42,63,60,75,74,82,83,65,54,65,58,87,50,182
579,C. Günter,"LB, LM, LWB",79,79,16000000.0,32000.0,28,2024.0,2,3,83,55,70,70,84,49,66,69,39,72,69,77,88,87,84,65,68,64,44,184
8182,J. Torres,"LM, LW",67,80,2500000.0,4000.0,21,2022.0,3,2,83,63,60,65,62,63,65,64,59,66,60,82,83,80,55,65,59,76,68,170
7342,A. Dante,"LB, LM, LWB",68,77,2500000.0,6000.0,20,2024.0,3,2,83,50,56,67,56,51,56,60,34,65,64,83,83,85,71,57,34,86,47,179
5346,R. Sottil,"LW, LM, RW",70,82,3900000.0,24000.0,22,2024.0,3,4,83,62,63,72,67,65,42,67,52,72,73,84,82,53,40,68,45,76,69,180
8663,R. Providence,"LW, RW, ST",67,83,2600000.0,10000.0,19,2022.0,3,2,83,58,52,77,54,62,39,56,50,80,77,86,80,48,29,65,38,80,56,172
17245,L. Gordon,"LB, LWB",57,67,350000.0,2000.0,22,2022.0,3,2,83,23,43,58,48,21,40,44,23,61,54,82,84,68,45,43,32,65,34,183
10480,L. Bengtsson,"LW, LM",65,72,1400000.0,2000.0,23,2022.0,3,3,84,58,54,67,59,58,35,54,47,65,66,86,83,72,55,62,39,75,56,179
7606,F. Guerrero,"LM, LW, RM",67,67,850000.0,500.0,31,2022.0,3,4,84,58,59,68,51,64,37,64,55,67,68,87,82,77,24,62,53,85,59,170
6283,Z. Aboukhlal,"RW, LW, ST",69,79,3100000.0,5000.0,21,2023.0,3,4,84,67,61,72,60,68,48,63,54,73,68,87,81,64,52,60,52,85,62,179
474,K. Tierney,"LB, CB, LWB",80,86,31000000.0,69000.0,24,2024.0,3,3,84,60,75,77,82,52,59,77,38,78,77,86,83,86,84,73,56,76,42,178
1091,M. Terrier,"ST, LW",77,81,15500000.0,42000.0,24,2025.0,3,3,84,77,74,76,72,78,69,78,68,76,77,83,84,70,55,79,58,73,66,184
3463,Cao Yunding,"LM, LW",72,72,1900000.0,12000.0,31,2022.0,3,3,84,64,71,70,74,63,62,69,56,68,69,83,85,72,64,70,67,83,60,173
15691,R. Korboa,"RW, LW, ST",60,63,325000.0,2000.0,24,2022.0,3,3,84,54,52,62,56,54,42,53,50,60,59,83,84,65,45,56,52,81,52,178
891,A Lan,"ST, LW, LM",77,77,9000000.0,27000.0,31,2023.0,3,4,84,75,68,81,66,79,76,68,76,83,79,84,84,77,55,78,72,88,76,178
6315,P. Mukairu,"LW, RW, ST",69,78,3100000.0,7000.0,21,2024.0,4,3,84,68,62,71,61,69,44,66,61,74,68,81,87,68,53,61,45,78,64,182
10155,M. Lorenzen,"LW, ST",65,66,850000.0,950.0,26,2021.0,2,3,84,64,55,66,58,65,48,58,53,69,66,82,86,60,44,58,48,60,64,188
75,E. Hazard,LW,85,85,52000000.0,240000.0,30,2024.0,4,4,84,80,82,88,77,78,61,85,82,89,88,86,82,77,54,83,79,87,87,175
6616,A. Schalk,"LW, ST",68,68,1200000.0,9000.0,28,2022.0,4,3,84,69,57,69,54,73,57,60,64,68,67,83,85,76,61,69,57,76,65,171
840,N. De la Cruz,"CM, CAM, LW",78,84,22000000.0,17000.0,24,2022.0,4,4,84,75,77,81,72,73,69,79,72,81,78,86,83,93,87,79,76,92,69,167
139,P. Foden,"CAM, LW, CM",84,92,94500000.0,125000.0,21,2024.0,3,4,84,78,80,87,75,79,47,84,59,86,88,86,82,79,64,82,59,90,64,171
256,Diogo Jota,"LW, ST",82,87,46000000.0,120000.0,24,2025.0,5,4,84,81,73,85,71,84,77,75,78,85,85,88,81,81,85,85,58,87,63,178
7332,J. Leweling,"RW, LW, ST",68,82,2900000.0,8000.0,20,2024.0,3,3,84,59,58,72,64,62,52,65,56,74,71,85,83,71,52,59,43,77,55,184
6390,D. Špikić,"RW, LW, RM",69,77,3100000.0,500.0,22,2026.0,5,3,84,65,64,73,65,62,49,65,59,75,73,82,85,70,46,60,62,77,65,183
6859,Wei Shihao,"ST, CAM, LW",68,71,1600000.0,10000.0,26,2023.0,3,3,84,69,65,70,64,70,67,65,61,73,63,86,82,78,56,59,68,81,58,178
1703,L. Janson,"LW, ST",75,75,6000000.0,16000.0,26,2023.0,3,4,84,73,66,79,66,75,72,71,68,80,76,86,83,70,62,77,49,89,64,169
8056,M. Browne,"LM, LW",67,75,2300000.0,9000.0,23,2024.0,3,4,84,60,61,69,59,61,32,62,47,69,67,83,84,66,69,61,64,78,48,179
4462,Š. Falta,"LW, LM, LB",71,71,1900000.0,850.0,28,2023.0,3,3,84,64,65,72,74,63,46,66,55,72,73,83,84,72,61,67,51,75,55,182
14049,A. Fofana,"LM, LB, LWB",62,69,800000.0,850.0,21,2024.0,2,3,84,47,55,63,58,48,47,59,43,60,61,85,83,63,56,57,32,81,37,170
17791,A. Boakye,"CAM, RW, LW",56,67,325000.0,2000.0,20,2025.0,3,2,84,47,50,61,47,48,38,51,42,62,60,82,85,64,33,50,45,70,40,178
2192,J. Kayembe,"LWB, LB, LW",74,75,4500000.0,13000.0,26,2023.0,4,3,84,62,67,75,71,61,58,69,55,77,75,82,86,76,67,69,44,76,41,180
8384,Cho Jae Wan,"LW, ST",67,68,1200000.0,3000.0,25,2022.0,2,4,84,64,57,68,59,66,61,60,44,66,67,82,86,82,60,66,35,83,63,174
11447,J. Hylton,"LW, ST, LM",64,64,575000.0,4000.0,29,2022.0,4,3,84,58,55,64,61,61,52,61,49,64,63,83,84,53,41,57,34,76,55,178
2683,A. Hurtado,"LW, ST, RW",73,73,1400000.0,16000.0,34,2022.0,4,3,84,71,67,74,63,69,68,68,74,74,73,83,85,68,58,74,61,80,67,172
2216,D. Verde,"RW, LW, ST",74,77,5500000.0,17000.0,25,2022.0,3,4,84,73,67,79,69,68,46,65,60,77,78,84,84,67,58,70,77,89,71,168
6906,M. Moreno,"RW, LW, RM",68,72,1700000.0,35000.0,24,2022.0,3,3,84,63,61,71,62,65,34,63,47,71,68,82,85,58,38,65,35,78,51,171
7235,V. Costache,"LW, RW",68,76,2700000.0,7000.0,22,2023.0,3,3,84,63,61,67,64,64,56,65,49,64,66,84,84,77,65,66,40,81,50,176
14245,C. Bukta,"LW, RW, LM",62,74,950000.0,2000.0,19,2024.0,3,3,84,53,54,65,60,57,38,56,51,65,63,86,82,53,35,55,53,81,49,176
7897,P. Strand,"CM, LW",67,68,1200000.0,2000.0,26,2022.0,3,3,84,62,64,69,54,60,48,68,57,67,68,86,83,89,60,59,68,88,56,175
4662,J. Montero,"LM, LW, RW",70,70,1300000.0,7000.0,31,2021.0,3,4,85,65,66,77,68,60,50,65,64,78,75,89,82,47,40,60,64,85,68,170
2636,Rafael Silva,"ST, LW, RW",73,73,3000000.0,12000.0,29,2025.0,3,3,85,73,67,74,65,77,65,72,64,77,74,82,88,70,62,74,47,71,71,179
2633,J. Lukaku,"LM, LB, LWB",73,73,3300000.0,40000.0,26,2022.0,3,3,85,61,68,73,77,54,62,71,57,75,70,88,83,72,74,67,46,73,53,177
13002,M. Mawa,"ST, LW",63,66,675000.0,1000.0,24,2024.0,2,3,85,61,54,65,57,62,54,56,53,65,63,84,85,73,60,62,35,73,62,185
7937,S. Wright,"LM, LW, CAM",67,72,1500000.0,14000.0,23,2025.0,3,3,85,59,61,72,56,59,37,68,40,72,70,84,85,70,38,58,66,84,56,175
861,Nuno Mendes,"LWB, LB, LM",78,88,29000000.0,8000.0,19,2022.0,4,3,85,57,68,74,74,45,67,71,54,72,75,82,88,81,67,72,59,82,45,176
7741,B. McKay,"LM, LW",67,68,1200000.0,3000.0,26,2023.0,4,3,85,61,63,69,63,62,37,62,47,67,66,86,84,60,38,64,65,90,50,172
8145,M. Jeahze,"LWB, LM",67,73,1500000.0,2000.0,24,2023.0,2,2,85,43,60,66,63,38,42,61,35,64,62,84,85,89,72,57,47,80,35,179
18960,H. Ramazani,"CB, LWB",51,66,130000.0,500.0,19,2022.0,1,2,85,23,38,48,23,17,44,51,20,45,41,83,86,68,42,29,24,84,30,170
