,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,mentality_vision,passing,dribbling,attacking_crossing,attacking_volleys,attacking_short_passing,attacking_finishing,skill_long_passing,skill_dribbling,skill_ball_control,skill_curve,skill_fk_accuracy,movement_reactions,movement_acceleration,power_stamina,mentality_positioning,mentality_composure,mentality_penalties,height_cm
9381,S. Quiroga,"CAM, CM",66,67,975000.0,4000.0,27,2023.0,64,65,70,64,39,72,58,61,69,71,48,46,62,77,70,57,60,56,162
8554,R. Ledezma,CAM,67,81,2500000.0,5000.0,20,2022.0,67,66,72,60,53,69,61,65,72,70,64,60,57,78,60,61,62,58,174
11911,A. Francis,"CAM, LW, CM",64,75,1300000.0,2000.0,20,2023.0,61,59,67,52,54,65,58,59,67,67,52,49,57,74,66,64,64,48,184
362,G. Lo Celso,"CM, CAM",81,85,35500000.0,95000.0,25,2025.0,83,82,83,79,69,84,75,83,83,85,82,79,82,76,76,76,80,65,177
377,H. Aouar,"CM, CAM",81,86,38500000.0,65000.0,23,2023.0,84,81,85,70,68,86,76,80,86,86,80,72,82,78,76,78,82,74,175
2127,B. Dack,"CAM, CM",74,75,4900000.0,37000.0,27,2024.0,73,71,76,68,61,73,75,69,76,75,76,69,68,78,63,79,77,62,173
8159,M. Domínguez,"CAM, LM",67,75,2300000.0,6000.0,21,2024.0,63,65,73,68,54,68,55,65,75,68,63,41,64,74,61,63,55,59,159
1305,B. Petković,"ST, CAM",76,77,9000000.0,1000.0,26,2024.0,84,75,80,66,78,79,72,70,83,85,69,76,68,74,73,64,79,86,193
8868,J. Arroé,"LW, CAM, RW",66,66,850000.0,500.0,29,2021.0,54,59,71,60,45,65,65,61,70,73,49,33,57,78,55,57,60,33,175
5035,M. Mehlem,"CAM, LM",70,76,2500000.0,8000.0,23,2022.0,70,66,75,61,42,70,61,62,75,73,64,52,64,77,81,65,62,52,174
16890,C. Makreckis,"RM, CAM, LM",58,66,450000.0,650.0,21,2022.0,49,51,61,56,42,57,39,44,62,55,43,33,58,73,60,43,54,37,181
11648,P. Türpitz,"CAM, RM, LM",64,64,575000.0,2000.0,29,2023.0,61,60,67,60,58,63,62,52,64,66,59,64,62,81,74,63,63,69,178
6371,L. Sučić,"CAM, CM, RM",69,83,3200000.0,5000.0,18,2024.0,65,69,71,65,66,72,62,70,74,72,70,72,61,74,69,61,70,59,185
4981,R. Niyaz,"CAM, CM, CDM",70,73,2100000.0,9000.0,26,2023.0,71,70,72,69,66,72,59,68,71,70,64,62,64,77,70,73,66,60,165
11875,B. Fadiga,"CM, CAM",64,78,1400000.0,11000.0,20,2022.0,62,60,71,48,37,67,46,61,71,69,52,47,65,77,68,58,62,50,178
765,A. Miranchuk,"CAM, ST",78,80,17500000.0,46000.0,25,2025.0,79,76,80,72,67,78,71,75,80,80,74,75,76,74,75,78,76,67,182
6608,Noguera,"CAM, RM",68,68,1000000.0,1000.0,31,2022.0,68,67,69,63,52,70,63,68,67,69,56,57,66,71,65,67,57,53,177
9346,I. Zhigulev,"CM, CAM",66,71,1200000.0,3000.0,25,2023.0,62,63,66,57,48,69,58,66,65,67,59,41,61,77,76,58,59,45,174
6370,Afonso Sousa,"LW, CAM",69,82,3400000.0,3000.0,21,2024.0,66,64,75,59,54,69,45,61,75,76,69,42,76,77,67,72,59,59,174
5969,Weilson Leal,"LM, CAM",69,69,875000.0,8000.0,33,2024.0,68,64,70,57,66,68,69,58,71,72,65,62,65,76,74,66,62,61,181
6445,Lee Keun Ho,"CAM, ST",68,68,400000.0,4000.0,36,2021.0,69,64,69,59,64,67,65,63,66,68,61,56,66,74,58,72,70,67,176
17974,D. Croitoru,"CAM, CM, ST",55,73,325000.0,500.0,17,2023.0,54,49,55,43,53,56,47,51,52,58,29,20,46,77,59,55,47,21,177
12754,R. Watanabe,"RW, CAM, LW",63,67,700000.0,2000.0,24,2022.0,50,60,66,56,57,66,64,61,67,62,62,60,56,80,79,55,61,62,175
1181,G. Bou,"ST, CAM",76,76,6500000.0,10000.0,31,2021.0,71,69,76,69,70,70,77,61,76,76,66,71,72,75,74,75,76,71,178
8416,O. Deman,"ST, CAM, LW",67,77,2300000.0,4000.0,21,2023.0,58,61,68,56,62,70,65,56,68,71,58,48,52,76,69,68,50,45,181
8374,J. Guillemenot,"ST, CAM",67,73,1600000.0,4000.0,23,2023.0,63,64,68,62,53,66,65,63,68,70,66,60,68,74,69,69,61,66,183
1255,V. Claesson,"CAM, LM, CM",76,76,2850451.813201148,9017.989362811555,29,2031.0,80,74,75,68,65,75,76,73,74,77,70,64,77,75,88,78,77,64,183
15836,R. Ilie,"CAM, CM",60,71,525000.0,550.0,18,2022.0,56,56,61,47,54,62,55,55,60,62,61,56,46,70,56,58,57,60,183
17862,F. Al Ghamdi,"RM, CAM",55,70,300000.0,4000.0,21,2025.0,51,51,54,51,36,53,49,49,53,52,43,42,50,74,48,49,38,45,168
12864,M. Şatin,"CAM, LM, RM",63,68,725000.0,2000.0,24,2022.0,59,58,66,52,58,61,60,57,66,64,61,62,61,75,68,63,63,61,177
2992,M. Okugawa,"CAM, ST",73,76,4000000.0,19000.0,25,2024.0,67,68,78,70,70,72,69,64,79,77,62,60,69,84,69,68,73,65,177
6200,G. Kharaishvili,CAM,69,73,2000000.0,500.0,24,2023.0,68,66,68,61,53,68,68,64,68,70,71,70,58,79,72,70,58,60,183
3003,Borja Sánchez,"LM, CAM",73,76,4000000.0,9000.0,25,2022.0,73,72,73,70,69,73,69,71,73,73,73,72,69,77,67,70,74,57,185
1324,A. Miranchuk,"LM, CAM, RM",76,79,10000000.0,42000.0,25,2024.0,77,74,77,69,60,78,76,73,76,78,62,72,76,75,72,74,80,71,183
11640,E. Vertainen,"ST, CAM, LW",64,75,1300000.0,2000.0,22,2023.0,64,59,64,51,58,61,64,56,67,64,63,64,54,75,67,63,62,63,187
14762,L. Dumitriu,"CM, CAM",61,61,325000.0,1000.0,28,2023.0,63,62,60,53,60,69,52,65,61,53,54,51,64,71,64,62,54,50,178
18416,I. Koné,"CAM, LM",54,74,300000.0,750.0,19,2023.0,50,48,55,39,34,52,48,50,58,53,47,37,49,71,57,50,50,39,188
14771,B. Fernandes,"LM, CAM",61,62,375000.0,500.0,26,2024.0,57,60,64,63,45,63,45,54,61,61,61,57,51,76,59,53,58,45,167
4001,N. Benezet,"LM, CAM",71,71,1800000.0,6000.0,30,2022.0,72,68,72,68,63,70,66,66,70,72,68,49,70,77,58,68,62,64,170
575,J. Lingard,CAM,79,79,17500000.0,115000.0,28,2022.0,79,75,80,74,76,78,78,65,80,80,79,68,81,78,79,83,77,70,175
12302,D. Rowe,"RM, CAM",63,63,475000.0,2000.0,29,2022.0,58,59,65,62,45,60,59,56,63,62,56,50,57,77,61,59,56,56,183
6048,G. Maroni,"CAM, LW, LM",69,79,3100000.0,6000.0,22,2023.0,68,66,76,64,64,72,53,57,76,75,61,57,65,80,62,70,70,56,175
3456,E. Thommy,"LM, RM, CAM",72,72,2600000.0,19000.0,26,2022.0,71,71,75,77,65,70,69,62,75,73,76,72,66,81,60,66,62,57,175
3398,L. Villafañez,"CAM, RW, LW",72,72,2300000.0,700.0,29,2022.0,73,71,74,70,66,72,67,69,75,73,76,70,69,77,66,75,66,65,171
15753,A. Gilbert,"LW, CAM, CF",60,77,625000.0,5000.0,19,2022.0,57,51,61,54,53,52,60,41,63,58,53,42,46,72,42,59,49,50,183
6189,G. Lódico,"CM, CAM",69,76,2800000.0,7000.0,23,2021.0,69,70,75,65,56,73,56,73,75,73,71,66,63,77,70,63,70,52,173
6677,B. Saller,"RB, CM, CAM",68,68,1100000.0,5000.0,28,2024.0,64,64,66,68,48,67,47,65,63,65,52,40,66,77,70,57,62,46,178
4198,P. Roberts,"RM, RW, CAM",71,76,2800000.0,51000.0,24,2022.0,73,68,79,65,52,73,64,63,78,77,66,49,62,79,52,64,76,62,170
18024,H. Vaughan,"CAM, RW",55,73,325000.0,500.0,17,2023.0,50,50,62,49,40,55,46,41,60,58,52,38,50,75,50,49,55,42,165
6191,Rafael Barbosa,"CAM, LW",69,74,2000000.0,4000.0,25,2023.0,65,66,74,65,57,69,58,68,73,72,62,59,67,77,66,64,69,54,173
18078,Buni Jorge,"CM, CAM",55,65,275000.0,650.0,20,2025.0,49,54,57,45,42,65,42,57,54,53,36,35,54,77,64,56,38,49,168
1088,C. Stengs,"RM, CAM",77,84,21500000.0,28000.0,22,2026.0,81,75,80,70,71,77,65,72,77,85,75,62,79,75,76,75,78,52,187
3218,E. Haji Safi,"LB, LM, CAM",72,72,1700000.0,900.0,31,2023.0,67,70,73,74,54,70,56,68,72,74,69,72,70,77,70,68,63,66,178
11583,N. Freeman,"CAM, LM, RM",64,67,775000.0,2000.0,25,2022.0,64,62,66,62,48,64,55,61,65,65,55,43,60,77,74,63,61,53,180
12477,P. Becker,"CM, RM, CAM",63,63,475000.0,3000.0,28,2022.0,68,67,67,62,34,68,49,68,65,68,68,69,64,78,34,63,55,55,173
7463,O. Pachlopník,CAM,68,76,2700000.0,500.0,21,2023.0,65,65,75,69,59,64,62,62,75,72,61,59,67,77,70,64,67,51,179
1952,Marcos André,"ST, LW, CAM",75,81,9000000.0,29000.0,24,2026.0,55,59,72,51,69,69,80,57,73,74,50,45,58,78,68,77,65,61,184
1962,J. Musiala,"CAM, LM",75,88,13000000.0,19000.0,18,2026.0,69,67,84,65,59,72,75,65,86,84,60,38,68,80,58,69,77,42,180
13965,E. Peña Zauner,"CAM, LM",62,73,900000.0,1000.0,21,2023.0,57,62,66,63,46,64,57,61,66,63,67,66,57,73,61,55,51,45,177
1893,J. Willock,"CAM, CM",75,83,12500000.0,26000.0,21,2026.0,69,68,76,60,66,76,76,69,78,77,64,46,77,74,74,78,70,62,186
7468,Ž. Gavrić,"LM, RM, CAM",68,81,2900000.0,500.0,20,2023.0,64,67,66,65,73,67,63,65,70,67,80,73,57,72,66,69,57,72,181
8235,A. Benchaib,"CAM, LM",67,73,1600000.0,5000.0,23,2023.0,58,61,72,56,63,66,64,61,73,71,65,62,63,78,59,65,72,58,181
5239,D. Zuma,"RM, LM, CAM",70,70,1700000.0,600.0,26,2023.0,65,65,72,67,55,69,63,60,74,71,61,50,64,78,61,68,65,48,169
6896,V. Jacob,"LM, CAM",68,68,1300000.0,3000.0,27,2024.0,71,67,69,57,67,71,61,66,66,73,64,65,48,80,65,65,60,62,171
3620,Curro Sánchez,"RM, CAM, CM",72,75,3100000.0,9000.0,25,2024.0,75,70,73,70,56,68,73,67,73,71,75,73,65,78,67,69,72,70,173
8213,D. Gazdag,"CAM, CM",67,72,1500000.0,3000.0,25,2022.0,68,64,68,51,59,69,62,67,69,68,61,60,68,73,65,59,60,48,178
9622,M. Taabouni,"CAM, LW",66,83,2200000.0,2000.0,19,2022.0,71,62,72,50,53,66,54,61,71,70,61,55,65,78,58,55,67,55,170
5163,M. Chouiar,"LM, CAM",70,73,2200000.0,3000.0,22,2022.0,71,70,72,68,63,71,65,67,71,71,70,73,60,77,75,60,69,61,177
17106,A. Al Shammari,"CAM, LM",57,68,375000.0,5000.0,22,2022.0,51,55,62,54,41,60,51,56,60,58,44,52,48,74,49,52,57,41,174
4809,J. Dezi,"CM, CAM",70,70,1600000.0,12000.0,29,2022.0,69,66,70,54,53,71,69,70,69,72,55,58,64,77,93,69,70,52,178
2418,J. Dos Santos,"ST, CAM",74,74,4200000.0,12000.0,29,2024.0,63,57,69,54,54,59,75,48,65,74,61,52,75,74,75,80,74,60,178
4919,T. Okriashvili,"CAM, LM",70,70,1600000.0,750.0,29,2024.0,67,66,75,66,49,67,63,64,77,76,64,64,70,80,60,68,69,47,181
2351,M. Richter,"RM, CAM, LM",74,78,6000000.0,31000.0,23,2025.0,69,65,77,68,63,69,70,56,78,76,60,37,75,86,71,74,62,56,176
4,K. De Bruyne,"CM, CAM",91,91,125500000.0,350000.0,30,2025.0,94,93,88,94,82,94,82,93,88,91,85,83,91,76,89,88,89,83,181
4860,Brandon Thomas,"ST, LM, CAM",70,73,2100000.0,7000.0,26,2022.0,67,61,73,60,67,61,71,57,73,69,64,54,71,77,80,75,66,69,175
16559,J. Law,"CAM, RW",58,66,450000.0,3000.0,22,2022.0,56,55,58,56,50,57,52,53,57,56,46,45,55,77,72,56,55,52,178
16530,Chen Zhongliu,"CAM, CM",58,58,220000.0,2000.0,27,2021.0,57,57,56,49,47,63,49,60,54,55,49,48,64,79,60,52,52,60,185
7990,R. Mmaee,"ST, CAM",67,74,2100000.0,500.0,24,2024.0,56,53,70,48,56,63,70,41,72,68,55,28,61,78,54,65,73,57,183
13556,D. McDaid,"RM, CAM",62,65,525000.0,1000.0,25,2024.0,54,58,65,57,42,63,48,62,64,66,51,41,54,70,57,56,58,46,178
16826,P. Aaronson,CAM,58,76,500000.0,500.0,17,2021.0,59,57,62,53,42,61,51,57,61,58,54,44,46,78,59,50,56,49,170
9873,L. Kalludra,"CM, CAM",65,65,700000.0,1000.0,29,2023.0,67,64,70,60,48,68,58,64,67,66,58,53,64,79,74,66,64,45,170
2256,Dani Rochelinhas,"CAM, CM",74,74,4100000.0,15000.0,29,2024.0,76,72,76,66,61,74,64,71,75,76,72,73,74,81,71,77,78,71,178
16768,A. Németh,"ST, CF, CAM",58,79,650000.0,1000.0,18,2023.0,48,44,61,34,57,54,58,32,62,56,51,24,58,74,61,49,54,51,187
8114,Adrián Maideira,CAM,67,67,1100000.0,8000.0,25,2024.0,58,61,68,55,66,70,67,51,68,63,65,62,70,75,67,71,59,68,170
4946,O. Kemen,"CM, LM, CAM",70,75,2400000.0,8000.0,24,2024.0,71,65,72,55,51,68,68,69,72,71,52,53,72,77,87,61,70,57,177
11009,R. Oratmangoen,"CAM, LW, RW",65,73,1600000.0,2000.0,23,2023.0,66,63,66,66,46,67,62,62,68,64,39,33,59,77,65,58,55,51,180
2218,Pere Milla,"ST, CAM, LM",74,74,4300000.0,20000.0,28,2022.0,66,68,76,69,62,74,76,60,79,76,63,58,70,79,77,72,65,62,184
10897,Julio Martínez,"ST, CAM",65,77,1700000.0,2000.0,20,2022.0,54,53,65,45,46,58,68,52,66,65,51,51,57,76,52,67,47,72,178
4516,S. Giménez,"ST, CF, CAM",71,86,4500000.0,29000.0,20,2023.0,65,60,64,50,63,70,72,55,60,72,52,36,62,75,62,73,57,74,182
10066,M. Starke,"CAM, ST, CM",65,65,700000.0,950.0,30,2022.0,58,62,67,66,60,64,66,52,68,67,75,71,61,74,85,60,56,59,179
10812,Tiago Alves,CAM,65,70,1000000.0,2000.0,25,2022.0,62,61,68,55,40,65,65,64,68,68,53,46,58,74,57,63,64,46,176
1554,U. Dávila,"CAM, RM, ST",75,75,5500000.0,6000.0,30,2024.0,74,72,78,68,71,74,75,70,79,75,73,72,71,77,75,68,72,78,172
12041,P. Nebel,"RM, LM, CAM",64,83,1500000.0,2000.0,18,2024.0,60,58,71,55,50,62,60,58,71,68,54,46,47,79,53,52,57,45,169
4420,A. Sigurðsson,"CF, CAM, LM",71,80,4200000.0,24000.0,22,2022.0,68,67,73,67,68,72,71,69,73,73,56,39,68,75,71,70,64,40,177
11350,G. Thomas,"CAM, RM",64,70,925000.0,4000.0,24,2023.0,62,61,66,58,59,63,62,59,65,64,58,61,58,77,70,62,63,63,173
8336,B. Motshwari,"CM, CAM, RM",67,67,975000.0,500.0,30,2022.0,62,66,69,57,54,73,54,74,68,68,55,53,65,74,70,61,68,61,172
16007,Cao Yongjing,"CAM, LM, ST",59,65,350000.0,3000.0,24,2023.0,55,53,61,46,49,53,52,50,61,59,68,65,66,74,81,58,50,58,180
1411,R. Alvarado,"RM, LM, CAM",76,83,15000000.0,48000.0,22,2022.0,79,75,77,74,62,75,68,72,75,78,76,65,70,81,84,71,68,62,176
4306,Jairão Zezé,"CAM, CM",71,71,2200000.0,7000.0,21,2024.0,75,73,77,74,62,76,62,63,76,77,74,75,63,78,64,62,71,72,169
13017,G. Merloi,"RW, CAM",63,70,975000.0,1000.0,21,2024.0,60,60,66,61,53,60,59,59,63,65,64,63,58,75,71,59,66,56,170
6822,A. Tahiri,"CAM, CM",68,69,1400000.0,7000.0,26,2023.0,71,68,73,63,48,72,55,60,72,74,69,66,61,77,82,54,64,62,179
8661,D. Jurić,"ST, CAM",67,72,1600000.0,500.0,23,2026.0,52,53,63,49,54,61,69,52,61,67,37,34,56,73,77,63,62,73,188
7805,D. De Silva,"LM, CAM",67,70,1400000.0,2000.0,24,2023.0,59,62,70,58,59,68,56,62,70,69,62,45,56,77,86,58,59,50,170
14363,Antony,"CAM, RW, CF",62,77,950000.0,900.0,19,2024.0,59,60,70,53,53,65,46,62,74,71,59,50,63,73,48,48,63,62,183
1662,R. Pizarro,"CAM, LM, CM",75,75,6000000.0,9000.0,27,2021.0,75,73,77,72,73,75,70,72,77,78,72,54,72,74,71,72,72,67,175
1665,Pedro Santos,"LM, CAM, RM",75,75,3500000.0,9000.0,33,2021.0,76,73,75,73,66,74,69,66,75,74,80,73,70,77,77,74,73,69,178
11288,S. Mauk,"CM, CAM",64,66,725000.0,1000.0,25,2022.0,63,62,67,60,56,64,60,63,65,67,59,46,61,76,78,67,62,50,176
8258,T. Reijnders,"CM, CAM",67,74,2100000.0,3000.0,22,2025.0,67,67,70,64,51,70,59,68,69,70,57,56,70,77,73,56,70,57,185
3793,Antonio Sánchez,"CAM, RM, RW",72,78,3700000.0,16000.0,24,2024.0,75,69,75,54,58,75,63,71,76,72,62,57,63,77,81,65,72,54,179
2819,H. Hajradinović,"CAM, CM",73,73,3200000.0,13000.0,27,2022.0,75,74,74,70,60,77,59,75,73,74,70,67,69,76,90,70,63,70,178
3595,Gérson Noalha,"ST, CAM, LM",72,72,2300000.0,28000.0,29,2024.0,56,58,75,53,77,56,75,56,76,76,83,71,67,66,74,67,71,76,178
5315,Lee Dong Kyung,"RM, CAM",70,78,3500000.0,6000.0,23,2023.0,70,69,69,65,41,71,58,67,67,71,66,75,67,71,72,67,65,47,175
2820,Y. Namli,"RM, CAM",73,73,3200000.0,8000.0,27,2023.0,75,70,78,65,62,72,58,67,79,78,72,72,68,78,78,63,71,64,180
3790,Luquinha,"CAM, CM",72,82,5000000.0,5000.0,20,2024.0,75,74,76,79,60,73,55,75,73,74,64,65,69,79,67,73,71,60,167
19016,Bahtiyar Pezila,"CAM, CDM",50,60,110000.0,1000.0,22,2022.0,43,48,47,38,35,55,46,56,46,41,46,41,53,77,60,45,41,40,182
1811,M. Pjaca,"LW, RW, CAM",75,76,6500000.0,63000.0,26,2022.0,68,74,81,76,72,77,61,67,86,84,82,72,68,74,54,62,70,72,186
3791,Romário Baró,"RM, CAM",72,82,5500000.0,7000.0,21,2022.0,68,69,73,67,62,73,65,71,73,74,70,54,70,75,64,70,74,64,180
10881,A. Colassin,"ST, CAM",65,76,1600000.0,5000.0,20,2025.0,59,52,66,36,56,61,69,48,66,68,47,45,52,73,53,67,64,50,188
1804,J. Reine-Adélaïde,"CM, CAM, RW",75,82,11000000.0,43000.0,23,2024.0,77,72,80,65,63,78,70,72,83,79,61,53,76,77,75,75,78,55,184
10401,K. Staude,"LM, RM, CAM",65,70,1100000.0,1000.0,24,2022.0,53,58,73,61,52,65,56,47,75,70,64,37,50,80,61,60,61,49,176
368,Rosberto Dourado,"CDM, CM, CAM",81,81,27000000.0,26000.0,21,2024.0,77,74,77,61,57,82,53,78,77,76,54,57,80,75,91,58,81,77,175
254,M. Ødegaard,"CAM, CM",82,88,49000000.0,89000.0,22,2026.0,86,83,84,84,73,83,73,81,85,85,81,83,74,80,78,76,76,63,178
8895,S. Savić,"CAM, LM, CM",66,66,900000.0,3000.0,27,2022.0,64,63,71,59,61,65,62,61,70,70,66,58,61,80,65,62,62,51,169
3570,Gustavo Lobateiro,"CAM, ST, CF",72,72,2800000.0,14000.0,21,2024.0,69,68,72,67,55,77,67,61,74,68,50,44,72,76,54,77,69,56,180
8935,P. Weihrauch,"CM, CAM",66,67,975000.0,5000.0,27,2022.0,66,64,73,60,62,69,56,58,73,72,62,55,68,78,73,63,67,55,181
3465,B. Mensah,"CAM, CM",72,75,3100000.0,11000.0,26,2022.0,72,71,74,64,49,74,68,69,75,76,77,76,65,80,72,67,69,59,180
16199,A. Okoflex,"LM, ST, CAM",59,78,575000.0,5000.0,19,2023.0,53,50,66,52,42,52,56,40,65,64,51,49,48,76,55,54,58,59,186
9555,Andre Shinyashiki,"LM, ST, CAM",66,72,1400000.0,2000.0,24,2024.0,60,56,70,54,44,60,64,50,73,67,48,36,60,76,73,64,62,60,175
9595,M. Domański,"CAM, CM",66,66,825000.0,1000.0,30,2022.0,64,63,66,66,52,64,65,60,62,63,63,55,64,78,94,68,59,61,168
17289,Mamadi Camará,"CAM, RM",57,73,400000.0,600.0,17,2022.0,55,52,63,45,41,56,52,52,63,59,48,41,43,80,52,49,48,45,174
1781,İ. Kahveci,"CM, CAM, RW",75,78,7500000.0,40000.0,25,2025.0,77,76,77,70,60,78,67,75,78,78,77,77,75,75,84,67,74,54,176
2805,A. Traoré,"CAM, CM, RW",73,76,4000000.0,13000.0,26,2022.0,73,73,75,71,56,75,57,72,76,75,73,71,70,76,77,70,69,53,178
10026,C. Matei,"CM, CAM, RW",65,65,700000.0,2000.0,29,2025.0,65,65,68,66,60,66,62,63,67,67,66,59,62,78,80,66,62,60,175
1736,H. Wilson,"CAM, RM",75,81,9000000.0,42000.0,24,2026.0,76,75,75,76,71,74,75,68,73,75,86,85,75,79,72,75,75,78,173
9537,L. Dajaku,"RW, LW, CAM",66,78,2100000.0,7000.0,20,2022.0,53,54,69,49,53,61,66,46,70,68,50,60,65,78,68,64,53,58,180
17121,L. Ivanovic,"ST, RW, CAM",57,69,400000.0,900.0,21,2024.0,54,50,60,52,43,54,56,46,60,55,30,31,52,78,59,59,47,59,189
2186,A. Roa,CAM,74,74,4200000.0,14000.0,28,2022.0,75,74,78,74,44,77,65,67,79,76,78,74,71,76,63,72,79,59,175
8111,S. Al Najai,"CM, CAM, RM",67,74,2000000.0,11000.0,24,2024.0,65,64,70,59,55,70,70,62,68,73,57,45,65,81,75,73,71,50,176
2707,A. Andrade,"LM, LW, CAM",73,73,2400000.0,2000.0,32,2022.0,70,68,75,65,66,71,70,69,76,77,66,59,67,76,71,70,59,76,177
17089,P. Patterson,"CAM, LM, RM",57,71,400000.0,500.0,20,2021.0,55,56,59,53,50,60,48,53,59,56,59,50,53,78,36,48,59,56,178
9901,N. Yamada,"CM, CF, CAM",65,65,675000.0,1000.0,30,2022.0,61,61,69,52,57,65,61,61,67,67,62,66,59,83,82,69,64,42,168
10050,M. Schmerböck,"ST, CAM, LM",65,66,825000.0,3000.0,27,2023.0,60,60,68,60,63,63,65,60,67,66,63,34,59,79,71,63,62,46,180
2890,Marlon Nideiro,CAM,73,73,3400000.0,22000.0,25,2024.0,74,71,77,71,74,75,64,60,75,74,73,69,80,82,69,72,74,68,169
10255,M. Burgess,"CAM, ST",65,66,850000.0,3000.0,26,2023.0,67,61,67,57,46,65,61,58,68,66,50,48,62,76,75,60,66,41,185
10222,A. Cannon,"CM, CAM",65,70,1000000.0,4000.0,25,2023.0,64,63,69,58,52,68,52,62,67,68,60,50,67,78,75,63,63,49,176
8493,Robert Navarro,"CAM, LW",67,83,2600000.0,6000.0,19,2022.0,74,58,69,42,59,63,70,52,69,66,42,61,69,79,68,70,68,75,178
999,S. Benrahma,"CAM, LM, LW",77,80,14000000.0,59000.0,25,2026.0,77,73,81,74,64,75,72,64,83,79,73,69,73,79,69,75,74,69,172
9224,K. Kozuka,"CF, CAM, CM",66,66,950000.0,4000.0,26,2022.0,70,67,67,64,47,68,59,66,67,67,62,67,61,73,64,70,60,46,174
15697,I. Omar,"CAM, RM",60,60,240000.0,3000.0,29,2023.0,55,57,64,54,48,59,49,61,64,58,55,44,54,81,58,56,53,42,167
1078,E. Eze,"LM, CAM",77,83,16500000.0,45000.0,23,2025.0,76,73,81,70,55,77,71,68,83,79,71,68,70,77,77,71,77,69,178
1122,G. Reyna,"CAM, LM, RM",77,87,22000000.0,18000.0,18,2025.0,78,74,82,69,75,79,68,64,85,79,78,64,77,78,74,72,76,50,185
7590,T. Sana,"CAM, ST, CM",67,67,850000.0,2000.0,31,2022.0,63,62,71,60,58,65,66,56,70,70,69,61,64,77,71,69,65,64,172
8558,K. Rabihic,"LW, RW, CAM",67,67,1000000.0,1000.0,28,2022.0,68,66,69,63,50,70,62,64,70,64,51,58,58,80,76,63,59,58,179
18506,D. Al Mutairi,"CAM, ST",53,63,200000.0,3000.0,19,2023.0,43,45,56,36,31,51,54,47,56,58,43,34,44,75,51,50,39,37,183
17992,A. Pyndt,"CM, CDM, CAM",55,66,275000.0,2000.0,20,2023.0,53,49,59,31,36,58,42,57,57,59,32,33,51,81,66,50,54,42,175
1442,M. Shaparenko,"CM, CAM",76,84,17000000.0,900.0,22,2025.0,80,76,78,70,58,77,70,75,78,80,72,74,72,80,74,72,66,55,177
17608,Z. Al-Hussaini,"CAM, LM, RM",56,68,350000.0,2000.0,21,2023.0,55,51,59,48,40,54,50,48,59,56,43,40,51,78,51,49,51,50,173
1507,Alexandre Pato,"ST, LW, CAM",75,75,4800000.0,10000.0,31,2021.0,66,69,76,68,70,75,74,53,74,78,81,70,72,75,61,77,74,74,175
2903,L. Kleinheisler,CAM,73,73,2850451.813201148,9017.989362811555,27,2031.0,67,69,77,65,48,73,66,67,77,74,72,61,76,81,82,71,76,58,173
8335,L. Ilić,"CAM, CM",67,76,2300000.0,3000.0,21,2022.0,72,67,70,67,56,68,50,64,71,69,67,52,58,78,63,61,66,41,182
1581,Samu Sáiz,"LM, CAM, ST",75,75,5500000.0,13000.0,30,2023.0,77,72,80,71,61,71,66,64,83,78,80,69,67,78,73,71,71,75,174
1379,Adilson Edrada,CAM,76,76,7500000.0,27000.0,29,2024.0,77,70,80,63,68,76,73,58,87,75,61,66,66,74,52,76,67,76,176
1257,N. López,"RM, CAM, ST",76,76,8000000.0,43000.0,27,2023.0,70,70,79,72,72,73,79,64,81,77,74,54,73,77,63,78,72,66,178
9326,Han Seung Gyu,"CAM, CM, RM",66,70,1200000.0,3000.0,24,2021.0,67,64,68,62,42,66,54,60,68,67,63,55,66,73,68,63,61,47,174
2995,Paulinho,"CAM, LW, RW",73,83,6500000.0,26000.0,20,2023.0,69,69,80,65,58,74,68,68,82,80,73,55,66,77,56,67,73,58,177
1364,Toni Villa,"LM, CAM, CM",76,77,9000000.0,12000.0,26,2023.0,76,74,80,76,52,76,64,73,80,81,75,51,73,80,68,67,74,60,172
2966,H. Wolf,CAM,73,79,4900000.0,19000.0,22,2024.0,70,67,77,63,63,69,70,64,79,77,73,63,71,80,70,71,72,65,179
1378,Simão Acunha,"CAM, CF",76,76,4700000.0,33000.0,33,2024.0,80,77,77,74,67,79,66,73,76,78,87,61,78,80,72,67,71,67,178
12943,H. López Muñoz,"CAM, LM, RM",63,75,1200000.0,2000.0,20,2022.0,61,58,69,54,57,62,59,53,70,66,54,44,49,78,55,59,65,48,168
4566,Reinier,"CF, CAM",71,84,4500000.0,45000.0,19,2022.0,70,64,75,58,70,67,68,57,77,74,72,55,68,83,69,68,74,69,185
4572,S. Rodríguez,"CAM, RW, LW",71,82,4200000.0,4000.0,21,2023.0,71,65,74,58,51,69,68,62,74,72,57,53,70,81,58,68,60,56,172
14151,A. Arli,CAM,62,72,850000.0,500.0,18,2024.0,62,58,68,50,51,64,52,52,69,65,56,51,54,81,48,52,58,56,193
11422,M. Litka,"LM, CAM",64,67,775000.0,3000.0,25,2022.0,64,57,67,64,48,62,58,34,66,66,60,40,57,81,62,58,48,52,180
