,Name ,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,club_contract_valid_until,weak_foot,pace,shooting,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_strength,mentality_positioning,mentality_penalties,height_cm
7058,S. Ganvoula,ST,68,73,1800000.0,10000.0,25,191,2023.0,4,81,67,73,63,72,63,61,31,58,72,88,61,64,53,77,70,84,66,61,191
13723,O. Patrick,"ST, RW, LW",62,65,525000.0,2000.0,25,185,2023.0,3,81,59,66,61,57,58,55,34,61,80,81,68,61,64,60,66,69,62,52,185
7889,T. Akindele,ST,67,67,1000000.0,4000.0,29,185,2021.0,2,81,65,71,67,68,58,55,28,65,79,83,73,62,63,69,70,78,66,66,185
7196,M. Obafemi,ST,68,79,2700000.0,10000.0,20,169,2024.0,3,81,66,64,69,61,63,61,41,67,85,78,82,66,89,70,69,65,67,67,169
14459,L. Angol,ST,61,61,375000.0,4000.0,26,187,2022.0,3,81,60,68,61,58,56,53,61,59,78,83,70,53,70,65,81,72,57,62,187
3010,C. Führich,"RM, ST",73,79,4800000.0,19000.0,23,178,2025.0,4,81,66,61,67,54,73,58,50,72,83,79,84,72,80,68,66,53,68,61,178
10763,T. Somers,"RW, ST",65,72,1500000.0,3000.0,22,178,2023.0,4,81,54,67,59,37,67,43,38,68,78,83,73,52,70,51,76,75,56,48,178
16137,L. N'Diaye,ST,59,74,550000.0,5000.0,20,180,2023.0,3,81,59,56,60,55,51,45,38,52,80,81,55,57,61,60,69,66,52,57,180
2982,E. Copetti,"ST, RW",73,76,4100000.0,16000.0,25,180,2022.0,4,81,72,86,74,73,67,55,40,68,80,82,72,69,85,78,87,88,70,74,180
4437,E. Shomurodov,"ST, LW, RW",71,74,2500000.0,31000.0,26,190,2026.0,4,81,70,69,70,74,67,73,52,75,83,80,71,57,70,72,61,76,70,65,190
14340,P. Banaszak,ST,62,66,575000.0,950.0,24,187,2023.0,3,81,59,70,61,58,56,42,29,56,83,79,72,56,68,62,63,78,62,63,187
14121,A. Hausch,"LW, ST",62,79,1000000.0,1000.0,18,175,2023.0,3,81,59,45,60,48,56,58,38,59,83,79,80,62,54,57,34,41,61,55,175
9914,C. McAleny,"LW, ST",65,65,725000.0,6000.0,28,178,2023.0,3,81,64,56,63,50,60,58,58,63,82,81,84,62,81,67,33,46,63,62,178
13999,D. Szelągowski,"CF, RM, ST",62,77,925000.0,800.0,18,176,2025.0,2,81,54,57,54,53,57,46,29,63,85,77,87,58,82,58,65,56,60,51,176
7160,D. González,"LW, ST, RW",68,68,1300000.0,500.0,27,179,2021.0,4,81,66,73,67,65,64,60,43,69,80,82,75,65,73,73,77,72,66,55,179
10694,M. Phaëton,"ST, LM",65,73,1600000.0,2000.0,21,185,2023.0,3,81,61,72,62,64,61,61,40,68,79,82,71,59,59,63,67,76,59,60,185
10920,A. Elanga,"LM, ST",65,80,1700000.0,12000.0,19,180,2024.0,3,81,60,51,60,58,60,55,61,66,81,81,81,61,72,64,43,51,65,50,180
3113,S. Sinclair,"LM, RM, ST",72,72,1900000.0,24000.0,32,178,2022.0,4,81,73,63,74,60,72,68,62,74,82,80,87,72,80,75,32,67,76,80,178
7736,F. Ladapo,ST,67,67,1000000.0,5000.0,28,185,2022.0,4,81,66,73,68,63,55,61,31,66,79,82,71,66,64,67,77,79,67,62,185
3114,S. Long,ST,72,72,1100000.0,38000.0,34,178,2022.0,2,81,69,67,68,76,64,67,37,71,83,80,69,74,72,73,92,64,76,72,178
7015,J. Koroma,"LW, ST",68,76,2700000.0,5000.0,22,178,2022.0,3,81,64,54,66,43,66,53,32,69,86,77,72,66,73,64,57,57,63,52,178
10639,T. Bonga,"RM, ST, LM",65,71,1100000.0,6000.0,24,197,2023.0,3,81,59,71,60,65,60,44,28,68,79,83,65,62,54,69,72,79,63,51,197
6980,J. Vásquez,"RM, ST, LM",68,69,1400000.0,1000.0,26,176,2024.0,3,81,67,73,65,46,59,61,59,68,84,78,77,60,71,75,53,88,69,65,176
7465,M. Mimaroğlu,"LW, ST",68,68,1300000.0,8000.0,26,178,2023.0,3,81,67,63,64,64,64,66,67,68,82,80,75,60,70,74,60,65,64,65,178
4988,M. Rayhi,"RW, ST, LW",70,70,1700000.0,11000.0,27,178,2022.0,4,81,70,74,66,54,63,68,68,72,80,81,75,62,78,79,58,77,63,63,178
7970,E. Ómarsson,ST,67,69,1300000.0,3000.0,26,180,2024.0,4,82,64,70,70,58,58,58,38,67,85,80,75,59,63,63,70,67,70,51,180
4628,G. Torres,"ST, LW",70,70,1300000.0,9000.0,32,181,2022.0,2,82,66,71,69,65,63,51,49,72,81,82,77,70,53,60,81,76,75,70,181
16377,D. Mebude,ST,59,75,575000.0,5000.0,19,174,2022.0,3,82,57,59,59,52,48,53,43,57,83,82,81,61,79,57,67,58,58,60,174
697,F. Caputo,ST,78,78,9000000.0,38000.0,33,181,2022.0,4,82,79,67,83,74,70,80,54,78,81,82,85,80,79,76,84,70,84,78,181
13046,M. Ovejero,ST,63,63,230000.0,500.0,34,170,2021.0,2,82,64,47,65,47,63,55,65,65,85,80,84,54,85,66,30,48,62,65,170
9432,Yang Liyu,"RM, RW, ST",66,71,1300000.0,6000.0,24,179,2022.0,2,82,55,68,54,57,65,56,49,64,80,84,83,63,76,60,76,67,62,53,179
9433,A. Akinola,ST,66,75,1900000.0,2000.0,21,178,2021.0,3,82,66,70,69,60,54,58,34,59,79,84,70,56,66,70,75,82,66,61,178
7140,C. Gebauer,"LM, ST, RM",68,68,1300000.0,10000.0,27,187,2022.0,3,82,63,65,66,57,64,58,42,67,86,79,68,66,62,63,41,69,66,52,187
11381,A. Samuel,ST,64,67,775000.0,2000.0,25,183,2023.0,3,82,62,69,63,59,55,57,43,63,81,83,74,57,72,63,79,66,64,62,183
10692,L. Ihorst,"ST, RM",65,74,1600000.0,3000.0,21,188,2022.0,4,82,62,70,63,64,57,57,31,64,73,90,46,59,49,68,74,75,63,60,188
14615,J. Osabutey,"ST, RW",61,68,675000.0,2000.0,22,181,2023.0,2,82,58,57,61,57,55,39,37,62,80,83,68,58,70,60,75,57,61,56,181
15687,F. Mwepu,ST,60,69,550000.0,3000.0,21,178,2022.0,3,82,60,54,65,57,48,45,28,58,80,84,72,53,72,58,61,58,54,57,178
10215,B. Babić,ST,65,74,1600000.0,3000.0,23,180,2023.0,2,82,61,67,64,64,52,55,34,63,80,83,74,65,80,64,77,68,67,58,180
1545,Diego Farías,"LW, CF, ST",75,75,4700000.0,32000.0,31,173,2022.0,3,82,70,49,70,64,72,69,65,77,83,81,87,73,85,70,70,45,72,69,173
13442,A. Greene,"ST, LW",62,62,325000.0,900.0,31,177,2021.0,3,82,58,70,58,58,60,51,50,61,80,84,71,53,63,63,51,73,63,58,177
8181,P. Klimala,ST,67,75,2300000.0,3000.0,22,183,2025.0,4,82,64,72,68,68,58,55,32,65,80,83,72,63,72,70,70,73,68,58,183
5432,M. Balikwisha,"RW, LW, ST",70,83,3800000.0,10000.0,20,178,2026.0,4,82,68,60,69,60,68,62,22,72,84,81,81,66,83,71,81,58,65,55,178
14642,F. Jno-Baptiste,ST,61,68,675000.0,800.0,21,183,2022.0,3,82,61,51,62,59,51,45,42,60,83,82,77,56,69,65,67,49,60,67,183
2659,R. Quioto,"ST, LM",73,73,3000000.0,9000.0,29,178,2022.0,4,82,71,80,73,73,71,59,71,68,81,82,78,70,68,76,79,84,74,63,178
7948,D. Bahamboula,"RW, RM, ST",67,67,1100000.0,6000.0,26,185,2022.0,3,82,63,66,62,56,61,55,54,67,83,82,73,61,63,69,55,73,64,61,185
105,Iago Aspas,"ST, RW",84,84,27000000.0,46000.0,33,176,2023.0,4,82,85,63,89,77,80,83,83,86,78,86,90,84,72,79,66,60,84,82,176
14728,C. Kelman,ST,61,77,850000.0,2000.0,19,175,2022.0,3,82,61,60,62,51,46,53,44,61,82,82,75,57,71,65,72,57,60,59,175
8574,D. Abiama,ST,67,75,2300000.0,8000.0,22,184,2024.0,4,82,66,62,71,59,49,53,30,66,81,83,68,65,68,66,62,68,69,62,184
5354,E. Aguirre,"ST, CF",70,79,3600000.0,12000.0,22,176,2024.0,3,82,68,66,72,67,65,55,38,68,83,81,80,65,75,70,80,71,70,64,176
9490,A. Bernier,"RM, LM, ST",66,72,1400000.0,4000.0,23,170,2023.0,3,82,61,57,62,49,61,47,63,65,85,80,82,60,81,63,80,58,63,55,170
11739,F. Evina,"LM, ST, LW",64,76,1400000.0,5000.0,20,180,2023.0,3,82,62,67,64,54,59,47,63,67,83,81,69,55,74,70,61,75,61,59,180
13175,R. Balk,"RW, CAM, ST",63,77,1200000.0,3000.0,20,176,2025.0,3,82,61,43,63,30,56,46,39,66,83,81,76,53,69,64,36,49,55,62,176
13787,A. Gnahoua,ST,62,62,400000.0,2000.0,29,185,2024.0,4,82,59,71,57,53,58,59,27,60,80,83,78,59,79,64,79,82,58,56,185
10990,F. Góndola,"ST, LM",65,69,1000000.0,500.0,25,186,2021.0,3,82,63,66,65,69,62,49,29,62,80,83,84,51,57,71,68,70,62,56,186
7989,P. Joosten,"LM, ST",67,69,1300000.0,4000.0,25,176,2023.0,3,82,69,59,63,52,57,65,71,68,84,80,75,64,66,82,57,58,60,55,176
18410,Y. Al Hassan,"LM, ST",54,69,250000.0,3000.0,20,174,2023.0,3,82,48,64,51,44,45,45,38,49,81,83,74,41,69,52,72,73,49,47,174
2550,A. Gray,ST,73,73,3000000.0,43000.0,30,180,2022.0,3,82,72,72,74,65,64,68,44,70,79,85,77,73,74,78,72,73,75,74,180
110,W. Ben Yedder,ST,84,84,41500000.0,88000.0,30,170,2024.0,5,82,84,70,88,74,82,84,76,87,83,81,91,86,91,84,78,69,90,85,170
6069,M. Rharsalla,"LM, CAM, ST",69,69,1500000.0,10000.0,27,182,2024.0,4,82,67,61,65,47,64,54,65,69,83,81,78,58,67,75,72,66,62,63,182
4766,V. Berisha,ST,70,71,1900000.0,4000.0,27,175,2024.0,3,82,69,84,70,57,64,64,44,70,84,81,75,67,83,72,90,83,68,69,175
622,M. Thuram,"LM, ST",79,85,27500000.0,29000.0,23,192,2023.0,3,82,78,77,80,80,75,70,30,79,79,84,73,81,57,82,71,87,80,70,192
6070,Iban Salvador,"RM, ST, CM",69,72,1800000.0,4000.0,25,170,2023.0,3,82,67,65,67,59,63,56,45,69,84,80,89,58,80,71,73,58,65,58,170
7646,M. Đuričin,"ST, RM",67,67,1000000.0,8000.0,28,183,2024.0,2,82,67,65,68,60,59,65,57,68,85,79,80,63,75,68,83,71,68,70,183
4779,C. Nyman,ST,70,70,1600000.0,5000.0,28,185,2021.0,3,82,69,81,71,69,65,70,47,64,80,83,70,71,59,69,82,80,71,72,185
11876,R. Longman,"ST, RM",64,76,1400000.0,3000.0,20,180,2022.0,3,82,63,66,65,52,58,55,49,64,80,83,75,63,75,63,59,68,64,54,180
1429,D. Rossi,"LW, ST, RW",76,84,16500000.0,9000.0,23,170,2022.0,4,82,74,59,77,44,72,71,34,77,83,82,83,73,84,75,58,54,77,57,170
11887,M. Szczepański,"CAM, ST",64,69,875000.0,2000.0,23,168,2024.0,3,82,57,62,61,43,64,47,46,63,82,82,81,58,84,57,58,58,63,52,168
2986,I. Niane,"ST, LW, RW",73,81,7000000.0,15000.0,22,187,2024.0,3,82,74,62,75,75,58,55,51,70,85,80,73,67,54,79,73,70,74,71,187
4290,Thiago Alminxa,"ST, RW",71,71,1900000.0,13000.0,29,182,2024.0,4,82,67,64,72,61,62,64,71,74,81,83,63,72,68,62,74,71,76,55,182
1047,Nuno Padrenda,"ST, CAM",77,77,12000000.0,37000.0,25,180,2024.0,4,82,73,70,72,64,85,63,67,85,85,79,75,80,67,75,68,74,82,55,180
4288,Carleto Costinha,"CAM, ST, RM",71,71,1800000.0,16000.0,29,175,2024.0,4,82,63,54,68,47,75,61,73,74,86,79,78,64,78,61,58,53,71,77,175
7447,A. Dieng,ST,68,77,2700000.0,12000.0,20,178,2024.0,3,82,71,56,74,67,60,66,55,68,80,83,64,67,66,74,60,58,56,71,178
2998,L. Juliš,ST,73,76,4000000.0,1000.0,26,187,2023.0,3,82,71,68,77,70,64,65,48,70,81,83,72,70,56,71,73,68,77,54,187
4311,Rafanilton Vilela,"ST, CF, CAM",71,71,1200000.0,24000.0,33,180,2024.0,5,82,63,62,66,75,65,62,64,75,82,82,71,77,71,61,72,73,72,65,180
9281,M. Finotto,ST,66,66,875000.0,2000.0,28,183,2022.0,2,82,62,67,64,65,62,65,48,63,85,79,70,68,68,60,64,66,67,66,183
16093,M. Jørgensen,"ST, CF",59,72,550000.0,1000.0,20,185,2021.0,3,82,59,58,60,51,51,52,34,59,80,83,77,50,65,61,71,59,58,56,185
12686,D. Rodney,"ST, LW",63,69,775000.0,3000.0,23,178,2023.0,4,82,61,66,63,56,58,56,37,62,83,82,73,58,73,62,79,67,62,55,178
3076,A. Kalimuendo,ST,73,82,6500000.0,33000.0,19,175,2022.0,3,82,72,65,74,70,58,71,39,73,82,82,75,69,81,72,59,71,74,62,175
5016,C. Willock,"RW, ST, RM",70,77,3200000.0,10000.0,23,178,2023.0,3,82,56,55,60,38,63,43,30,74,82,82,81,68,73,50,62,56,66,60,178
6345,E. Jirka,"RM, LM, ST",69,78,3100000.0,5000.0,23,182,2023.0,3,82,64,72,69,62,65,47,35,66,82,82,70,60,67,61,65,70,69,52,182
11421,A. Collins,ST,64,67,800000.0,3000.0,24,185,2023.0,3,82,61,73,62,59,59,57,57,62,81,82,73,60,70,64,62,73,62,58,185
9341,M. Sylla,"ST, RW",66,76,1900000.0,4000.0,21,181,2023.0,3,82,63,56,65,59,61,59,45,68,83,82,76,68,66,64,66,58,66,65,181
4496,D. Kyereh,"CAM, ST, RM",71,76,2800000.0,12000.0,25,179,2023.0,3,82,68,61,73,58,71,68,55,70,88,77,86,68,84,68,87,56,68,46,179
3036,K. Furuhashi,"ST, LM",73,76,4000000.0,43000.0,26,170,2025.0,4,82,74,63,75,64,69,73,64,73,79,84,86,74,84,72,69,49,77,70,170
952,Y. Poulsen,ST,77,78,12500000.0,68000.0,27,192,2024.0,3,82,70,81,74,85,73,75,42,75,80,84,69,80,54,73,83,78,81,58,192
17793,A. Matuq,"RM, ST, CF",56,71,325000.0,2000.0,18,172,2024.0,3,82,51,58,55,39,49,36,30,49,80,84,65,36,74,55,48,70,55,30,172
950,L. Trossard,"LM, LW, ST",77,78,12500000.0,55000.0,26,172,2023.0,4,82,76,61,76,62,75,74,69,77,89,76,92,72,85,76,78,60,75,75,172
12606,N. D'Agostino,"ST, RM, CAM",63,68,725000.0,2000.0,23,175,2022.0,4,82,57,69,63,63,58,55,42,59,82,82,82,59,75,57,87,76,61,54,175
6770,F. Curuchet,"ST, RW",68,68,1000000.0,6000.0,31,175,2021.0,3,82,70,65,65,61,52,78,46,69,82,82,85,67,87,78,75,56,72,63,175
15827,A. Miller,"RM, LM, ST",60,79,625000.0,4000.0,18,174,2025.0,3,82,55,47,59,34,45,47,38,57,83,82,64,60,71,58,41,45,55,59,174
5541,F. Ayité,"LM, CAM, ST",69,69,1100000.0,4000.0,32,175,2023.0,4,82,66,65,64,58,67,64,67,71,79,84,82,70,77,73,71,70,62,60,175
4225,Jesús Imaz,"CF, CAM, ST",71,71,1800000.0,8000.0,30,179,2022.0,4,82,74,67,79,52,70,63,55,71,83,81,84,67,82,73,60,70,69,73,179
4222,A. Gruber,"CF, RM, ST",71,73,2400000.0,19000.0,26,174,2023.0,3,82,71,65,72,62,69,68,73,69,81,82,84,72,82,71,82,58,71,62,174
10156,F. Okenabirhie,ST,65,70,1100000.0,4000.0,25,178,2022.0,4,82,64,66,67,61,58,51,62,64,81,83,83,64,77,64,81,66,64,63,178
6992,A. Ivan,"ST, LM, RM",68,74,1900000.0,6000.0,24,189,2023.0,3,82,67,71,67,59,64,58,65,69,82,82,81,67,57,68,83,72,65,72,189
940,G. Defrel,"CAM, ST, LW",77,77,10000000.0,33000.0,30,179,2024.0,3,82,77,51,77,68,67,75,69,82,85,80,80,75,72,79,42,53,79,69,179
3415,C. Strandberg,ST,72,75,3100000.0,16000.0,25,187,2022.0,3,82,73,79,76,62,59,68,31,67,73,89,42,68,50,79,76,90,71,61,187
7396,J. Antiste,ST,68,79,2600000.0,3000.0,18,182,2026.0,3,82,69,56,71,64,63,65,40,72,83,82,76,59,56,71,73,61,65,69,182
13598,D. Telford,ST,62,67,600000.0,2000.0,24,175,2022.0,3,82,61,59,63,56,54,42,42,60,80,83,79,57,73,61,66,58,62,65,175
5208,Na Sang Ho,"LM, ST",70,73,2200000.0,3000.0,24,173,2023.0,4,82,68,68,72,62,64,53,38,67,80,84,81,70,72,68,78,66,70,58,173
2242,L. Nmecha,ST,74,81,8500000.0,43000.0,22,185,2025.0,4,82,73,78,73,63,71,66,48,78,78,86,72,72,63,76,79,79,72,81,185
163,Morata,ST,83,83,37000000.0,84000.0,28,190,2022.0,4,82,80,77,84,86,78,80,44,83,79,85,72,80,63,80,84,80,87,75,190
7411,T. Dolan,"RW, LW, ST",68,83,2900000.0,11000.0,19,164,2024.0,3,82,56,46,57,44,65,48,42,67,85,79,91,59,87,60,54,37,65,45,164
4923,J. Kaprof,"ST, CAM, CF",70,73,2100000.0,800.0,26,169,2021.0,3,82,68,66,71,66,66,66,47,73,85,80,81,68,79,64,73,73,69,67,169
2347,R. Kolo Muani,"ST, RW, LW",74,82,9500000.0,21000.0,22,187,2022.0,3,82,69,61,72,75,73,64,54,78,84,81,78,70,52,71,73,69,74,62,187
5297,M. Djitté,ST,70,79,3600000.0,4000.0,21,180,2024.0,3,82,68,70,72,64,66,61,29,71,81,82,87,65,76,68,82,73,73,65,180
7049,N. Ampomah,"LM, CF, ST",68,70,1500000.0,9000.0,25,176,2022.0,5,82,63,67,60,37,63,56,34,66,85,80,87,69,70,73,88,60,62,40,176
11946,F. Azeez,"RM, LM, ST",64,77,1400000.0,5000.0,20,181,2022.0,2,82,61,67,58,60,63,41,44,65,80,83,69,55,72,70,74,74,63,53,181
280,Ferran Torres,"RW, ST",82,90,68500000.0,120000.0,21,184,2025.0,4,82,79,66,81,73,80,74,60,81,87,78,82,81,76,79,75,70,84,66,184
11282,M. Ingebrigtsen,"RW, ST, RM",64,67,800000.0,1000.0,24,170,2021.0,2,82,62,51,63,44,57,51,55,64,85,79,91,55,85,65,84,40,62,63,170
11285,Park Jung Bin,"LM, ST",64,64,625000.0,2000.0,27,175,2023.0,5,82,60,46,61,47,62,56,60,65,81,82,85,54,83,62,51,43,60,62,175
3807,F. Farías,"ST, CF",72,84,5500000.0,5000.0,18,173,2023.0,3,82,71,66,72,58,68,66,48,74,89,77,88,71,89,73,61,69,73,65,173
11211,S. Kroon,"RM, ST, LM",64,64,600000.0,1000.0,28,183,2021.0,3,82,57,56,57,41,62,49,57,61,78,86,79,63,69,63,63,58,63,58,183
9541,J. Zwarts,"ST, LW, RW",66,75,1900000.0,4000.0,22,190,2024.0,3,82,65,71,67,55,54,53,32,66,78,85,68,60,60,70,70,76,64,60,190
8108,N. Robertha,"ST, LW",67,73,1600000.0,3000.0,23,185,2023.0,3,82,66,64,70,56,56,59,35,64,81,82,75,66,77,67,76,68,67,65,185
10387,Kim Dae Won,"ST, LW",65,71,1100000.0,2000.0,24,171,2022.0,4,82,62,67,60,61,64,50,34,65,83,82,81,62,74,67,78,61,67,60,171
4867,S. Michel,"ST, LW",70,70,1600000.0,11000.0,30,179,2023.0,3,82,70,70,70,53,66,68,59,71,78,85,74,73,73,76,73,68,75,65,179
14917,C. Norton,ST,61,74,800000.0,4000.0,20,175,2022.0,3,82,62,52,65,53,60,59,39,63,84,81,60,55,68,62,50,52,52,65,175
198,João Félix,"CF, ST",83,91,82000000.0,61000.0,21,181,2026.0,4,82,79,68,79,69,80,81,64,87,81,83,86,83,79,80,73,64,84,68,181
2371,I. Ganago,"ST, RW, LW",74,79,6500000.0,24000.0,22,179,2024.0,3,82,74,68,76,65,66,60,40,75,81,83,78,67,79,79,68,76,75,66,179
4985,A. Leya Iseka,ST,70,75,2400000.0,22000.0,23,183,2025.0,3,82,71,71,72,67,62,68,48,68,85,80,67,62,69,75,87,76,65,68,183
11811,O. Herrera,"RW, LW, ST",64,78,1400000.0,3000.0,20,179,2024.0,2,82,61,63,63,65,60,55,43,63,84,80,80,54,67,60,78,62,60,55,179
13694,A. Nadesan,ST,62,63,475000.0,3000.0,26,188,2022.0,3,82,59,64,61,59,53,54,39,59,81,82,68,60,63,59,71,71,62,57,188
5244,T. Campbell,"ST, RM",70,82,3900000.0,13000.0,21,183,2024.0,4,82,70,67,73,63,66,64,54,69,84,80,69,69,67,67,73,74,68,73,183
6290,M. Noubissi,ST,69,74,2100000.0,6000.0,24,180,2022.0,4,82,68,80,68,62,63,56,45,66,81,82,76,60,71,77,85,87,69,66,180
10476,A. May,ST,65,65,775000.0,3000.0,27,176,2022.0,3,83,63,72,64,54,63,59,52,64,87,80,83,64,82,66,69,63,65,63,176
11561,N. Ennis,ST,64,71,1200000.0,3000.0,22,180,2023.0,3,83,62,66,63,56,51,57,29,63,82,84,78,60,76,65,57,69,63,57,180
1865,O. Edouard,ST,75,83,12500000.0,44000.0,23,187,2025.0,4,83,74,75,78,72,72,62,77,78,84,82,81,68,84,74,73,82,73,76,187
7402,M. Grüll,"ST, LM, RM",68,76,2700000.0,11000.0,22,182,2024.0,5,83,71,65,71,52,65,61,61,70,81,84,66,63,62,74,58,71,65,66,182
892,Alex Teixeira,"ST, LW, CAM",77,77,9000000.0,46000.0,31,173,2023.0,4,83,76,70,77,54,79,78,59,81,84,82,85,73,76,74,79,72,80,74,173
13527,E. Hurtado,ST,62,62,400000.0,2000.0,30,178,2022.0,2,83,61,63,59,55,54,72,42,59,83,83,72,53,72,66,78,72,64,58,178
1408,A. Danjuma,"LW, LM, ST",76,80,11000000.0,28000.0,24,178,2026.0,4,83,73,67,74,44,71,55,57,78,85,81,80,72,74,79,61,69,71,44,178
1851,U. Sadiq,ST,75,81,9000000.0,11000.0,24,192,2025.0,3,83,75,73,80,73,68,65,41,75,80,85,65,68,45,79,79,87,71,71,192
3065,B. Brobbey,ST,73,85,7500000.0,31000.0,19,180,2025.0,4,83,71,81,75,69,69,58,39,72,81,85,59,67,84,72,89,92,74,66,180
4518,A. Estupiñán,"LM, RM, ST",71,71,2000000.0,2000.0,26,175,2024.0,3,83,65,64,69,53,68,38,39,71,84,82,78,64,73,69,68,64,64,56,175
852,Puado,"LM, ST, CAM",78,85,28000000.0,19000.0,23,177,2025.0,4,83,76,73,77,77,75,70,35,80,84,83,84,76,77,78,81,69,77,70,177
877,K. Gameiro,ST,77,77,5000000.0,27000.0,34,172,2023.0,4,83,77,67,76,67,79,76,70,77,82,84,79,76,73,82,83,64,81,81,172
12487,K. Al Kaabi,"RM, ST, LM",63,63,475000.0,4000.0,29,171,2022.0,3,83,57,51,57,51,57,37,46,63,86,80,81,56,77,71,74,47,56,59,171
7523,R. Munsy,ST,67,67,850000.0,5000.0,31,188,2023.0,3,83,66,74,68,56,52,59,41,62,75,89,68,65,62,73,61,87,67,61,188
3633,C. Tarragona,ST,72,72,2300000.0,12000.0,30,180,2021.0,4,83,71,80,73,70,62,55,41,67,82,83,81,77,84,76,80,75,74,71,180
19045,A. Majok,"ST, RW",50,67,120000.0,500.0,20,182,2022.0,2,83,48,48,50,42,43,40,26,45,85,81,63,47,47,45,58,54,39,58,182
16781,W. Gnonto,"CF, LM, ST",58,80,650000.0,650.0,17,170,2023.0,3,83,54,52,55,49,47,48,29,65,81,85,80,52,75,60,63,56,46,53,170
14360,T. De Barr,"ST, LM, RM",62,69,825000.0,2000.0,21,175,2022.0,3,83,57,63,56,51,63,51,32,60,84,83,74,66,76,59,63,59,64,63,175
3695,F. Coman,"LW, ST",72,79,4700000.0,12000.0,23,182,2022.0,3,83,69,67,69,56,70,53,71,72,82,84,80,68,79,74,62,70,68,63,182
14381,B. Young,ST,62,80,1000000.0,5000.0,18,185,2022.0,3,83,61,62,62,58,54,51,43,60,85,82,77,57,74,64,73,62,61,61,185
13633,H. McKirdy,"LW, ST",62,66,575000.0,3000.0,24,170,2022.0,2,83,57,46,57,47,57,52,51,61,82,83,90,54,87,59,68,34,57,56,170
7791,C. Malele,ST,67,68,1200000.0,8000.0,27,185,2023.0,4,83,66,82,69,67,54,60,41,64,82,83,74,57,65,70,83,87,66,71,185
15093,M. Faßbender,"RM, LM, ST",61,69,725000.0,500.0,22,188,2023.0,3,83,54,63,55,39,59,61,31,60,81,85,66,50,63,63,47,63,59,54,188
11491,Marcelo Vildeia,ST,64,64,650000.0,7000.0,25,172,2024.0,3,83,62,54,59,53,61,72,49,62,77,88,75,63,82,65,67,52,71,62,172
4358,B. Brereton Díaz,"LW, RW, ST",71,79,4200000.0,25000.0,22,188,2022.0,3,83,68,73,69,63,67,64,30,71,85,82,72,68,63,72,42,77,72,66,188
10078,D. Brown,ST,65,65,700000.0,600.0,30,188,2026.0,4,83,64,78,65,62,55,57,29,59,79,86,75,61,42,66,66,86,64,62,188
13366,C. Gyeltshen,"LM, LW, ST",63,66,625000.0,700.0,25,173,2022.0,4,83,60,58,62,54,52,54,46,57,80,86,82,44,77,60,71,55,62,61,173
8877,J. Derstroff,"LM, RM, ST",66,66,850000.0,2000.0,29,182,2022.0,3,83,61,61,61,52,58,60,56,68,84,83,75,61,71,61,60,62,62,61,182
268,Richarlison,"ST, LW, LM",82,87,46500000.0,100000.0,24,181,2024.0,5,83,78,80,80,83,79,75,65,83,85,81,79,82,73,83,86,77,83,77,181
2117,D. González,"LM, RM, ST",74,74,4500000.0,1000.0,27,175,2024.0,3,83,69,62,70,55,74,60,45,72,85,82,86,70,81,70,73,58,74,73,175
9335,A. Badji,ST,66,73,1700000.0,2000.0,23,189,2024.0,3,83,66,80,68,72,46,53,41,64,80,86,67,52,56,70,71,84,58,53,189
11452,K. Woolery,"RW, ST, RM",64,65,700000.0,2000.0,26,181,2024.0,4,83,60,57,62,55,61,44,52,62,85,82,82,57,74,62,61,56,55,60,181
6756,S. Pol,"ST, RW, LW",68,68,775000.0,2000.0,33,175,2021.0,3,83,67,71,69,66,59,58,59,68,80,85,78,57,70,69,73,66,72,69,175
10876,R. Königsdörffer,"RM, ST",65,79,1700000.0,2000.0,19,182,2022.0,3,83,61,53,66,63,61,44,25,63,81,85,80,53,82,57,73,51,65,58,182
4933,E. Cerutti,"RM, ST",70,70,1600000.0,9000.0,29,179,2022.0,3,83,63,64,57,58,66,65,51,68,85,82,79,68,68,71,66,59,67,68,179
16733,J. Kabia,"RM, ST, LM",58,70,500000.0,1000.0,20,175,2023.0,4,83,55,52,59,58,48,48,44,54,82,83,76,60,69,60,68,46,58,53,175
2821,D. Valoyes,"RM, ST, LM",73,76,4200000.0,11000.0,24,181,2024.0,4,83,69,68,70,59,67,65,59,72,82,83,82,71,67,71,65,67,75,65,181
18127,T. Fellows,"RM, ST",55,71,325000.0,2000.0,18,181,2024.0,3,83,53,43,52,40,49,48,38,55,84,82,73,42,68,62,41,44,50,52,181
1050,T. Kadewere,"RW, ST",77,80,14000000.0,59000.0,25,183,2024.0,3,83,76,71,79,69,74,69,48,77,82,83,82,77,74,78,79,72,79,73,183
7271,Y. Goto,"CAM, ST, CM",68,68,1200000.0,2000.0,28,171,2022.0,3,83,64,67,63,59,70,64,62,65,85,81,77,66,75,68,65,64,69,63,171
1890,J. Hernández,"ST, RM, LM",75,81,9000000.0,44000.0,22,176,2022.0,4,83,75,73,78,69,70,64,68,70,86,81,70,74,77,73,71,72,77,70,176
